,Huber-Huber-RobustPALMRT-pval,OLS-L2-PALMRT-pval,F-test-pval
168,0.269,0.558,0.5494406185722054
169,0.024,0.0435,0.03747679502997121
170,0.169,0.5125,0.49496347026906384
171,0.152,0.8435,0.914225660410628
172,0.194,0.11,0.08318788481251804
173,0.0815,0.227,0.2180471950349291
174,0.099,0.07,0.05814035457200973
175,0.033,0.065,0.04214135039008892
176,0.684,0.33,0.29222774794649403
177,0.009,0.446,0.44358084864068215
178,0.205,0.286,0.2549287883157808
179,0.037,0.1285,0.11639505970373451
180,0.669,0.5145,0.48184033864744935
181,0.592,0.8615,0.9803211823093063
182,0.018,0.2325,0.1967871548474265
183,0.8255,0.128,0.11182082896071108
184,0.016,0.049,0.034834103266270997
185,0.714,0.6445,0.6393010294802735
186,0.013,0.1675,0.14089573430620508
187,0.49,0.8335,0.8966518326275446
188,0.7885,0.471,0.438179748662874
189,0.051,0.2355,0.22692333798422976
190,0.6405,0.5055,0.49232262028004714
191,0.291,0.451,0.4364235493515931
192,0.165,0.54,0.49690413264993727
193,0.364,0.8165,0.8518189384343031
194,0.003,0.012,0.009431576753320448
195,0.008,0.045,0.04276705278041547
196,0.077,0.063,0.05555147009014775
197,0.302,0.817,0.8299221314032389
198,0.1335,0.8435,0.8890276199183609
199,0.8235,0.7825,0.8280726871972167
200,0.006,0.024,0.01998307604584878
201,0.329,0.556,0.4904028310248699
202,0.002,0.006,0.0038623326009176767
203,0.014,0.034,0.020870915290139205
204,0.1235,0.039,0.025653887838602285
205,0.063,0.3765,0.35488027626781615
206,0.088,0.8335,0.9531416977324303
207,0.003,0.003,0.00046035071307519334
208,0.3395,0.318,0.3026819853989809
209,0.135,0.256,0.21688937387298998
210,0.383,0.313,0.2791482884258523
211,0.011,0.085,0.05809940779504616
212,0.537,0.177,0.1506738978372024
213,0.028,0.258,0.23229267718961383
214,0.047,0.051,0.03597898252706002
215,0.094,0.053,0.039241924873233004
216,0.1105,0.2205,0.212471256971369
217,0.734,0.501,0.5064883355042125
218,0.625,0.778,0.8103573257962451
219,0.041,0.392,0.36566470878205015
220,0.028,0.272,0.2428459704493785
221,0.217,0.17,0.1427399768687724
222,0.5465,0.8075,0.7767479315075408
