,dispersion-pval
0,0.003
1,0.003
2,0.016
3,0.133
4,0.061
5,0.001
6,0.002
7,0.013
8,0.029
9,0.004
10,0.003
11,0.008
12,0.004
13,0.001
14,0.005
15,0.011
16,0.037
17,0.002
18,0.034
19,0.033
20,0.001
21,0.001
22,0.003
23,0.002
24,0.002
25,0.001
26,0.008
27,0.016
28,0.029
29,0.008
30,0.001
31,0.262
32,0.011
33,0.617
34,0.281
35,0.015
36,0.001
37,0.009
38,0.001
39,0.463
40,0.046
41,0.114
42,0.001
43,0.001
44,0.003
45,0.002
46,0.1
47,0.002
48,0.002
49,0.001
50,0.008
51,0.013
52,0.001
53,0.058
54,0.004
55,0.001
56,0.002
57,0.089
58,0.012
59,0.002
60,0.02
61,0.001
62,0.009
63,0.001
64,0.001
65,0.004
66,0.001
67,0.002
68,0.006
69,0.023
70,0.019
71,0.176
72,0.009
73,0.046
74,0.005
75,0.003
76,0.001
77,0.028
78,0.003
79,0.001
80,0.013
81,0.001
82,0.014
83,0.001
84,0.053
85,0.004
86,0.001
87,0.001
88,0.208
89,0.334
90,0.499
91,0.005
92,0.005
93,0.001
94,0.039
95,0.009
96,0.01
97,0.008
98,0.004
99,0.05
100,0.197
101,0.109
102,0.013
103,0.094
104,0.002
105,0.003
106,0.017
107,0.009
108,0.035
109,0.006
110,0.002
111,0.001
112,0.001
113,0.001
114,0.001
115,0.012
116,0.001
117,0.001
118,0.225
119,0.019
120,0.151
121,0.022
122,0.277
123,0.002
124,0.007
125,0.147
126,0.009
127,0.062
128,0.002
129,0.006
130,0.04
131,0.001
132,0.001
133,0.024
134,0.008
135,0.01
136,0.001
137,0.067
138,0.002
139,0.006
140,0.001
141,0.043
142,0.187
143,0.001
144,0.011
145,0.071
146,0.002
147,0.005
148,0.001
149,0.072
150,0.001
151,0.004
152,0.018
153,0.289
154,0.003
155,0.538
156,0.009
157,0.231
158,0.005
159,0.001
160,0.006
161,0.021
162,0.001
163,0.157
164,0.013
165,0.04
166,0.034
167,0.001
168,0.004
169,0.001
170,0.328
171,0.003
172,0.046
173,0.17
174,0.001
175,0.002
176,0.011
177,0.031
178,0.031
179,0.415
180,0.005
181,0.004
182,0.098
183,0.007
184,0.173
185,0.008
186,0.001
187,0.002
188,0.014
189,0.003
190,0.064
191,0.002
192,0.001
193,0.004
194,0.054
195,0.013
196,0.045
197,0.143
198,0.002
199,0.376
200,0.228
201,0.002
202,0.003
203,0.054
204,0.002
205,0.063
206,0.184
207,0.004
208,0.004
209,0.115
210,0.001
211,0.001
212,0.001
213,0.014
214,0.109
215,0.001
216,0.002
217,0.001
218,0.328
219,0.001
220,0.042
221,0.001
222,0.002
223,0.17
224,0.002
225,0.094
226,0.003
227,0.345
228,0.001
229,0.029
230,0.005
231,0.001
232,0.002
233,0.004
234,0.008
235,0.002
236,0.002
237,0.003
238,0.01
239,0.001
240,0.003
241,0.003
242,0.042
243,0.276
244,0.062
245,0.006
246,0.013
247,0.01
248,0.014
249,0.003
250,0.002
251,0.002
252,0.002
253,0.003
254,0.006
255,0.001
256,0.068
257,0.119
258,0.094
259,0.021
260,0.002
261,0.612
262,0.02
263,0.011
264,0.002
265,0.198
266,0.013
267,0.002
268,0.001
269,0.078
270,0.002
271,0.009
272,0.004
273,0.064
274,0.001
275,0.002
276,0.005
277,0.003
278,0.001
279,0.001
280,0.023
281,0.001
282,0.001
283,0.001
284,0.035
285,0.004
286,0.001
287,0.001
288,0.004
289,0.007
290,0.043
291,0.004
292,0.003
293,0.005
294,0.001
295,0.002
296,0.003
297,0.001
298,0.007
299,0.102
300,0.001
301,0.012
302,0.001
303,0.0635
304,0.06
305,0.047
306,0.001
307,0.001
308,0.008
309,0.022
310,0.058
311,0.134
312,0.003
313,0.044
314,0.026
315,0.08
316,0.048
317,0.094
318,0.007
319,0.015
320,0.003
321,0.054
322,0.002
323,0.075
324,0.001
325,0.001
326,0.405
327,0.547
328,0.003
329,0.001
330,0.002
331,0.005
332,0.011
333,0.079
334,0.003
335,0.001
336,0.003
337,0.001
338,0.022
339,0.001
340,0.017
341,0.012
342,0.003
343,0.018
344,0.003
345,0.001
346,0.001
347,0.007
348,0.016
349,0.063
350,0.03
351,0.005
352,0.007
353,0.01
354,0.018
355,0.115
356,0.002
357,0.031
358,0.001
359,0.002
360,0.002
361,0.097
362,0.001
363,0.023
364,0.002
365,0.26
366,0.006
367,0.001
368,0.003
369,0.03
370,0.01
371,0.001
372,0.001
373,0.001
374,0.016
375,0.003
376,0.012
377,0.018
378,0.003
379,0.285
380,0.001
381,0.002
382,0.027
383,0.019
384,0.617
385,0.001
386,0.001
387,0.004
388,0.049
389,0.06
390,0.014
391,0.004
392,0.046
393,0.004
394,0.002
395,0.297
396,0.001
397,0.013
398,0.001
399,0.001
400,0.005
401,0.009
402,0.01
403,0.039
404,0.001
405,0.002
406,0.021
407,0.004
408,0.004
409,0.028
410,0.001
411,0.001
412,0.001
413,0.022
414,0.002
415,0.004
416,0.075
417,0.01
418,0.007
419,0.004
420,0.106
421,0.001
422,0.001
423,0.005
424,0.001
425,0.005
426,0.003
427,0.003
428,0.053
429,0.001
430,0.001
431,0.001
432,0.001
433,0.005
434,0.001
435,0.001
436,0.052
437,0.001
438,0.003
439,0.004
440,0.099
441,0.001
442,0.143
443,0.004
444,0.04
445,0.001
446,0.011
447,0.001
448,0.006
449,0.001
450,0.033
451,0.002
452,0.001
453,0.001
454,0.002
455,0.001
456,0.013
457,0.015
458,0.013
459,0.006
460,0.004
461,0.16
462,0.001
463,0.021
464,0.005
465,0.017
466,0.003
467,0.006
468,0.014
469,0.002
470,0.001
471,0.038
472,0.005
473,0.002
474,0.001
475,0.029
476,0.197
477,0.046
478,0.003
479,0.001
480,0.002
481,0.059
482,0.004
483,0.014
484,0.564
485,0.001
486,0.005
487,0.025
488,0.002
489,0.086
490,0.001
491,0.065
492,0.007
493,0.001
494,0.003
495,0.14
496,0.002
497,0.126
498,0.032
499,0.056
500,0.004
501,0.01
502,0.128
503,0.023
504,0.002
505,0.001
506,0.008
507,0.075
508,0.038
509,0.002
510,0.089
511,0.001
512,0.001
513,0.007
514,0.005
515,0.133
516,0.009
517,0.029
518,0.032
519,0.001
520,0.003
521,0.01
522,0.001
523,0.109
524,0.001
525,0.001
526,0.002
527,0.002
528,0.011
529,0.128
530,0.001
531,0.001
532,0.003
533,0.001
534,0.003
535,0.014
536,0.014
