,dispersion-pval
0,0.21
1,0.639
2,0.731
3,0.037
4,0.187
5,0.291
6,0.658
7,0.595
8,0.564
9,0.668
10,0.72
11,0.651
12,0.572
13,0.394
14,0.199
15,0.205
16,0.69
17,0.703
18,0.507
19,0.433
20,0.568
21,0.65
22,0.538
23,0.383
24,0.51
25,0.133
26,0.718
27,0.2
28,0.547
29,0.602
30,0.273
31,0.37
32,0.263
33,0.715
34,0.217
35,0.408
36,0.575
37,0.054
38,0.712
39,0.237
40,0.627
41,0.659
42,0.202
43,0.664
44,0.481
45,0.717
46,0.403
47,0.612
48,0.096
49,0.309
50,0.69
51,0.672
52,0.711
53,0.733
54,0.732
55,0.658
56,0.666
57,0.368
58,0.517
59,0.509
60,0.668
61,0.353
62,0.697
63,0.459
64,0.385
65,0.732
66,0.147
67,0.065
68,0.667
69,0.256
70,0.038
71,0.123
72,0.323
73,0.505
74,0.113
75,0.651
76,0.718
77,0.667
78,0.402
79,0.704
80,0.704
81,0.706
82,0.448
83,0.016
84,0.174
85,0.606
86,0.124
87,0.286
88,0.705
89,0.319
90,0.525
91,0.664
92,0.4
93,0.735
94,0.464
95,0.474
96,0.462
97,0.481
98,0.744
99,0.136
100,0.511
101,0.637
102,0.667
103,0.454
104,0.441
105,0.667
106,0.536
107,0.49
108,0.635
109,0.742
110,0.201
111,0.165
112,0.573
113,0.694
114,0.107
115,0.643
116,0.697
117,0.618
118,0.698
119,0.739
120,0.553
121,0.397
122,0.196
123,0.396
124,0.701
125,0.734
126,0.317
127,0.714
128,0.537
129,0.478
130,0.749
131,0.231
132,0.087
133,0.709
134,0.234
135,0.531
136,0.273
137,0.669
138,0.423
139,0.737
140,0.639
141,0.719
142,0.734
143,0.658
144,0.718
145,0.37
146,0.624
147,0.51
148,0.532
149,0.726
150,0.712
151,0.649
152,0.7
153,0.746
154,0.474
155,0.402
156,0.606
157,0.27
158,0.746
159,0.404
160,0.704
161,0.751
162,0.72
163,0.661
164,0.285
165,0.719
166,0.422
167,0.66
168,0.723
169,0.66
170,0.551
171,0.662
172,0.125
173,0.564
174,0.708
175,0.288
176,0.12
177,0.39
178,0.52
179,0.361
180,0.087
181,0.53
182,0.595
183,0.407
184,0.19
185,0.066
186,0.636
187,0.628
188,0.258
189,0.462
190,0.574
191,0.126
192,0.517
193,0.557
194,0.453
195,0.466
196,0.477
197,0.706
198,0.692
199,0.615
200,0.577
201,0.48
202,0.706
203,0.544
204,0.748
205,0.119
206,0.617
207,0.446
208,0.486
209,0.491
210,0.402
211,0.724
212,0.222
213,0.718
214,0.66
215,0.705
216,0.732
217,0.178
218,0.6
219,0.668
220,0.377
221,0.754
222,0.314
223,0.579
224,0.376
225,0.005
226,0.71
227,0.65
228,0.152
229,0.668
230,0.529
231,0.097
232,0.478
233,0.36
234,0.687
235,0.481
236,0.654
237,0.601
238,0.639
239,0.703
240,0.215
241,0.64
242,0.716
243,0.19
244,0.331
245,0.426
246,0.323
247,0.28
248,0.207
249,0.68
250,0.719
251,0.726
252,0.72
253,0.729
254,0.473
255,0.676
256,0.63
257,0.568
258,0.711
259,0.262
260,0.601
261,0.556
262,0.486
263,0.223
264,0.697
265,0.304
266,0.327
267,0.69
268,0.714
269,0.232
270,0.235
271,0.692
272,0.05
273,0.407
274,0.729
275,0.705
276,0.727
277,0.691
278,0.496
279,0.731
280,0.676
281,0.699
282,0.642
283,0.682
284,0.546
285,0.645
286,0.723
287,0.439
288,0.717
289,0.723
290,0.284
291,0.449
292,0.727
293,0.642
294,0.617
295,0.549
296,0.438
297,0.186
298,0.473
299,0.192
300,0.695
301,0.408
302,0.338
303,0.69
304,0.292
305,0.275
306,0.063
307,0.641
308,0.562
309,0.488
310,0.287
311,0.677
312,0.301
313,0.351
314,0.722
315,0.359
316,0.358
317,0.395
318,0.707
319,0.333
320,0.528
321,0.384
322,0.604
323,0.726
324,0.373
325,0.712
326,0.449
327,0.686
328,0.675
329,0.32
330,0.696
331,0.144
332,0.062
333,0.622
334,0.692
335,0.197
336,0.213
337,0.734
338,0.42
339,0.685
340,0.492
341,0.342
342,0.441
343,0.638
344,0.67
345,0.217
346,0.7
347,0.308
348,0.208
349,0.709
350,0.537
351,0.384
352,0.351
353,0.615
354,0.687
355,0.555
356,0.71
357,0.692
358,0.086
359,0.699
360,0.436
361,0.418
362,0.642
363,0.023
364,0.683
365,0.684
366,0.535
367,0.308
368,0.088
369,0.763
370,0.685
371,0.021
372,0.718
373,0.39
374,0.736
375,0.501
376,0.624
377,0.249
378,0.278
379,0.207
380,0.434
381,0.734
382,0.074
383,0.616
384,0.662
385,0.68
386,0.408
387,0.503
388,0.71
389,0.701
390,0.5
391,0.083
392,0.551
393,0.747
394,0.691
395,0.53
396,0.723
397,0.615
398,0.652
399,0.491
400,0.693
401,0.556
402,0.622
403,0.74
404,0.694
405,0.566
406,0.669
407,0.519
408,0.724
409,0.481
410,0.712
411,0.199
412,0.685
413,0.375
414,0.615
415,0.378
416,0.712
417,0.717
418,0.744
419,0.497
420,0.316
421,0.605
422,0.479
423,0.491
424,0.365
425,0.676
426,0.721
427,0.335
428,0.734
429,0.459
430,0.589
431,0.721
432,0.654
433,0.717
434,0.462
435,0.605
436,0.725
437,0.657
438,0.47
439,0.031
440,0.204
441,0.045
442,0.731
443,0.108
444,0.682
445,0.347
446,0.368
447,0.43
448,0.127
449,0.33
450,0.112
451,0.472
452,0.17
453,0.014
454,0.317
455,0.157
456,0.69
457,0.442
458,0.37
459,0.585
460,0.206
461,0.182
462,0.735
463,0.091
464,0.475
465,0.456
466,0.301
467,0.708
468,0.717
469,0.634
470,0.192
471,0.382
472,0.494
473,0.427
474,0.706
475,0.554
476,0.694
477,0.569
478,0.07
479,0.221
480,0.674
481,0.544
482,0.629
483,0.318
484,0.438
485,0.489
486,0.721
487,0.752
488,0.344
489,0.665
490,0.707
491,0.518
492,0.41
493,0.501
494,0.5
495,0.717
496,0.554
497,0.129
498,0.481
499,0.648
500,0.584
501,0.502
502,0.103
503,0.318
504,0.718
505,0.56
506,0.549
507,0.265
508,0.342
509,0.546
510,0.48
511,0.435
512,0.318
513,0.056
514,0.338
515,0.485
516,0.729
517,0.709
518,0.618
519,0.291
520,0.142
521,0.717
522,0.732
523,0.502
524,0.496
525,0.161
526,0.367
527,0.74
528,0.366
529,0.196
530,0.274
531,0.617
532,0.708
533,0.737
534,0.647
535,0.718
536,0.618
537,0.1
538,0.727
539,0.159
540,0.704
541,0.677
542,0.725
543,0.368
544,0.737
545,0.351
546,0.526
547,0.205
548,0.716
549,0.282
550,0.311
551,0.691
552,0.519
553,0.212
554,0.653
555,0.384
556,0.424
557,0.224
558,0.099
559,0.659
560,0.377
561,0.725
562,0.67
563,0.73
564,0.642
565,0.708
566,0.289
567,0.217
568,0.73
569,0.66
570,0.695
571,0.744
572,0.398
573,0.653
574,0.692
575,0.568
576,0.555
577,0.591
578,0.621
579,0.746
580,0.695
581,0.711
582,0.494
583,0.096
584,0.669
585,0.672
586,0.736
587,0.143
588,0.736
589,0.715
590,0.585
591,0.222
592,0.709
593,0.702
594,0.744
595,0.623
596,0.727
597,0.571
598,0.259
599,0.428
600,0.761
601,0.697
602,0.726
603,0.612
604,0.208
605,0.736
606,0.269
607,0.722
608,0.256
609,0.722
610,0.039
611,0.668
612,0.638
613,0.134
614,0.605
615,0.712
616,0.227
617,0.355
618,0.091
619,0.729
620,0.346
621,0.348
622,0.224
623,0.018
624,0.539
625,0.159
626,0.694
627,0.21
628,0.738
629,0.695
630,0.735
631,0.014
632,0.734
633,0.61
634,0.733
635,0.723
636,0.426
637,0.696
638,0.506
639,0.684
640,0.443
641,0.452
642,0.231
643,0.44
644,0.03
645,0.581
646,0.176
647,0.617
648,0.284
649,0.669
650,0.023
651,0.241
652,0.39
653,0.576
654,0.095
655,0.545
656,0.174
657,0.616
658,0.382
659,0.682
660,0.708
661,0.176
662,0.677
663,0.191
664,0.432
665,0.25
666,0.471
667,0.306
668,0.674
669,0.701
670,0.687
671,0.295
672,0.275
673,0.155
674,0.527
675,0.553
676,0.324
677,0.259
678,0.541
679,0.493
680,0.141
681,0.428
682,0.399
683,0.152
684,0.707
685,0.373
686,0.715
687,0.697
688,0.692
