,dispersion-pval
0,0.135
1,0.592
2,0.286
3,0.697
4,0.73
5,0.677
6,0.74
7,0.719
8,0.081
9,0.755
10,0.473
11,0.732
12,0.743
13,0.726
14,0.755
15,0.387
16,0.738
17,0.126
18,0.676
19,0.704
20,0.492
21,0.161
22,0.736
23,0.693
24,0.461
25,0.659
26,0.272
27,0.406
28,0.739
29,0.676
30,0.708
31,0.197
32,0.627
33,0.002
34,0.679
35,0.747
36,0.473
37,0.047
38,0.126
39,0.56
40,0.491
41,0.671
42,0.616
43,0.734
44,0.697
45,0.727
46,0.644
47,0.686
48,0.624
49,0.622
50,0.718
51,0.672
52,0.698
53,0.045
54,0.517
55,0.686
56,0.488
57,0.701
58,0.308
59,0.119
60,0.462
61,0.719
62,0.381
63,0.689
64,0.594
65,0.591
66,0.686
67,0.504
68,0.487
69,0.734
70,0.676
71,0.174
72,0.093
73,0.639
74,0.452
75,0.458
76,0.458
77,0.291
78,0.42
79,0.384
80,0.401
81,0.438
82,0.342
83,0.7045
84,0.655
85,0.565
86,0.518
87,0.281
88,0.441
89,0.741
90,0.769
91,0.717
92,0.623
93,0.634
94,0.138
95,0.115
96,0.493
97,0.576
98,0.099
99,0.608
100,0.746
101,0.53
102,0.62
103,0.575
104,0.598
105,0.175
106,0.42
107,0.591
108,0.539
109,0.732
110,0.383
111,0.391
112,0.646
113,0.263
114,0.08
115,0.505
116,0.412
117,0.229
118,0.743
119,0.346
120,0.049
121,0.605
122,0.157
123,0.743
124,0.688
125,0.576
126,0.462
127,0.371
128,0.7
129,0.668
130,0.664
131,0.265
132,0.175
133,0.557
134,0.246
135,0.604
136,0.421
137,0.708
138,0.679
139,0.742
140,0.148
141,0.646
142,0.348
143,0.654
144,0.609
145,0.761
146,0.701
147,0.376
148,0.1
149,0.496
150,0.726
151,0.456
152,0.434
153,0.642
154,0.251
155,0.719
156,0.731
157,0.68
158,0.737
159,0.139
160,0.112
161,0.651
162,0.432
163,0.214
164,0.455
165,0.579
166,0.412
167,0.233
168,0.477
169,0.672
170,0.535
171,0.481
172,0.716
173,0.487
174,0.485
175,0.264
176,0.061
177,0.192
178,0.419
179,0.508
180,0.61
181,0.739
182,0.425
183,0.439
184,0.483
185,0.676
186,0.472
187,0.714
188,0.645
189,0.412
190,0.198
191,0.029
192,0.113
193,0.7
194,0.657
195,0.231
196,0.645
197,0.653
198,0.012
199,0.393
200,0.514
201,0.325
202,0.677
203,0.727
204,0.621
205,0.487
206,0.569
207,0.767
208,0.651
209,0.645
210,0.633
211,0.341
212,0.156
213,0.692
214,0.697
215,0.751
216,0.716
217,0.492
218,0.286
219,0.305
220,0.692
221,0.636
222,0.71
223,0.605
224,0.586
225,0.433
226,0.464
227,0.727
228,0.677
229,0.354
230,0.03
231,0.531
232,0.325
233,0.367
234,0.772
235,0.702
236,0.473
237,0.735
238,0.447
239,0.742
240,0.317
241,0.046
242,0.732
243,0.503
244,0.559
245,0.237
246,0.082
247,0.102
248,0.699
249,0.43
250,0.742
251,0.649
252,0.619
253,0.6335
254,0.722
255,0.453
256,0.312
257,0.437
258,0.115
259,0.471
260,0.596
261,0.466
262,0.11
263,0.179
264,0.43
265,0.598
266,0.593
267,0.555
268,0.262
269,0.486
270,0.067
271,0.246
272,0.663
273,0.373
274,0.668
275,0.232
276,0.689
277,0.696
278,0.681
279,0.47
280,0.461
281,0.271
282,0.542
283,0.106
284,0.731
285,0.733
286,0.462
287,0.599
288,0.665
289,0.345
290,0.66
291,0.554
292,0.466
293,0.74
294,0.625
295,0.492
296,0.664
297,0.366
298,0.698
299,0.709
300,0.719
301,0.634
302,0.578
303,0.767
304,0.717
305,0.084
