,dispersion-pval
0,0.719
1,0.739
2,0.476
3,0.654
4,0.757
5,0.468
6,0.742
7,0.071
8,0.301
9,0.298
10,0.59
11,0.511
12,0.094
13,0.565
14,0.622
15,0.32
16,0.353
17,0.029
18,0.365
19,0.037
20,0.385
21,0.236
22,0.514
23,0.17
24,0.594
25,0.314
26,0.528
27,0.078
28,0.061
29,0.719
30,0.55
31,0.655
32,0.73
33,0.724
34,0.747
35,0.394
36,0.65
37,0.49
38,0.724
39,0.205
40,0.649
41,0.723
42,0.704
43,0.412
44,0.597
45,0.399
46,0.601
47,0.068
48,0.201
49,0.58
50,0.529
51,0.176
52,0.033
53,0.683
54,0.76
55,0.689
56,0.159
57,0.413
58,0.181
59,0.542
60,0.59
61,0.148
62,0.5385
63,0.249
64,0.119
65,0.327
66,0.48
67,0.691
68,0.261
69,0.406
70,0.053
71,0.505
72,0.203
73,0.499
74,0.092
75,0.384
76,0.402
77,0.631
78,0.498
79,0.029
80,0.069
81,0.723
82,0.77
83,0.525
84,0.023
85,0.653
86,0.576
87,0.74
88,0.616
89,0.223
90,0.385
91,0.165
92,0.742
93,0.673
94,0.409
95,0.09
96,0.23
97,0.746
98,0.053
99,0.745
100,0.608
101,0.545
102,0.415
103,0.613
104,0.365
105,0.37
106,0.492
107,0.172
108,0.361
109,0.609
110,0.127
111,0.358
112,0.289
113,0.581
114,0.71
115,0.325
116,0.308
117,0.493
118,0.732
119,0.657
120,0.747
121,0.437
122,0.454
123,0.757
124,0.397
125,0.711
126,0.247
127,0.425
128,0.268
129,0.52
130,0.709
131,0.399
132,0.65
133,0.255
134,0.337
135,0.717
136,0.289
137,0.453
138,0.717
139,0.21
140,0.522
141,0.596
142,0.706
143,0.127
144,0.214
145,0.663
146,0.638
147,0.253
148,0.297
149,0.716
150,0.652
151,0.696
152,0.656
153,0.693
154,0.295
155,0.732
156,0.354
157,0.672
158,0.752
159,0.621
160,0.733
161,0.556
162,0.441
163,0.531
164,0.398
165,0.541
166,0.655
167,0.77
168,0.04
169,0.559
170,0.486
171,0.644
172,0.718
173,0.431
174,0.047
175,0.698
176,0.604
177,0.361
178,0.775
179,0.426
180,0.139
181,0.727
182,0.702
183,0.65
184,0.194
185,0.727
186,0.697
187,0.215
188,0.537
189,0.676
190,0.274
191,0.443
192,0.286
193,0.671
194,0.109
195,0.657
196,0.312
197,0.326
198,0.74
199,0.146
200,0.728
201,0.403
202,0.436
203,0.722
204,0.632
205,0.584
206,0.69
207,0.667
208,0.432
209,0.601
210,0.603
211,0.175
212,0.293
213,0.368
214,0.562
215,0.56
216,0.058
217,0.692
218,0.573
219,0.152
220,0.439
221,0.558
222,0.067
223,0.4505
224,0.28
225,0.411
226,0.298
227,0.734
228,0.439
229,0.436
230,0.672
231,0.4155
232,0.743
233,0.399
234,0.673
235,0.367
236,0.174
237,0.522
238,0.697
239,0.35
240,0.63
241,0.432
242,0.643
243,0.475
244,0.045
245,0.239
246,0.225
247,0.722
248,0.729
249,0.215
250,0.724
251,0.745
252,0.533
253,0.716
254,0.607
255,0.467
256,0.557
257,0.112
258,0.605
259,0.577
260,0.634
261,0.629
262,0.136
263,0.767
264,0.715
265,0.263
266,0.417
267,0.291
268,0.223
269,0.431
270,0.588
271,0.162
272,0.333
273,0.209
274,0.03
275,0.747
276,0.218
277,0.284
278,0.42
279,0.049
280,0.29
281,0.622
282,0.152
283,0.205
284,0.299
285,0.637
286,0.727
287,0.33
288,0.647
289,0.424
290,0.495
291,0.59
292,0.086
293,0.276
294,0.719
295,0.744
296,0.708
297,0.229
298,0.745
299,0.741
300,0.269
301,0.233
302,0.308
303,0.557
304,0.564
305,0.67
306,0.664
307,0.514
308,0.661
309,0.737
310,0.729
311,0.748
312,0.21
313,0.709
314,0.388
315,0.657
316,0.743
317,0.613
318,0.747
319,0.74
320,0.451
321,0.697
322,0.569
323,0.72
324,0.368
325,0.583
326,0.272
327,0.727
328,0.483
329,0.65
330,0.173
331,0.236
332,0.737
333,0.722
334,0.723
335,0.739
336,0.534
337,0.532
338,0.495
339,0.557
340,0.462
341,0.329
342,0.37
343,0.696
344,0.46
345,0.222
346,0.239
347,0.479
348,0.217
349,0.642
350,0.705
351,0.718
352,0.423
353,0.541
354,0.68
355,0.209
356,0.628
357,0.702
358,0.204
359,0.506
360,0.472
361,0.74
362,0.574
363,0.398
364,0.719
365,0.45
366,0.317
367,0.697
368,0.728
369,0.317
370,0.738
371,0.737
372,0.708
373,0.031
374,0.757
375,0.2
376,0.625
377,0.391
378,0.323
379,0.676
380,0.442
381,0.742
382,0.745
383,0.753
384,0.72
385,0.672
386,0.365
387,0.619
388,0.305
389,0.642
390,0.177
391,0.677
392,0.724
393,0.381
394,0.497
395,0.349
396,0.534
397,0.315
398,0.754
399,0.409
400,0.19
401,0.662
402,0.519
403,0.724
404,0.58
405,0.297
406,0.54
407,0.707
408,0.316
409,0.705
410,0.359
411,0.424
412,0.632
413,0.329
414,0.407
415,0.507
416,0.567
417,0.366
418,0.671
419,0.515
420,0.734
421,0.127
422,0.585
423,0.381
424,0.308
425,0.474
426,0.291
427,0.692
428,0.679
429,0.613
430,0.292
431,0.626
432,0.685
433,0.703
434,0.575
435,0.35
436,0.73
437,0.701
438,0.633
439,0.425
440,0.644
441,0.463
442,0.696
443,0.593
444,0.427
445,0.459
446,0.77
447,0.515
448,0.671
449,0.333
450,0.253
451,0.683
452,0.74
453,0.129
454,0.396
455,0.276
456,0.064
457,0.527
458,0.573
459,0.03
460,0.578
461,0.541
462,0.303
463,0.473
464,0.561
465,0.645
466,0.59
467,0.273
468,0.323
469,0.676
470,0.147
471,0.357
472,0.292
473,0.13
474,0.627
475,0.181
476,0.225
477,0.706
478,0.557
479,0.613
480,0.713
481,0.583
482,0.614
483,0.585
484,0.744
485,0.71
486,0.651
487,0.12
488,0.725
489,0.736
490,0.769
491,0.693
492,0.664
493,0.475
494,0.575
495,0.753
496,0.642
497,0.415
498,0.732
499,0.509
500,0.731
501,0.214
502,0.735
503,0.303
504,0.213
505,0.605
506,0.657
507,0.683
508,0.749
509,0.751
510,0.729
511,0.681
512,0.729
513,0.508
514,0.728
515,0.632
516,0.614
517,0.745
518,0.77
519,0.082
520,0.664
521,0.656
522,0.342
523,0.492
524,0.154
525,0.055
526,0.403
527,0.228
528,0.246
529,0.612
530,0.124
531,0.08
532,0.626
533,0.676
534,0.284
535,0.7
536,0.361
537,0.644
538,0.125
539,0.622
540,0.716
541,0.547
542,0.736
543,0.255
544,0.444
545,0.636
546,0.557
547,0.754
548,0.519
549,0.188
550,0.61
551,0.113
552,0.611
553,0.765
554,0.726
555,0.446
556,0.702
557,0.736
558,0.494
559,0.722
560,0.64
561,0.702
562,0.119
563,0.405
564,0.693
565,0.615
566,0.62
567,0.699
568,0.491
569,0.358
570,0.547
571,0.762
572,0.565
573,0.687
574,0.285
575,0.089
576,0.511
577,0.743
578,0.56
579,0.681
580,0.459
581,0.174
582,0.709
583,0.704
584,0.743
585,0.706
586,0.761
587,0.591
588,0.599
589,0.697
590,0.73
591,0.681
592,0.581
593,0.72
594,0.719
595,0.469
596,0.216
597,0.074
598,0.728
599,0.741
600,0.7595
601,0.703
602,0.311
603,0.51
604,0.527
605,0.755
606,0.157
607,0.531
608,0.17
609,0.739
610,0.401
611,0.307
612,0.584
613,0.345
614,0.359
615,0.471
616,0.421
617,0.588
618,0.724
619,0.237
620,0.358
621,0.724
622,0.005
623,0.668
624,0.366
625,0.565
626,0.248
627,0.081
628,0.05
629,0.761
630,0.747
631,0.305
632,0.131
633,0.544
634,0.673
635,0.721
636,0.74
637,0.748
638,0.082
639,0.612
640,0.717
641,0.383
642,0.341
643,0.644
644,0.658
645,0.764
646,0.383
647,0.625
648,0.648
649,0.115
650,0.3785
651,0.624
652,0.551
653,0.62
654,0.285
655,0.75
656,0.236
657,0.768
658,0.338
659,0.158
660,0.733
661,0.053
662,0.217
663,0.409
664,0.74
665,0.697
666,0.468
667,0.354
668,0.201
669,0.716
670,0.385
671,0.202
672,0.609
673,0.112
674,0.745
675,0.546
676,0.253
677,0.633
678,0.745
679,0.684
680,0.423
681,0.518
682,0.584
683,0.341
684,0.232
685,0.708
686,0.434
687,0.506
688,0.124
689,0.719
690,0.438
691,0.33
692,0.515
693,0.307
694,0.228
695,0.699
696,0.734
697,0.701
698,0.496
699,0.708
700,0.675
701,0.68
702,0.579
703,0.397
704,0.465
705,0.667
706,0.697
707,0.276
708,0.444
709,0.699
710,0.752
711,0.674
712,0.755
713,0.176
714,0.199
715,0.348
716,0.749
717,0.515
718,0.757
719,0.404
720,0.194
721,0.599
722,0.498
723,0.694
724,0.62
725,0.726
726,0.045
727,0.684
728,0.717
729,0.479
730,0.658
731,0.598
732,0.632
733,0.657
734,0.571
735,0.529
736,0.267
737,0.691
738,0.606
739,0.627
740,0.68
741,0.691
742,0.418
743,0.157
744,0.694
745,0.491
746,0.509
747,0.342
748,0.737
749,0.665
750,0.707
751,0.707
752,0.605
753,0.585
754,0.098
755,0.611
756,0.739
757,0.608
758,0.724
759,0.687
760,0.04
761,0.525
762,0.491
763,0.744
764,0.265
765,0.283
766,0.474
767,0.152
768,0.428
769,0.686
770,0.506
771,0.221
772,0.641
773,0.079
774,0.73
775,0.701
776,0.258
777,0.728
778,0.285
779,0.555
780,0.766
781,0.593
782,0.141
783,0.645
784,0.431
785,0.616
786,0.722
787,0.729
788,0.101
789,0.692
790,0.738
791,0.608
792,0.491
793,0.722
794,0.709
795,0.501
796,0.547
797,0.296
798,0.742
799,0.748
800,0.631
801,0.592
802,0.696
803,0.445
804,0.78
805,0.678
806,0.67
807,0.733
808,0.253
809,0.381
810,0.708
811,0.483
812,0.292
813,0.533
814,0.58
815,0.454
816,0.399
