,dispersion-pval
330,0.644
331,0.416
332,0.332
333,0.262
334,0.504
335,0.074
336,0.07
337,0.154
338,0.4165
339,0.434
340,0.511
341,0.288
342,0.641
343,0.283
344,0.537
345,0.309
346,0.654
347,0.021
348,0.287
349,0.567
350,0.582
351,0.68
352,0.295
353,0.558
354,0.365
355,0.71
356,0.608
357,0.694
358,0.627
359,0.448
360,0.224
361,0.195
362,0.2
363,0.64
364,0.292
365,0.665
366,0.361
367,0.273
368,0.651
369,0.594
370,0.462
371,0.571
372,0.657
373,0.689
374,0.677
375,0.463
376,0.321
377,0.614
378,0.648
379,0.135
380,0.222
381,0.665
382,0.66
383,0.299
384,0.405
385,0.402
386,0.468
387,0.101
388,0.263
389,0.651
390,0.053
391,0.23
392,0.502
393,0.051
394,0.103
395,0.704
396,0.555
397,0.231
398,0.491
399,0.546
400,0.634
401,0.433
402,0.15
403,0.09
404,0.645
405,0.634
406,0.71
407,0.597
408,0.54
409,0.304
410,0.339
411,0.706
412,0.285
413,0.409
414,0.447
415,0.646
416,0.456
417,0.162
418,0.577
419,0.476
420,0.649
421,0.552
422,0.703
423,0.5
424,0.421
425,0.6
426,0.649
427,0.58
428,0.692
429,0.413
430,0.148
431,0.529
432,0.091
433,0.137
434,0.015
435,0.397
436,0.61
437,0.236
438,0.628
439,0.19
440,0.661
441,0.182
442,0.673
443,0.321
444,0.332
445,0.398
446,0.27
447,0.086
448,0.549
449,0.626
450,0.551
451,0.402
452,0.327
453,0.453
454,0.411
455,0.402
456,0.31
457,0.661
458,0.015
459,0.112
460,0.6765
461,0.371
462,0.179
463,0.607
464,0.068
465,0.016
466,0.556
467,0.335
468,0.545
469,0.612
470,0.68
471,0.317
472,0.636
473,0.654
474,0.639
475,0.633
476,0.251
477,0.166
478,0.635
479,0.612
480,0.648
481,0.662
482,0.604
483,0.683
484,0.138
485,0.086
486,0.64
487,0.583
488,0.398
489,0.539
490,0.644
491,0.611
492,0.408
493,0.672
494,0.424
495,0.142
496,0.425
497,0.175
498,0.097
499,0.301
500,0.67
501,0.659
502,0.628
503,0.707
504,0.571
505,0.64
506,0.632
507,0.591
508,0.237
509,0.412
510,0.646
511,0.048
512,0.168
513,0.678
514,0.28
515,0.6
516,0.466
517,0.111
518,0.633
519,0.045
520,0.709
521,0.63
522,0.671
523,0.027
524,0.712
525,0.647
526,0.2895
527,0.516
528,0.411
529,0.506
530,0.36
531,0.182
532,0.508
533,0.431
534,0.221
535,0.329
536,0.463
537,0.115
538,0.642
539,0.495
540,0.536
541,0.567
542,0.711
543,0.034
544,0.372
545,0.405
546,0.294
547,0.681
548,0.353
549,0.633
550,0.409
551,0.556
552,0.561
553,0.603
554,0.301
555,0.364
556,0.675
557,0.221
558,0.634
559,0.721
560,0.128
561,0.627
562,0.206
563,0.701
564,0.514
565,0.675
566,0.675
567,0.538
568,0.567
569,0.452
570,0.454
571,0.56
572,0.584
573,0.53
574,0.436
575,0.022
576,0.382
577,0.053
578,0.462
579,0.249
580,0.446
581,0.073
582,0.097
583,0.656
584,0.543
585,0.57
586,0.514
587,0.674
588,0.681
589,0.209
590,0.648
591,0.616
592,0.694
593,0.414
594,0.692
595,0.332
596,0.577
597,0.575
598,0.04
599,0.402
600,0.09
601,0.023
602,0.14
603,0.37
604,0.663
605,0.108
606,0.19
607,0.701
608,0.106
609,0.684
610,0.33
611,0.687
612,0.074
613,0.02
614,0.114
615,0.636
616,0.25
617,0.026
618,0.585
619,0.609
620,0.67
621,0.097
622,0.253
623,0.36
624,0.586
625,0.251
626,0.672
627,0.272
628,0.169
629,0.087
630,0.672
631,0.515
632,0.5645
633,0.667
634,0.677
635,0.253
636,0.51
637,0.099
638,0.555
639,0.591
640,0.098
641,0.581
642,0.699
643,0.635
644,0.528
645,0.4
646,0.557
647,0.612
648,0.369
649,0.726
650,0.465
651,0.539
652,0.557
653,0.668
654,0.058
655,0.6
656,0.442
657,0.589
658,0.698
659,0.586
660,0.299
661,0.634
662,0.518
663,0.368
664,0.056
665,0.462
666,0.199
667,0.591
668,0.71
669,0.572
670,0.21
671,0.232
672,0.686
673,0.417
674,0.096
675,0.072
676,0.676
677,0.638
678,0.617
679,0.67
680,0.075
681,0.109
682,0.685
683,0.657
684,0.656
685,0.662
686,0.217
687,0.668
688,0.065
689,0.035
690,0.415
691,0.519
692,0.345
693,0.016
694,0.418
695,0.531
696,0.301
697,0.665
698,0.626
699,0.661
700,0.664
701,0.318
702,0.44
703,0.024
704,0.032
705,0.322
706,0.052
707,0.465
708,0.6
709,0.092
710,0.028
711,0.037
712,0.141
713,0.479
714,0.636
715,0.405
716,0.591
717,0.46
718,0.679
719,0.282
720,0.648
721,0.332
722,0.121
723,0.599
724,0.16
725,0.46
726,0.537
727,0.326
728,0.436
729,0.523
730,0.223
731,0.497
732,0.608
733,0.244
734,0.307
735,0.672
736,0.376
737,0.534
738,0.602
739,0.37
740,0.319
741,0.633
742,0.63
743,0.361
744,0.166
745,0.691
746,0.441
747,0.603
748,0.014
749,0.614
750,0.263
751,0.268
752,0.095
753,0.671
754,0.325
755,0.616
756,0.237
757,0.458
758,0.078
759,0.685
760,0.232
761,0.348
762,0.21
763,0.665
764,0.13
765,0.089
766,0.261
767,0.512
768,0.1
769,0.654
770,0.673
771,0.134
772,0.5
773,0.678
774,0.438
775,0.146
776,0.171
777,0.455
778,0.606
779,0.298
780,0.517
781,0.575
782,0.21
783,0.609
784,0.436
785,0.517
786,0.343
787,0.531
788,0.677
789,0.253
790,0.446
791,0.252
792,0.351
793,0.299
794,0.645
795,0.595
796,0.267
797,0.518
798,0.68
799,0.483
800,0.46
801,0.278
802,0.624
803,0.192
804,0.591
805,0.075
806,0.24
807,0.548
808,0.537
809,0.101
810,0.713
811,0.317
812,0.074
813,0.109
814,0.058
815,0.641
816,0.076
817,0.584
818,0.543
819,0.541
820,0.025
821,0.202
822,0.071
823,0.638
824,0.667
825,0.159
826,0.288
827,0.391
828,0.504
829,0.274
830,0.3055
831,0.09
832,0.618
833,0.138
834,0.595
835,0.196
836,0.447
837,0.096
838,0.547
839,0.384
840,0.663
841,0.095
842,0.543
843,0.151
844,0.649
845,0.487
846,0.677
847,0.183
848,0.556
849,0.422
850,0.628
851,0.336
852,0.319
853,0.658
854,0.339
855,0.605
856,0.246
857,0.121
858,0.136
859,0.517
860,0.529
861,0.545
862,0.218
863,0.019
864,0.185
865,0.427
866,0.529
867,0.041
868,0.62
869,0.551
870,0.377
871,0.625
872,0.503
873,0.608
874,0.173
875,0.625
876,0.633
877,0.174
878,0.4865
879,0.184
880,0.611
881,0.567
882,0.584
883,0.669
884,0.206
885,0.426
886,0.565
887,0.43
888,0.013
889,0.685
890,0.623
891,0.664
892,0.635
893,0.034
894,0.666
895,0.653
896,0.491
897,0.141
898,0.321
899,0.691
900,0.583
901,0.048
902,0.236
903,0.37
904,0.426
905,0.632
906,0.228
907,0.681
908,0.279
909,0.679
910,0.67
911,0.212
912,0.635
913,0.68
914,0.595
915,0.143
916,0.579
917,0.335
918,0.536
919,0.427
920,0.396
921,0.507
922,0.341
923,0.575
924,0.227
925,0.336
926,0.705
927,0.571
928,0.071
929,0.601
930,0.624
931,0.662
932,0.647
933,0.623
934,0.664
935,0.684
936,0.523
937,0.576
938,0.192
939,0.194
940,0.649
941,0.451
942,0.124
943,0.011
944,0.232
945,0.258
946,0.409
947,0.591
948,0.311
949,0.508
950,0.566
951,0.53
952,0.424
953,0.052
954,0.708
955,0.699
956,0.368
957,0.303
958,0.627
959,0.114
960,0.159
961,0.37
962,0.461
963,0.296
964,0.431
965,0.668
966,0.329
967,0.522
968,0.327
969,0.269
970,0.267
971,0.284
972,0.297
973,0.383
974,0.468
975,0.005
976,0.659
977,0.544
978,0.651
979,0.596
980,0.472
981,0.327
982,0.236
983,0.648
984,0.628
985,0.544
986,0.134
987,0.506
988,0.134
989,0.696
990,0.517
991,0.6
992,0.034
993,0.58
994,0.629
995,0.618
996,0.082
997,0.59
998,0.51
999,0.57
