,dispersion-pval
0,0.005
1,0.001
2,0.004
3,0.001
4,0.008
5,0.004
6,0.002
7,0.001
8,0.001
9,0.001
10,0.001
11,0.002
12,0.001
13,0.008
14,0.006
15,0.007
16,0.001
17,0.001
18,0.001
19,0.001
20,0.001
21,0.002
22,0.001
23,0.001
24,0.001
25,0.001
26,0.004
27,0.001
28,0.001
29,0.001
30,0.109
31,0.002
32,0.001
33,0.001
34,0.002
35,0.056
36,0.001
37,0.002
38,0.001
39,0.001
40,0.019
41,0.001
42,0.001
43,0.001
44,0.001
45,0.001
46,0.001
47,0.001
48,0.001
49,0.003
50,0.001
51,0.005
52,0.003
53,0.006
54,0.001
55,0.001
56,0.001
57,0.009
58,0.001
59,0.001
60,0.001
61,0.001
62,0.018
63,0.001
64,0.001
65,0.001
66,0.001
67,0.001
68,0.002
69,0.001
70,0.001
71,0.001
72,0.001
73,0.001
74,0.003
75,0.001
76,0.002
77,0.001
78,0.001
79,0.001
80,0.001
81,0.001
82,0.001
83,0.004
84,0.001
85,0.001
86,0.001
87,0.001
88,0.001
89,0.001
90,0.001
91,0.001
92,0.001
93,0.001
94,0.001
95,0.001
96,0.033
97,0.003
98,0.001
99,0.002
100,0.001
101,0.001
102,0.014
103,0.001
104,0.001
105,0.001
106,0.003
107,0.001
108,0.001
109,0.004
110,0.035
111,0.037
112,0.004
113,0.001
114,0.001
115,0.001
116,0.001
117,0.002
118,0.057
119,0.001
120,0.03
121,0.001
122,0.045
123,0.001
124,0.027
125,0.001
126,0.003
127,0.002
128,0.001
129,0.001
130,0.002
131,0.001
132,0.005
133,0.001
134,0.001
135,0.001
136,0.001
137,0.001
138,0.003
139,0.001
140,0.001
141,0.001
142,0.001
143,0.001
144,0.001
145,0.008
146,0.001
147,0.001
148,0.001
149,0.001
150,0.001
151,0.008
152,0.003
153,0.001
154,0.003
155,0.001
156,0.001
157,0.013
158,0.001
159,0.001
160,0.001
161,0.001
162,0.001
163,0.055
164,0.001
165,0.001
166,0.001
167,0.001
168,0.001
169,0.03
170,0.001
171,0.001
172,0.002
173,0.118
174,0.001
175,0.045
176,0.001
177,0.001
178,0.001
179,0.003
180,0.001
181,0.013
182,0.004
183,0.001
184,0.001
185,0.004
186,0.001
187,0.001
188,0.002
189,0.001
190,0.001
191,0.002
192,0.001
193,0.001
194,0.001
195,0.001
196,0.001
197,0.001
198,0.001
199,0.001
200,0.001
201,0.001
202,0.001
203,0.001
204,0.001
205,0.001
206,0.009
207,0.001
208,0.003
209,0.001
210,0.001
211,0.001
212,0.001
213,0.009
214,0.001
215,0.001
216,0.001
217,0.001
218,0.001
219,0.001
220,0.001
221,0.005
222,0.001
223,0.004
224,0.002
225,0.001
226,0.001
227,0.006
228,0.001
229,0.005
230,0.002
231,0.001
232,0.001
233,0.008
234,0.001
235,0.014
236,0.001
237,0.001
238,0.001
239,0.001
240,0.001
241,0.001
242,0.001
243,0.013
244,0.001
245,0.001
246,0.018
247,0.001
248,0.001
249,0.001
250,0.001
251,0.001
252,0.038
253,0.007
254,0.001
255,0.004
256,0.003
257,0.001
258,0.001
259,0.002
260,0.002
261,0.004
262,0.001
263,0.013
264,0.004
265,0.001
266,0.001
267,0.001
268,0.001
269,0.001
270,0.001
271,0.001
272,0.001
273,0.001
274,0.001
275,0.001
276,0.001
277,0.001
278,0.042
279,0.002
280,0.001
281,0.001
282,0.004
283,0.001
284,0.001
285,0.001
286,0.003
287,0.001
288,0.001
289,0.001
290,0.001
291,0.001
292,0.002
293,0.002
294,0.001
295,0.001
296,0.001
297,0.003
298,0.001
299,0.001
300,0.002
301,0.003
302,0.002
303,0.003
304,0.001
305,0.001
306,0.001
307,0.001
308,0.001
309,0.001
310,0.001
311,0.001
312,0.001
313,0.001
314,0.001
315,0.018
316,0.017
317,0.002
318,0.063
319,0.001
320,0.207
321,0.001
322,0.001
323,0.001
324,0.001
325,0.001
326,0.001
327,0.001
328,0.001
329,0.001
330,0.001
331,0.001
332,0.098
333,0.038
334,0.006
335,0.001
336,0.001
337,0.002
338,0.001
339,0.007
340,0.005
341,0.002
342,0.001
343,0.001
344,0.002
345,0.002
346,0.001
347,0.011
348,0.002
349,0.001
350,0.001
351,0.001
352,0.002
353,0.002
354,0.02
355,0.001
356,0.001
357,0.021
358,0.001
359,0.012
360,0.002
361,0.001
362,0.005
363,0.007
364,0.001
365,0.001
366,0.001
367,0.002
368,0.001
369,0.089
370,0.02
371,0.001
372,0.002
373,0.001
374,0.025
375,0.001
376,0.001
377,0.019
378,0.001
379,0.001
380,0.001
381,0.01
382,0.004
383,0.001
384,0.001
385,0.093
386,0.001
387,0.001
388,0.001
389,0.001
390,0.001
391,0.001
392,0.013
393,0.001
394,0.001
395,0.002
396,0.043
397,0.002
398,0.002
399,0.012
400,0.001
401,0.001
402,0.001
403,0.001
404,0.001
405,0.001
406,0.001
407,0.001
408,0.024
409,0.001
410,0.002
411,0.002
412,0.01
413,0.003
414,0.001
415,0.001
416,0.001
417,0.022
418,0.001
419,0.002
420,0.022
421,0.001
422,0.002
423,0.001
424,0.001
425,0.002
426,0.001
427,0.001
428,0.001
429,0.001
430,0.004
431,0.002
432,0.001
433,0.001
434,0.001
435,0.002
436,0.001
437,0.001
438,0.144
439,0.001
440,0.004
441,0.001
442,0.008
443,0.086
444,0.006
445,0.001
446,0.003
447,0.003
448,0.001
449,0.001
450,0.002
451,0.001
452,0.002
453,0.001
454,0.002
455,0.025
456,0.001
457,0.019
458,0.001
459,0.004
460,0.001
461,0.001
462,0.003
463,0.001
464,0.002
465,0.008
466,0.005
467,0.002
468,0.012
469,0.001
470,0.001
471,0.003
472,0.002
473,0.001
474,0.01
475,0.018
476,0.001
477,0.001
478,0.001
479,0.003
480,0.001
481,0.001
482,0.001
483,0.001
484,0.015
485,0.001
486,0.001
487,0.004
488,0.001
489,0.002
490,0.001
491,0.001
492,0.004
493,0.001
494,0.001
495,0.001
496,0.001
497,0.002
498,0.004
499,0.005
500,0.004
501,0.001
502,0.001
503,0.001
504,0.001
505,0.004
506,0.001
507,0.001
508,0.001
509,0.018
510,0.002
511,0.001
512,0.002
513,0.001
514,0.001
515,0.001
516,0.001
517,0.002
518,0.003
519,0.015
520,0.001
521,0.003
522,0.021
523,0.001
524,0.001
525,0.001
526,0.001
527,0.001
528,0.001
529,0.001
530,0.001
531,0.001
532,0.001
533,0.004
534,0.003
535,0.002
536,0.001
537,0.001
538,0.002
539,0.001
540,0.001
541,0.002
542,0.001
543,0.001
544,0.001
545,0.003
546,0.118
547,0.001
548,0.001
549,0.001
550,0.001
551,0.001
552,0.001
553,0.001
554,0.003
555,0.004
556,0.001
557,0.001
558,0.009
559,0.002
560,0.003
561,0.001
562,0.005
563,0.001
564,0.001
565,0.001
566,0.002
567,0.011
568,0.001
569,0.003
570,0.001
571,0.001
572,0.002
573,0.005
574,0.002
575,0.001
576,0.002
577,0.001
578,0.001
579,0.001
580,0.001
581,0.001
582,0.001
583,0.009
584,0.009
585,0.001
586,0.013
587,0.001
588,0.001
589,0.005
590,0.001
591,0.001
592,0.002
593,0.001
594,0.001
595,0.005
596,0.001
597,0.001
598,0.207
599,0.001
600,0.001
601,0.001
602,0.001
603,0.001
604,0.001
605,0.001
606,0.002
607,0.005
608,0.001
609,0.001
610,0.002
611,0.001
612,0.001
613,0.001
614,0.001
615,0.048
616,0.002
617,0.001
618,0.001
619,0.006
620,0.009
621,0.001
622,0.048
623,0.001
624,0.001
625,0.001
626,0.002
627,0.001
628,0.034
629,0.011
630,0.002
631,0.055
632,0.001
633,0.001
634,0.011
635,0.001
636,0.001
637,0.002
638,0.001
639,0.008
640,0.001
641,0.007
642,0.004
643,0.001
644,0.003
645,0.001
646,0.001
647,0.001
648,0.001
649,0.001
650,0.001
651,0.001
652,0.001
653,0.001
654,0.001
655,0.026
656,0.001
657,0.001
658,0.001
659,0.001
660,0.001
661,0.001
662,0.001
663,0.001
664,0.001
665,0.001
666,0.019
667,0.001
668,0.001
669,0.001
670,0.003
671,0.072
672,0.001
673,0.001
674,0.001
675,0.001
676,0.001
677,0.003
678,0.003
679,0.001
680,0.004
681,0.001
682,0.004
683,0.001
684,0.012
685,0.001
686,0.045
687,0.001
688,0.01
689,0.002
690,0.001
691,0.001
692,0.001
693,0.004
694,0.001
695,0.001
696,0.001
697,0.001
698,0.001
699,0.001
700,0.001
701,0.186
702,0.001
703,0.001
704,0.001
705,0.001
706,0.001
707,0.001
708,0.001
709,0.001
710,0.001
711,0.005
712,0.015
713,0.001
714,0.001
715,0.001
716,0.001
717,0.001
718,0.001
719,0.001
720,0.001
721,0.001
722,0.001
723,0.002
724,0.001
725,0.001
726,0.001
727,0.002
728,0.007
729,0.001
730,0.001
731,0.002
732,0.001
733,0.001
734,0.001
735,0.001
736,0.001
737,0.001
738,0.001
739,0.001
740,0.006
741,0.001
742,0.025
743,0.005
744,0.001
745,0.001
746,0.001
747,0.002
748,0.001
749,0.001
750,0.001
751,0.001
752,0.001
753,0.001
754,0.002
755,0.017
756,0.001
757,0.001
758,0.001
759,0.001
760,0.004
761,0.001
762,0.001
763,0.003
764,0.001
765,0.021
766,0.001
767,0.001
768,0.001
769,0.001
770,0.008
771,0.001
772,0.002
773,0.001
774,0.001
775,0.001
776,0.001
777,0.001
778,0.002
779,0.004
780,0.002
781,0.001
782,0.003
783,0.001
784,0.001
785,0.003
786,0.001
787,0.001
788,0.001
789,0.001
790,0.002
791,0.001
792,0.001
793,0.001
794,0.039
795,0.001
796,0.002
797,0.001
798,0.007
799,0.001
800,0.001
801,0.002
802,0.011
803,0.007
804,0.001
805,0.001
806,0.001
807,0.001
808,0.001
809,0.002
810,0.006
811,0.001
812,0.001
813,0.014
814,0.09
815,0.002
816,0.001
817,0.001
818,0.001
819,0.001
820,0.003
821,0.001
822,0.002
823,0.001
824,0.008
825,0.001
826,0.001
827,0.001
828,0.002
829,0.001
830,0.003
831,0.007
832,0.001
833,0.003
834,0.011
835,0.001
836,0.001
837,0.012
838,0.001
839,0.001
840,0.001
841,0.001
842,0.001
843,0.002
844,0.002
845,0.001
846,0.001
847,0.003
848,0.001
849,0.003
850,0.001
851,0.001
852,0.001
853,0.001
854,0.001
855,0.001
856,0.015
857,0.001
858,0.001
859,0.002
860,0.003
861,0.001
862,0.001
863,0.002
864,0.001
865,0.001
866,0.002
867,0.001
868,0.001
869,0.001
870,0.001
871,0.001
872,0.002
873,0.002
874,0.001
875,0.001
876,0.001
877,0.005
878,0.001
879,0.001
880,0.001
881,0.001
882,0.004
883,0.011
884,0.001
885,0.001
886,0.001
887,0.001
888,0.001
889,0.001
890,0.003
891,0.001
892,0.008
893,0.007
894,0.003
895,0.001
896,0.102
897,0.001
898,0.001
899,0.001
900,0.001
901,0.001
902,0.001
903,0.043
904,0.001
905,0.001
906,0.001
907,0.001
908,0.001
909,0.002
910,0.001
911,0.002
912,0.003
913,0.008
914,0.001
915,0.001
916,0.001
917,0.002
918,0.001
919,0.001
920,0.001
921,0.002
922,0.001
923,0.001
924,0.001
925,0.002
926,0.006
927,0.001
928,0.002
929,0.002
930,0.001
931,0.001
932,0.002
933,0.008
934,0.001
935,0.001
936,0.001
937,0.005
938,0.001
939,0.001
940,0.003
941,0.002
942,0.001
943,0.002
944,0.001
945,0.001
946,0.003
947,0.001
948,0.004
949,0.001
950,0.001
951,0.001
952,0.001
953,0.001
954,0.001
955,0.099
956,0.005
957,0.001
958,0.001
959,0.001
960,0.001
961,0.001
962,0.001
963,0.001
964,0.008
965,0.001
966,0.002
967,0.002
968,0.001
969,0.001
970,0.001
971,0.001
972,0.001
973,0.001
974,0.001
975,0.003
976,0.001
977,0.001
978,0.001
979,0.024
980,0.001
981,0.001
982,0.002
983,0.01
984,0.007
985,0.001
986,0.002
987,0.007
988,0.001
989,0.001
990,0.001
991,0.001
992,0.001
993,0.001
994,0.006
995,0.001
996,0.004
997,0.001
998,0.001
999,0.001
