,dispersion-pval
0,0.001
1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.002
8,0.002
9,0.001
10,0.002
11,0.001
12,0.001
13,0.001
14,0.001
15,0.006
16,0.001
17,0.007
18,0.001
19,0.001
20,0.001
21,0.001
22,0.006
23,0.001
24,0.002
25,0.001
26,0.001
27,0.003
28,0.002
29,0.002
30,0.001
31,0.001
32,0.001
33,0.002
34,0.002
35,0.002
36,0.003
37,0.001
38,0.016
39,0.001
40,0.001
41,0.001
42,0.001
43,0.006
44,0.009
45,0.002
46,0.001
47,0.004
48,0.001
49,0.005
50,0.001
51,0.001
52,0.002
53,0.005
54,0.001
55,0.008
56,0.002
57,0.011
58,0.003
59,0.001
60,0.001
61,0.001
62,0.001
63,0.031
64,0.001
65,0.001
66,0.001
67,0.005
68,0.001
69,0.001
70,0.003
71,0.006
72,0.001
73,0.001
74,0.001
75,0.002
76,0.001
77,0.009
78,0.012
79,0.001
80,0.001
81,0.004
82,0.001
83,0.001
84,0.001
85,0.002
86,0.005
87,0.001
88,0.004
89,0.001
90,0.001
91,0.021
92,0.001
93,0.002
94,0.001
95,0.011
96,0.001
97,0.001
98,0.043
99,0.003
100,0.006
101,0.001
102,0.001
103,0.002
104,0.001
105,0.002
106,0.006
107,0.004
108,0.002
109,0.01
110,0.001
111,0.002
112,0.001
113,0.004
114,0.003
115,0.005
116,0.001
117,0.001
118,0.007
119,0.002
120,0.003
121,0.001
122,0.001
123,0.001
124,0.002
125,0.002
126,0.001
127,0.001
128,0.001
129,0.001
130,0.001
131,0.004
132,0.001
133,0.002
134,0.001
135,0.001
136,0.001
137,0.002
138,0.002
139,0.001
140,0.001
141,0.014
142,0.006
143,0.001
144,0.01
145,0.003
146,0.001
147,0.001
148,0.001
149,0.001
150,0.002
151,0.005
152,0.022
153,0.001
154,0.001
155,0.009
156,0.001
157,0.029
158,0.001
159,0.001
160,0.002
161,0.013
162,0.005
163,0.002
164,0.077
165,0.001
166,0.001
167,0.001
168,0.001
169,0.002
170,0.012
171,0.002
172,0.001
173,0.006
174,0.001
175,0.029
176,0.001
177,0.006
178,0.004
179,0.001
180,0.005
181,0.003
182,0.001
183,0.001
184,0.007
185,0.001
186,0.002
187,0.003
188,0.007
189,0.003
190,0.004
191,0.002
192,0.001
193,0.001
194,0.027
195,0.001
196,0.011
197,0.004
198,0.001
199,0.001
200,0.001
201,0.001
202,0.008
203,0.003
204,0.02
205,0.001
206,0.001
207,0.001
208,0.001
209,0.007
210,0.001
211,0.006
212,0.006
213,0.002
214,0.001
215,0.001
216,0.008
217,0.002
218,0.002
219,0.001
220,0.012
221,0.001
222,0.007
223,0.006
224,0.001
225,0.002
226,0.001
227,0.001
228,0.001
229,0.004
230,0.034
231,0.001
232,0.019
233,0.001
234,0.002
235,0.001
236,0.006
237,0.001
238,0.004
239,0.001
240,0.023
241,0.001
242,0.071
243,0.002
244,0.004
245,0.001
246,0.046
247,0.002
248,0.003
249,0.003
250,0.001
251,0.005
252,0.003
253,0.001
254,0.009
255,0.001
256,0.003
257,0.002
258,0.001
259,0.002
260,0.005
261,0.008
262,0.001
263,0.001
264,0.002
265,0.001
266,0.003
267,0.009
268,0.001
269,0.001
270,0.001
271,0.001
272,0.001
273,0.001
274,0.001
275,0.001
276,0.001
277,0.001
278,0.011
279,0.002
280,0.022
281,0.001
282,0.001
283,0.003
284,0.002
285,0.001
286,0.001
287,0.001
288,0.001
289,0.002
290,0.001
291,0.011
292,0.001
293,0.001
294,0.001
295,0.001
296,0.002
297,0.001
298,0.001
299,0.001
300,0.002
301,0.002
302,0.005
303,0.003
304,0.071
305,0.003
306,0.045
307,0.001
308,0.001
309,0.001
310,0.001
311,0.026
312,0.005
313,0.001
314,0.001
315,0.001
316,0.002
317,0.001
318,0.001
319,0.001
320,0.002
321,0.002
322,0.003
323,0.001
324,0.001
325,0.004
326,0.001
327,0.001
328,0.004
329,0.001
330,0.001
331,0.001
332,0.005
333,0.001
334,0.003
335,0.006
336,0.004
337,0.002
338,0.01
339,0.001
340,0.001
341,0.001
342,0.001
343,0.001
344,0.018
345,0.002
346,0.017
347,0.001
348,0.003
349,0.005
350,0.003
351,0.001
352,0.001
353,0.002
