,dispersion-pval
0,0.669
1,0.69
2,0.492
3,0.659
4,0.224
5,0.206
6,0.108
7,0.272
8,0.222
9,0.586
10,0.556
11,0.453
12,0.237
13,0.152
14,0.475
15,0.022
16,0.104
17,0.11
18,0.474
19,0.634
20,0.137
21,0.667
22,0.677
23,0.604
24,0.247
25,0.472
26,0.236
27,0.135
28,0.006
29,0.2
30,0.015
31,0.303
32,0.436
33,0.669
34,0.014
35,0.086
36,0.731
37,0.553
38,0.071
39,0.695
40,0.39
41,0.355
42,0.008
43,0.018
44,0.101
45,0.284
46,0.712
47,0.012
48,0.328
49,0.394
50,0.113
51,0.237
52,0.318
53,0.245
54,0.659
55,0.006
56,0.101
57,0.008
58,0.05
59,0.623
60,0.209
61,0.709
62,0.328
63,0.416
64,0.023
65,0.161
66,0.491
67,0.466
68,0.068
69,0.297
70,0.008
71,0.057
72,0.736
73,0.382
74,0.356
75,0.321
76,0.56
77,0.277
78,0.508
79,0.652
80,0.071
81,0.363
82,0.365
83,0.603
84,0.112
85,0.215
86,0.069
87,0.052
88,0.488
89,0.279
90,0.184
91,0.314
92,0.217
93,0.141
94,0.016
95,0.229
96,0.6935
97,0.28
98,0.55
99,0.127
100,0.01
101,0.728
102,0.664
103,0.406
104,0.356
105,0.312
106,0.08
107,0.015
108,0.196
109,0.358
110,0.167
111,0.704
112,0.306
113,0.099
114,0.42
115,0.01
116,0.116
117,0.207
118,0.669
119,0.598
120,0.703
121,0.692
122,0.174
123,0.424
124,0.023
125,0.123
126,0.469
127,0.677
128,0.236
129,0.149
130,0.466
131,0.222
132,0.116
133,0.605
134,0.182
135,0.027
136,0.113
137,0.455
138,0.631
139,0.154
140,0.079
141,0.633
142,0.488
143,0.215
144,0.692
145,0.001
146,0.517
147,0.697
148,0.021
149,0.479
150,0.585
151,0.041
152,0.076
153,0.053
154,0.02
155,0.578
156,0.494
157,0.394
158,0.628
159,0.507
160,0.053
161,0.116
162,0.467
163,0.001
164,0.385
165,0.066
166,0.49
167,0.525
168,0.381
169,0.464
170,0.627
171,0.446
172,0.481
173,0.076
174,0.001
175,0.495
176,0.219
177,0.353
178,0.216
179,0.435
180,0.07
181,0.102
182,0.281
183,0.037
184,0.62
185,0.73
186,0.222
187,0.436
188,0.253
189,0.725
190,0.382
191,0.647
192,0.129
193,0.056
194,0.012
195,0.645
196,0.083
197,0.272
198,0.001
199,0.064
200,0.395
201,0.688
202,0.038
203,0.074
204,0.291
205,0.489
206,0.276
207,0.006
208,0.055
209,0.414
210,0.665
211,0.236
212,0.014
213,0.168
214,0.482
215,0.551
216,0.46
217,0.086
218,0.18
219,0.073
220,0.332
221,0.251
222,0.433
223,0.489
224,0.479
225,0.099
226,0.252
227,0.539
228,0.664
229,0.06
230,0.195
231,0.454
232,0.702
233,0.097
234,0.49
235,0.123
236,0.113
237,0.195
238,0.451
239,0.277
240,0.265
241,0.72
242,0.113
243,0.339
244,0.209
245,0.005
246,0.102
247,0.146
248,0.24
249,0.275
250,0.66
251,0.698
252,0.625
253,0.087
254,0.334
255,0.031
256,0.676
257,0.159
258,0.019
259,0.081
260,0.115
261,0.194
262,0.232
263,0.188
264,0.025
265,0.707
266,0.285
267,0.02
268,0.073
269,0.095
270,0.709
271,0.019
272,0.676
273,0.049
274,0.159
275,0.717
276,0.246
277,0.387
278,0.623
279,0.627
280,0.023
281,0.192
282,0.333
283,0.71
284,0.264
285,0.115
286,0.464
287,0.687
288,0.642
289,0.607
290,0.513
291,0.668
292,0.565
293,0.546
294,0.468
295,0.133
296,0.045
297,0.011
298,0.665
299,0.717
300,0.318
301,0.6
302,0.017
303,0.265
304,0.391
305,0.066
306,0.216
307,0.661
308,0.504
309,0.529
310,0.663
311,0.693
312,0.116
313,0.238
314,0.232
315,0.736
316,0.045
317,0.118
318,0.034
319,0.295
320,0.693
321,0.446
322,0.497
323,0.002
324,0.589
325,0.531
326,0.604
327,0.559
328,0.128
329,0.277
330,0.062
331,0.495
332,0.632
333,0.386
334,0.67
335,0.188
336,0.071
337,0.212
338,0.215
339,0.335
340,0.604
341,0.619
342,0.693
343,0.002
344,0.708
345,0.666
346,0.579
347,0.067
348,0.031
349,0.432
350,0.668
351,0.01
352,0.026
353,0.387
354,0.341
355,0.721
356,0.117
357,0.704
358,0.505
359,0.513
360,0.347
361,0.409
362,0.692
363,0.428
364,0.052
365,0.014
366,0.715
367,0.226
368,0.185
369,0.079
370,0.009
371,0.611
372,0.002
