,dispersion-pval
0,0.024
1,0.062
2,0.001
3,0.004
4,0.003
5,0.083
6,0.001
7,0.16
8,0.062
9,0.034
10,0.001
11,0.001
12,0.112
13,0.052
14,0.001
15,0.007
16,0.107
17,0.318
18,0.003
19,0.011
20,0.021
21,0.032
22,0.005
23,0.136
24,0.063
25,0.001
26,0.093
27,0.005
28,0.034
29,0.002
30,0.426
31,0.028
32,0.004
33,0.634
34,0.004
35,0.388
36,0.007
37,0.08
38,0.002
39,0.06
40,0.005
41,0.033
42,0.082
43,0.216
44,0.001
45,0.025
46,0.008
47,0.014
48,0.153
49,0.102
50,0.708
51,0.055
52,0.042
53,0.012
54,0.001
55,0.023
56,0.015
57,0.241
58,0.007
59,0.001
60,0.002
61,0.75
62,0.601
63,0.038
64,0.249
65,0.104
66,0.043
67,0.025
68,0.003
69,0.099
70,0.08
71,0.077
72,0.725
73,0.016
74,0.738
75,0.203
76,0.178
77,0.066
78,0.001
79,0.201
80,0.072
81,0.02
82,0.034
83,0.022
84,0.039
85,0.137
86,0.03
87,0.089
88,0.294
89,0.1
90,0.077
91,0.115
92,0.007
93,0.003
94,0.217
95,0.032
96,0.003
97,0.04
98,0.018
99,0.004
100,0.03
101,0.08
102,0.003
103,0.284
104,0.001
105,0.001
106,0.171
107,0.182
108,0.258
109,0.005
110,0.001
111,0.085
112,0.646
113,0.729
114,0.328
115,0.336
116,0.193
117,0.004
118,0.052
119,0.008
120,0.013
121,0.026
122,0.081
123,0.001
124,0.512
125,0.016
126,0.07
127,0.001
128,0.205
129,0.014
130,0.021
131,0.001
132,0.056
133,0.076
134,0.092
135,0.116
136,0.003
137,0.316
138,0.012
139,0.139
140,0.41
141,0.01
142,0.054
143,0.003
144,0.004
145,0.021
146,0.031
147,0.015
148,0.033
149,0.002
150,0.758
151,0.032
152,0.006
153,0.011
154,0.023
155,0.008
156,0.627
157,0.066
158,0.085
159,0.314
160,0.005
161,0.173
162,0.014
163,0.021
164,0.085
165,0.144
166,0.002
167,0.005
168,0.106
169,0.065
170,0.029
171,0.006
172,0.005
173,0.125
174,0.017
175,0.195
176,0.232
177,0.016
178,0.011
179,0.014
180,0.01
181,0.042
182,0.005
183,0.025
184,0.232
185,0.227
186,0.022
187,0.177
188,0.074
189,0.18
190,0.435
191,0.018
192,0.039
193,0.255
194,0.163
195,0.223
196,0.024
197,0.011
198,0.003
199,0.404
200,0.001
201,0.079
202,0.161
203,0.109
204,0.076
205,0.009
206,0.024
207,0.008
208,0.124
209,0.005
210,0.12
211,0.01
212,0.155
213,0.264
214,0.009
215,0.025
216,0.025
217,0.309
218,0.003
219,0.046
220,0.255
221,0.024
222,0.003
223,0.149
224,0.124
225,0.542
226,0.066
227,0.165
228,0.29
229,0.41
230,0.063
231,0.043
232,0.06
233,0.092
234,0.725
235,0.012
236,0.194
237,0.225
238,0.75
239,0.056
240,0.017
241,0.056
242,0.002
243,0.088
244,0.078
245,0.029
246,0.257
247,0.019
248,0.024
249,0.02
250,0.032
251,0.007
252,0.489
253,0.169
254,0.424
255,0.015
256,0.115
257,0.28
258,0.012
259,0.442
260,0.013
261,0.013
262,0.006
263,0.077
264,0.09
265,0.088
266,0.087
267,0.003
268,0.009
269,0.299
270,0.003
271,0.119
272,0.094
273,0.003
274,0.113
275,0.001
276,0.002
277,0.006
278,0.203
279,0.078
280,0.081
281,0.27
282,0.022
283,0.043
284,0.054
285,0.078
286,0.007
287,0.136
288,0.004
289,0.001
290,0.064
291,0.034
292,0.154
293,0.154
294,0.094
295,0.041
296,0.585
297,0.019
298,0.005
299,0.002
300,0.038
301,0.004
302,0.049
303,0.058
304,0.021
305,0.112
306,0.105
307,0.263
308,0.05
309,0.028
310,0.041
311,0.002
312,0.214
313,0.095
314,0.033
315,0.04
316,0.671
317,0.116
318,0.008
319,0.052
320,0.181
321,0.101
322,0.048
323,0.574
324,0.005
325,0.005
326,0.002
327,0.011
328,0.006
329,0.071
330,0.002
331,0.088
332,0.005
333,0.136
334,0.187
335,0.007
336,0.031
337,0.003
338,0.003
339,0.029
340,0.1045
341,0.006
342,0.2435
343,0.003
344,0.071
345,0.133
346,0.091
347,0.024
348,0.001
349,0.081
350,0.182
351,0.001
352,0.017
353,0.637
354,0.083
355,0.075
356,0.003
357,0.002
358,0.003
359,0.002
360,0.091
361,0.042
362,0.009
363,0.018
364,0.001
365,0.098
366,0.107
367,0.018
368,0.026
369,0.107
370,0.031
371,0.339
372,0.012
373,0.228
374,0.105
375,0.004
376,0.109
377,0.075
378,0.004
379,0.498
380,0.008
381,0.019
382,0.001
383,0.216
384,0.008
385,0.087
386,0.093
387,0.01
388,0.014
389,0.064
390,0.082
391,0.013
392,0.6
393,0.009
394,0.007
395,0.155
396,0.027
397,0.018
398,0.026
399,0.003
400,0.199
401,0.124
402,0.087
403,0.026
404,0.003
405,0.002
406,0.216
407,0.012
408,0.002
409,0.075
410,0.025
411,0.084
412,0.035
413,0.064
414,0.023
415,0.004
416,0.005
417,0.309
418,0.052
419,0.078
420,0.091
421,0.006
422,0.49
423,0.151
424,0.122
425,0.043
426,0.253
427,0.086
428,0.015
429,0.011
430,0.027
431,0.006
432,0.005
433,0.736
434,0.091
435,0.004
436,0.015
437,0.323
438,0.067
439,0.26
440,0.006
441,0.005
442,0.225
443,0.007
444,0.023
445,0.102
446,0.1895
447,0.001
448,0.034
449,0.41
450,0.049
451,0.292
452,0.013
453,0.003
454,0.104
455,0.315
456,0.452
457,0.056
458,0.007
459,0.004
460,0.013
461,0.018
462,0.002
463,0.003
464,0.004
465,0.009
466,0.007
467,0.007
468,0.049
469,0.031
470,0.002
471,0.004
472,0.001
473,0.002
474,0.046
475,0.07
476,0.264
477,0.038
478,0.194
479,0.034
480,0.002
481,0.207
482,0.009
483,0.001
484,0.034
485,0.022
486,0.003
487,0.003
488,0.119
489,0.132
490,0.014
491,0.004
492,0.001
493,0.036
494,0.16
495,0.007
496,0.087
497,0.003
498,0.033
499,0.057
500,0.768
501,0.05
502,0.003
503,0.001
504,0.058
505,0.003
506,0.024
507,0.003
508,0.037
509,0.115
510,0.037
511,0.114
512,0.003
513,0.559
514,0.078
515,0.041
516,0.762
517,0.474
518,0.041
519,0.638
520,0.009
521,0.006
522,0.01
523,0.02
524,0.133
525,0.074
526,0.042
527,0.424
528,0.153
529,0.002
530,0.067
531,0.002
532,0.001
533,0.026
534,0.017
535,0.005
536,0.026
537,0.014
538,0.085
539,0.001
540,0.006
541,0.007
542,0.005
543,0.292
544,0.725
545,0.07
546,0.015
547,0.063
548,0.535
549,0.019
550,0.03
551,0.078
552,0.144
553,0.01
554,0.008
555,0.002
556,0.008
557,0.005
558,0.117
559,0.009
560,0.003
561,0.018
562,0.09
563,0.104
564,0.042
565,0.004
566,0.039
567,0.032
568,0.006
569,0.015
570,0.003
571,0.063
572,0.011
573,0.184
574,0.023
575,0.005
576,0.189
577,0.004
578,0.025
579,0.207
580,0.58
581,0.013
582,0.191
583,0.035
584,0.001
585,0.01
586,0.21
587,0.043
588,0.549
589,0.478
590,0.073
591,0.052
592,0.003
593,0.455
594,0.25
595,0.003
596,0.019
597,0.002
598,0.038
599,0.462
600,0.103
601,0.021
602,0.347
603,0.001
604,0.021
605,0.477
606,0.002
607,0.007
608,0.03
609,0.06
610,0.06
611,0.441
612,0.394
613,0.007
614,0.389
615,0.01
616,0.001
617,0.091
618,0.001
619,0.14
620,0.064
621,0.001
622,0.029
623,0.006
624,0.404
625,0.023
626,0.062
627,0.003
628,0.125
629,0.032
630,0.004
631,0.015
632,0.103
633,0.112
634,0.152
635,0.056
636,0.161
637,0.28
638,0.005
639,0.018
640,0.012
641,0.034
642,0.489
643,0.01
644,0.029
645,0.0445
646,0.079
647,0.002
648,0.194
649,0.001
650,0.003
651,0.012
652,0.044
653,0.031
654,0.022
655,0.002
656,0.205
657,0.011
658,0.002
659,0.007
660,0.109
661,0.662
662,0.029
663,0.058
664,0.003
665,0.054
666,0.001
667,0.171
