,dispersion-pval
0,0.145
1,0.106
2,0.306
3,0.683
4,0.575
5,0.228
6,0.266
7,0.305
8,0.287
9,0.018
10,0.579
11,0.173
12,0.36
13,0.058
14,0.092
15,0.01
16,0.351
17,0.342
18,0.639
19,0.032
20,0.061
21,0.001
22,0.078
23,0.183
24,0.075
25,0.02
26,0.159
27,0.05
28,0.674
29,0.022
30,0.008
31,0.213
32,0.137
33,0.144
34,0.095
35,0.252
36,0.051
37,0.008
38,0.336
39,0.052
40,0.16
41,0.539
42,0.18
43,0.083
44,0.348
45,0.685
46,0.079
47,0.053
48,0.666
49,0.108
50,0.326
51,0.051
52,0.014
53,0.191
54,0.098
55,0.083
56,0.12
57,0.024
58,0.18
59,0.157
60,0.417
61,0.004
62,0.482
63,0.38
64,0.298
65,0.359
66,0.058
67,0.322
68,0.018
69,0.32
70,0.159
71,0.101
72,0.031
73,0.317
74,0.011
75,0.039
76,0.083
77,0.012
78,0.246
79,0.442
80,0.032
81,0.232
82,0.728
83,0.31
84,0.305
85,0.089
86,0.014
87,0.3425
88,0.671
89,0.12
90,0.682
91,0.128
92,0.137
93,0.559
94,0.048
95,0.277
96,0.046
97,0.474
98,0.072
99,0.013
100,0.157
101,0.131
102,0.013
103,0.472
104,0.053
105,0.06
106,0.22
107,0.051
108,0.01
109,0.105
110,0.018
111,0.218
112,0.016
113,0.009
114,0.001
115,0.33
116,0.062
117,0.035
118,0.12
119,0.287
120,0.464
121,0.554
122,0.044
123,0.114
124,0.072
125,0.431
126,0.411
127,0.123
128,0.023
129,0.182
130,0.069
131,0.59
132,0.38
133,0.009
134,0.503
135,0.066
136,0.004
137,0.003
138,0.274
139,0.001
140,0.049
141,0.052
142,0.108
143,0.001
144,0.451
145,0.029
146,0.38
147,0.003
148,0.01
149,0.025
150,0.117
151,0.002
152,0.194
153,0.114
154,0.192
155,0.237
156,0.064
157,0.164
158,0.127
159,0.02
160,0.013
161,0.583
162,0.023
163,0.047
164,0.017
165,0.003
166,0.036
167,0.247
168,0.065
169,0.386
170,0.006
171,0.52
172,0.036
173,0.068
174,0.029
175,0.411
176,0.198
177,0.127
178,0.004
179,0.112
180,0.046
181,0.186
182,0.136
183,0.079
184,0.243
185,0.086
186,0.263
187,0.571
188,0.234
189,0.089
190,0.002
191,0.067
192,0.215
193,0.14
194,0.303
195,0.081
196,0.061
197,0.351
198,0.004
199,0.177
200,0.13
201,0.276
202,0.027
203,0.026
204,0.143
205,0.121
206,0.027
207,0.095
208,0.011
209,0.014
210,0.585
211,0.601
