,dispersion-pval
0,0.001
1,0.027
2,0.001
3,0.047
4,0.001
5,0.002
6,0.039
7,0.001
8,0.052
9,0.003
10,0.001
11,0.002
12,0.005
13,0.094
14,0.001
15,0.011
16,0.003
17,0.001
18,0.001
19,0.001
20,0.043
21,0.004
22,0.017
23,0.009
24,0.001
25,0.002
26,0.028
27,0.005
28,0.005
29,0.024
30,0.001
31,0.055
32,0.003
33,0.139
34,0.001
35,0.087
36,0.001
37,0.059
38,0.004
39,0.009
40,0.001
41,0.003
42,0.065
43,0.002
44,0.063
45,0.034
46,0.011
47,0.007
48,0.001
49,0.033
50,0.071
51,0.039
52,0.029
53,0.025
54,0.006
55,0.004
56,0.02
57,0.001
58,0.001
59,0.078
60,0.001
61,0.017
62,0.024
63,0.043
64,0.009
65,0.002
66,0.001
67,0.001
68,0.001
69,0.002
70,0.008
71,0.002
72,0.001
73,0.009
74,0.149
75,0.461
76,0.002
77,0.084
78,0.005
79,0.058
80,0.152
81,0.001
82,0.004
83,0.001
84,0.027
85,0.008
86,0.13
87,0.001
88,0.001
89,0.001
90,0.001
91,0.027
92,0.001
93,0.009
94,0.015
95,0.022
96,0.001
97,0.002
98,0.001
99,0.01
100,0.003
101,0.016
102,0.001
103,0.001
104,0.023
105,0.001
106,0.025
107,0.001
108,0.005
109,0.004
110,0.002
111,0.009
112,0.028
113,0.055
114,0.003
115,0.005
116,0.001
117,0.001
118,0.007
119,0.001
120,0.001
121,0.003
122,0.001
123,0.001
124,0.022
125,0.001
126,0.003
127,0.01
128,0.021
129,0.001
130,0.004
131,0.016
132,0.289
133,0.015
134,0.198
135,0.001
136,0.03
137,0.024
138,0.001
139,0.001
140,0.001
141,0.009
142,0.016
143,0.014
144,0.017
145,0.061
146,0.006
147,0.021
148,0.001
149,0.016
150,0.007
151,0.024
152,0.007
153,0.038
154,0.001
155,0.002
156,0.008
157,0.005
158,0.029
159,0.079
160,0.001
161,0.001
162,0.036
163,0.001
164,0.105
165,0.001
166,0.001
167,0.005
168,0.07
169,0.074
170,0.008
171,0.009
172,0.051
173,0.001
174,0.108
175,0.001
176,0.018
177,0.003
178,0.001
179,0.003
180,0.001
181,0.126
182,0.042
183,0.001
184,0.225
185,0.001
186,0.003
187,0.004
188,0.028
189,0.002
190,0.183
191,0.006
192,0.009
193,0.001
194,0.078
195,0.036
196,0.002
197,0.003
198,0.011
199,0.011
200,0.002
201,0.001
202,0.073
203,0.008
204,0.047
205,0.003
206,0.015
207,0.09
208,0.049
209,0.088
210,0.025
211,0.001
212,0.019
213,0.098
214,0.004
215,0.004
216,0.015
217,0.163
218,0.006
219,0.016
220,0.003
221,0.004
222,0.001
223,0.001
224,0.031
225,0.001
226,0.009
227,0.021
228,0.019
229,0.03
230,0.001
231,0.001
232,0.143
233,0.001
234,0.002
235,0.005
236,0.004
237,0.15
238,0.011
239,0.001
240,0.083
241,0.007
242,0.036
243,0.006
244,0.005
245,0.005
246,0.001
247,0.012
248,0.001
249,0.001
250,0.004
251,0.004
252,0.002
253,0.04
254,0.001
255,0.032
256,0.001
257,0.008
258,0.036
259,0.006
260,0.006
261,0.002
262,0.005
263,0.001
264,0.008
265,0.044
266,0.001
267,0.003
268,0.003
269,0.154
270,0.017
271,0.051
272,0.001
273,0.127
274,0.018
275,0.001
276,0.135
277,0.001
278,0.002
279,0.016
280,0.002
281,0.239
282,0.002
283,0.051
284,0.002
285,0.003
286,0.023
287,0.009
288,0.05
289,0.025
290,0.001
291,0.001
292,0.004
293,0.011
294,0.001
295,0.011
296,0.001
297,0.017
298,0.034
299,0.002
300,0.001
301,0.002
302,0.001
303,0.005
304,0.016
305,0.001
306,0.128
307,0.05
308,0.002
309,0.008
310,0.029
311,0.001
312,0.013
313,0.002
314,0.004
315,0.001
316,0.064
317,0.001
318,0.013
319,0.077
320,0.082
321,0.003
322,0.005
323,0.038
324,0.003
325,0.025
326,0.012
327,0.025
328,0.039
329,0.003
330,0.116
331,0.574
332,0.004
333,0.007
334,0.002
335,0.003
336,0.002
337,0.002
338,0.02
339,0.018
340,0.079
341,0.001
342,0.002
343,0.001
344,0.002
345,0.039
346,0.006
347,0.001
348,0.007
349,0.02
350,0.001
351,0.001
352,0.149
353,0.002
354,0.043
355,0.001
356,0.026
357,0.009
358,0.007
359,0.003
360,0.039
361,0.001
362,0.001
363,0.001
364,0.001
365,0.005
366,0.109
367,0.001
368,0.002
369,0.005
370,0.001
371,0.009
372,0.008
373,0.025
374,0.001
375,0.038
376,0.002
377,0.326
378,0.002
379,0.001
380,0.054
381,0.001
382,0.001
383,0.018
384,0.263
385,0.035
386,0.001
387,0.001
388,0.028
389,0.012
390,0.079
391,0.083
392,0.001
393,0.01
394,0.11
395,0.003
396,0.004
397,0.014
398,0.523
399,0.085
400,0.003
401,0.029
402,0.607
403,0.013
404,0.001
405,0.001
406,0.001
407,0.001
408,0.002
409,0.001
410,0.005
411,0.588
412,0.001
413,0.007
414,0.013
415,0.003
416,0.002
417,0.001
418,0.029
419,0.002
420,0.001
421,0.001
422,0.001
423,0.001
424,0.02
425,0.001
426,0.004
427,0.101
428,0.001
429,0.001
430,0.001
431,0.016
432,0.001
433,0.056
434,0.003
435,0.07
436,0.001
437,0.065
438,0.01
439,0.001
440,0.026
441,0.073
442,0.001
443,0.01
444,0.041
445,0.12
446,0.001
447,0.01
448,0.015
449,0.003
450,0.007
451,0.002
452,0.001
453,0.002
454,0.023
455,0.389
456,0.001
457,0.02
458,0.001
459,0.001
460,0.191
461,0.067
462,0.071
463,0.003
464,0.056
465,0.001
466,0.002
467,0.077
468,0.008
469,0.001
470,0.002
471,0.002
472,0.001
473,0.019
474,0.043
475,0.006
476,0.015
477,0.139
478,0.037
479,0.001
480,0.034
481,0.023
482,0.001
483,0.002
484,0.001
485,0.013
486,0.002
487,0.048
488,0.002
489,0.044
490,0.041
491,0.003
492,0.001
493,0.001
494,0.33
495,0.007
496,0.021
497,0.013
498,0.014
499,0.004
500,0.013
501,0.001
502,0.004
503,0.013
504,0.028
505,0.008
506,0.054
507,0.013
508,0.014
509,0.028
510,0.096
511,0.001
512,0.044
513,0.003
514,0.007
515,0.019
516,0.069
517,0.001
518,0.004
519,0.001
520,0.024
521,0.002
522,0.047
523,0.001
524,0.017
525,0.113
526,0.016
527,0.135
528,0.001
529,0.001
530,0.002
531,0.026
532,0.392
533,0.093
534,0.028
535,0.074
536,0.004
537,0.001
538,0.011
539,0.001
540,0.018
541,0.048
542,0.003
543,0.007
544,0.004
545,0.004
546,0.013
547,0.053
548,0.003
549,0.03
550,0.069
551,0.181
552,0.001
553,0.002
554,0.003
555,0.079
556,0.006
557,0.001
558,0.014
559,0.001
560,0.042
561,0.002
562,0.05
563,0.001
564,0.004
565,0.002
566,0.005
567,0.053
568,0.001
569,0.001
570,0.11
571,0.001
572,0.001
