,dispersion-pval
0,0.018
1,0.009
2,0.001
3,0.049
4,0.072
5,0.12
6,0.012
7,0.046
8,0.046
9,0.001
10,0.003
11,0.194
12,0.004
13,0.138
14,0.002
15,0.003
16,0.001
17,0.001
18,0.001
19,0.011
20,0.003
21,0.2
22,0.029
23,0.002
24,0.001
25,0.006
26,0.001
27,0.02
28,0.017
29,0.001
30,0.001
31,0.001
32,0.001
33,0.001
34,0.002
35,0.081
36,0.002
37,0.002
38,0.361
39,0.003
40,0.003
41,0.001
42,0.006
43,0.016
44,0.004
45,0.015
46,0.022
47,0.083
48,0.005
49,0.017
50,0.003
51,0.001
52,0.003
53,0.001
54,0.002
55,0.002
56,0.002
57,0.004
58,0.041
59,0.016
60,0.001
61,0.012
62,0.003
63,0.003
64,0.002
65,0.012
66,0.001
67,0.001
68,0.016
69,0.002
70,0.11
71,0.001
72,0.057
73,0.11
74,0.009
75,0.004
76,0.002
77,0.001
78,0.009
79,0.005
80,0.044
81,0.001
82,0.001
83,0.02
84,0.001
85,0.053
86,0.009
87,0.007
88,0.02
89,0.005
90,0.021
91,0.047
92,0.127
93,0.001
94,0.001
95,0.017
96,0.003
97,0.002
98,0.028
99,0.084
100,0.009
101,0.002
102,0.025
103,0.007
104,0.014
105,0.077
106,0.002
107,0.001
108,0.003
109,0.02
110,0.012
111,0.003
112,0.005
113,0.077
114,0.009
115,0.039
116,0.021
117,0.01
118,0.003
119,0.001
120,0.05
121,0.006
122,0.013
123,0.006
124,0.001
125,0.069
126,0.024
127,0.001
128,0.005
129,0.022
130,0.001
131,0.01
132,0.041
133,0.003
134,0.02
135,0.029
136,0.005
137,0.011
138,0.04
139,0.001
140,0.004
141,0.026
142,0.127
143,0.002
144,0.032
145,0.001
146,0.007
147,0.003
148,0.002
149,0.001
150,0.187
151,0.003
152,0.071
153,0.018
154,0.005
155,0.003
156,0.006
157,0.01
158,0.012
159,0.006
160,0.001
161,0.022
162,0.05
163,0.01
164,0.024
165,0.103
166,0.029
167,0.041
168,0.073
169,0.019
170,0.031
171,0.224
172,0.001
173,0.019
174,0.071
175,0.023
176,0.007
177,0.001
178,0.04
179,0.212
180,0.003
181,0.004
182,0.092
183,0.003
184,0.018
185,0.001
186,0.003
187,0.001
188,0.002
189,0.014
190,0.002
191,0.188
192,0.008
193,0.018
194,0.126
195,0.002
196,0.011
