,dispersion-pval
0,0.028
1,0.351
2,0.05
3,0.081
4,0.562
5,0.036
6,0.169
7,0.123
8,0.663
9,0.15
10,0.467
11,0.033
12,0.186
13,0.0265
14,0.046
15,0.022
16,0.001
17,0.267
18,0.186
19,0.05
20,0.011
21,0.231
22,0.109
23,0.013
24,0.045
25,0.01
26,0.472
27,0.192
28,0.158
29,0.018
30,0.002
31,0.023
32,0.548
33,0.232
34,0.026
35,0.02
36,0.343
37,0.033
38,0.056
39,0.18
40,0.011
41,0.519
42,0.152
43,0.023
44,0.03
45,0.204
46,0.137
47,0.38
48,0.003
49,0.592
50,0.092
51,0.477
52,0.016
53,0.106
54,0.013
55,0.203
56,0.364
57,0.361
58,0.001
59,0.004
60,0.482
61,0.196
62,0.246
63,0.002
64,0.535
65,0.0015
66,0.055
67,0.07
68,0.592
69,0.005
70,0.28
71,0.235
72,0.003
73,0.062
74,0.018
75,0.028
76,0.22
77,0.392
78,0.096
79,0.173
80,0.242
81,0.001
82,0.031
83,0.055
84,0.075
85,0.107
86,0.447
87,0.624
88,0.049
89,0.054
90,0.043
91,0.134
92,0.156
93,0.01
94,0.204
95,0.025
96,0.01
97,0.071
98,0.249
99,0.008
100,0.131
101,0.003
102,0.111
103,0.235
104,0.001
105,0.196
106,0.016
107,0.133
108,0.056
109,0.004
110,0.001
111,0.104
112,0.001
113,0.077
114,0.297
115,0.537
116,0.721
117,0.076
118,0.031
119,0.074
120,0.5
121,0.122
122,0.008
123,0.429
124,0.224
125,0.153
126,0.046
127,0.011
128,0.129
129,0.006
130,0.593
131,0.01
132,0.062
133,0.097
134,0.048
135,0.087
136,0.138
137,0.31
138,0.153
139,0.332
140,0.46
141,0.045
142,0.003
143,0.252
144,0.179
145,0.003
146,0.03
147,0.008
148,0.05
149,0.018
150,0.134
151,0.034
152,0.02
153,0.317
154,0.255
155,0.544
156,0.176
157,0.093
158,0.336
159,0.186
160,0.275
161,0.299
162,0.08
163,0.055
164,0.291
165,0.007
166,0.043
167,0.001
168,0.001
169,0.049
170,0.183
171,0.009
172,0.035
173,0.293
174,0.716
175,0.033
176,0.013
177,0.056
178,0.299
179,0.519
180,0.03
181,0.515
182,0.119
183,0.15
184,0.048
185,0.023
186,0.001
187,0.366
188,0.162
189,0.1215
190,0.035
191,0.158
192,0.055
193,0.029
194,0.01
195,0.267
196,0.082
197,0.173
198,0.09
199,0.001
200,0.006
201,0.209
202,0.098
203,0.442
204,0.725
205,0.255
206,0.031
207,0.155
208,0.02
209,0.107
210,0.101
211,0.126
212,0.021
213,0.1
214,0.005
215,0.077
216,0.02
217,0.067
218,0.548
219,0.001
220,0.03
221,0.03
222,0.465
223,0.001
224,0.035
225,0.008
226,0.337
227,0.091
228,0.036
229,0.277
230,0.003
231,0.106
232,0.113
233,0.244
234,0.664
235,0.001
236,0.001
237,0.015
238,0.036
239,0.322
240,0.014
241,0.035
242,0.686
243,0.271
244,0.018
245,0.225
246,0.044
247,0.006
248,0.244
249,0.001
250,0.536
251,0.367
252,0.093
253,0.045
254,0.021
255,0.18
256,0.075
257,0.15
258,0.004
259,0.049
260,0.187
261,0.002
262,0.022
263,0.062
264,0.153
265,0.025
266,0.086
267,0.055
268,0.002
269,0.106
270,0.479
271,0.028
272,0.007
273,0.032
274,0.002
275,0.048
276,0.001
277,0.015
278,0.094
279,0.001
280,0.009
281,0.007
282,0.002
283,0.216
284,0.629
285,0.034
286,0.165
287,0.023
288,0.174
289,0.108
290,0.182
291,0.146
292,0.002
293,0.187
294,0.003
295,0.475
296,0.216
297,0.248
298,0.07
299,0.001
300,0.578
301,0.062
302,0.093
303,0.011
304,0.269
305,0.063
306,0.009
307,0.739
308,0.393
309,0.294
310,0.075
311,0.003
312,0.037
313,0.254
314,0.488
315,0.181
316,0.379
317,0.007
318,0.333
319,0.266
320,0.488
321,0.011
322,0.203
323,0.132
324,0.125
325,0.002
326,0.016
327,0.39
328,0.053
329,0.321
330,0.179
331,0.316
332,0.679
333,0.004
334,0.307
335,0.269
336,0.159
337,0.406
338,0.024
339,0.533
340,0.06
341,0.009
342,0.415
343,0.155
344,0.471
345,0.56
346,0.372
347,0.007
348,0.031
349,0.515
350,0.012
351,0.096
352,0.104
353,0.087
354,0.272
355,0.132
356,0.529
357,0.001
358,0.243
359,0.028
360,0.452
361,0.458
362,0.071
363,0.009
364,0.167
365,0.041
366,0.416
367,0.005
368,0.23
369,0.143
370,0.183
371,0.047
372,0.296
373,0.005
374,0.111
375,0.051
376,0.037
377,0.31
378,0.47
379,0.026
380,0.103
381,0.003
382,0.149
383,0.007
384,0.001
385,0.015
386,0.224
387,0.242
388,0.192
389,0.027
390,0.316
391,0.177
392,0.11
393,0.024
394,0.003
395,0.079
396,0.003
397,0.023
398,0.115
399,0.018
400,0.001
401,0.241
402,0.101
403,0.175
404,0.032
405,0.708
406,0.326
407,0.235
408,0.385
409,0.223
410,0.593
411,0.043
412,0.225
413,0.001
414,0.004
415,0.359
416,0.169
417,0.09
418,0.016
419,0.146
420,0.011
421,0.221
422,0.035
423,0.035
424,0.114
425,0.19
426,0.022
427,0.129
428,0.194
429,0.498
430,0.025
431,0.067
432,0.004
433,0.074
434,0.032
435,0.697
436,0.376
437,0.036
438,0.013
439,0.024
440,0.224
441,0.299
442,0.204
443,0.001
444,0.028
445,0.086
446,0.009
447,0.034
448,0.492
449,0.03
450,0.628
451,0.009
452,0.005
453,0.439
454,0.007
455,0.419
456,0.113
457,0.045
458,0.001
459,0.3
460,0.049
461,0.114
462,0.57
463,0.352
464,0.047
465,0.101
466,0.137
467,0.142
468,0.082
469,0.001
470,0.046
471,0.02
472,0.017
473,0.074
474,0.059
475,0.005
476,0.096
477,0.001
478,0.009
479,0.019
480,0.038
481,0.138
482,0.058
483,0.555
484,0.238
485,0.007
486,0.006
487,0.002
488,0.684
489,0.017
490,0.537
491,0.125
492,0.05
493,0.383
494,0.003
495,0.15
496,0.093
497,0.109
498,0.017
499,0.28
500,0.003
501,0.226
502,0.016
503,0.023
504,0.129
505,0.062
506,0.031
507,0.001
508,0.558
509,0.127
510,0.184
511,0.01
512,0.281
513,0.166
514,0.185
515,0.049
516,0.081
517,0.095
518,0.007
519,0.139
520,0.018
521,0.025
522,0.243
523,0.314
524,0.158
525,0.284
526,0.664
527,0.251
528,0.136
529,0.097
530,0.088
531,0.046
532,0.262
533,0.092
534,0.345
535,0.032
536,0.256
537,0.012
538,0.33
539,0.288
540,0.107
541,0.072
542,0.175
543,0.226
544,0.042
545,0.011
546,0.008
547,0.128
548,0.181
549,0.062
550,0.211
551,0.243
552,0.002
553,0.029
554,0.026
555,0.004
556,0.028
557,0.566
558,0.28
559,0.286
560,0.339
561,0.002
562,0.474
563,0.241
564,0.129
565,0.064
566,0.317
567,0.072
568,0.013
569,0.631
570,0.013
571,0.099
572,0.021
573,0.425
574,0.001
575,0.11
576,0.074
577,0.205
578,0.05
579,0.002
580,0.012
581,0.11
582,0.693
583,0.001
584,0.006
585,0.019
586,0.162
587,0.038
588,0.166
589,0.088
590,0.093
591,0.113
592,0.101
593,0.001
594,0.034
595,0.069
596,0.054
597,0.474
598,0.129
599,0.021
600,0.13
601,0.078
602,0.046
603,0.085
604,0.027
605,0.004
606,0.372
607,0.005
608,0.293
609,0.004
610,0.036
611,0.043
612,0.037
613,0.561
614,0.098
615,0.57
616,0.017
617,0.016
618,0.1
619,0.005
620,0.388
621,0.015
622,0.228
623,0.045
624,0.448
625,0.19
626,0.438
627,0.045
628,0.562
629,0.032
630,0.629
631,0.001
632,0.16
633,0.111
634,0.027
635,0.001
636,0.072
637,0.151
638,0.19
639,0.488
640,0.04
641,0.076
642,0.345
643,0.069
644,0.01
645,0.155
646,0.728
647,0.006
648,0.033
649,0.01
650,0.095
651,0.14
652,0.103
653,0.015
654,0.01
655,0.102
656,0.099
657,0.003
658,0.107
659,0.443
660,0.351
661,0.082
662,0.002
663,0.014
664,0.022
665,0.312
666,0.318
667,0.033
668,0.133
669,0.118
670,0.026
671,0.614
672,0.354
673,0.006
674,0.228
675,0.074
676,0.034
677,0.023
678,0.001
679,0.003
680,0.014
681,0.012
682,0.357
683,0.022
684,0.354
685,0.343
686,0.004
687,0.665
688,0.039
689,0.011
690,0.03
691,0.001
692,0.233
693,0.185
694,0.001
695,0.025
696,0.377
697,0.063
698,0.11
699,0.034
700,0.067
701,0.048
702,0.271
703,0.023
704,0.234
705,0.001
706,0.031
707,0.12
708,0.004
709,0.028
710,0.234
711,0.097
712,0.044
713,0.184
714,0.007
715,0.021
716,0.131
717,0.124
718,0.001
719,0.336
720,0.007
721,0.002
722,0.005
723,0.013
724,0.017
725,0.728
726,0.029
727,0.253
728,0.028
729,0.074
730,0.128
731,0.599
732,0.055
733,0.221
734,0.007
735,0.013
736,0.262
737,0.046
738,0.007
739,0.138
740,0.149
741,0.12
742,0.094
743,0.092
744,0.044
745,0.157
746,0.008
747,0.211
748,0.049
749,0.672
750,0.631
751,0.078
752,0.344
753,0.149
754,0.355
755,0.011
756,0.003
757,0.001
758,0.431
759,0.015
760,0.231
761,0.015
762,0.479
763,0.015
764,0.093
765,0.154
766,0.155
767,0.289
768,0.018
769,0.547
770,0.274
771,0.011
772,0.008
773,0.063
774,0.054
775,0.519
776,0.141
777,0.186
778,0.08
779,0.107
780,0.097
781,0.183
782,0.695
783,0.17
784,0.017
785,0.134
786,0.001
787,0.001
788,0.047
789,0.014
790,0.137
791,0.067
792,0.254
793,0.385
794,0.028
795,0.644
796,0.134
797,0.059
798,0.596
799,0.264
800,0.001
801,0.065
802,0.338
803,0.189
804,0.129
805,0.343
806,0.001
807,0.004
808,0.071
809,0.514
810,0.071
811,0.621
812,0.125
813,0.351
814,0.239
815,0.25
816,0.621
817,0.167
818,0.025
819,0.529
820,0.7
821,0.064
822,0.193
823,0.043
824,0.146
825,0.042
826,0.35
827,0.003
828,0.574
829,0.005
830,0.011
831,0.101
832,0.13
833,0.028
834,0.048
835,0.14
836,0.035
837,0.012
838,0.003
839,0.308
840,0.16
841,0.002
842,0.093
843,0.073
844,0.661
845,0.043
846,0.039
847,0.02
848,0.376
849,0.003
850,0.496
851,0.008
852,0.187
853,0.2275
854,0.305
855,0.459
856,0.001
857,0.018
858,0.021
859,0.002
860,0.014
861,0.034
862,0.163
863,0.014
864,0.072
865,0.003
866,0.06
867,0.167
868,0.01
869,0.001
870,0.123
871,0.312
872,0.349
873,0.038
874,0.016
875,0.223
876,0.554
877,0.381
878,0.158
879,0.027
880,0.568
881,0.004
882,0.016
883,0.333
884,0.055
885,0.238
886,0.656
887,0.019
888,0.025
889,0.039
890,0.295
891,0.205
892,0.125
893,0.004
894,0.192
895,0.285
896,0.708
897,0.113
898,0.02
899,0.12
900,0.068
901,0.008
902,0.027
903,0.011
904,0.125
905,0.368
906,0.236
907,0.011
908,0.08
909,0.283
910,0.124
911,0.09
912,0.492
913,0.003
914,0.185
915,0.066
916,0.132
917,0.547
918,0.071
919,0.012
920,0.057
921,0.178
922,0.002
923,0.084
924,0.051
925,0.238
926,0.221
927,0.053
928,0.007
929,0.095
930,0.654
931,0.697
932,0.055
933,0.027
934,0.176
935,0.011
936,0.048
937,0.009
938,0.73
939,0.305
940,0.289
941,0.325
942,0.007
943,0.015
944,0.225
945,0.071
946,0.269
947,0.131
948,0.281
949,0.001
950,0.03
951,0.002
952,0.038
953,0.088
954,0.268
955,0.183
956,0.047
957,0.014
958,0.052
959,0.16
960,0.033
961,0.045
962,0.244
963,0.302
964,0.56
965,0.038
966,0.035
967,0.021
968,0.004
969,0.073
970,0.01
971,0.001
972,0.106
973,0.008
974,0.056
975,0.29
976,0.29
977,0.066
978,0.113
979,0.134
980,0.194
981,0.075
982,0.276
983,0.048
984,0.05
985,0.026
986,0.201
987,0.043
988,0.267
989,0.069
990,0.14
991,0.021
992,0.193
993,0.246
994,0.101
995,0.151
996,0.082
997,0.07
998,0.169
999,0.073
