,dispersion-pval
0,0.136
1,0.111
2,0.014
3,0.521
4,0.05
5,0.539
6,0.294
7,0.09
8,0.107
9,0.023
10,0.489
11,0.416
12,0.16
13,0.002
14,0.124
15,0.44
16,0.267
17,0.506
18,0.46
19,0.266
20,0.298
21,0.152
22,0.232
23,0.043
24,0.089
25,0.274
26,0.519
27,0.519
28,0.022
29,0.227
30,0.02
31,0.11
32,0.023
33,0.54
34,0.592
35,0.107
36,0.231
37,0.508
38,0.003
39,0.593
40,0.318
41,0.011
42,0.023
43,0.458
44,0.009
45,0.097
46,0.439
47,0.039
48,0.006
49,0.098
50,0.336
51,0.58
52,0.069
53,0.015
54,0.667
55,0.001
56,0.011
57,0.013
58,0.492
59,0.496
60,0.338
61,0.376
62,0.62
63,0.01
64,0.611
65,0.364
66,0.058
67,0.273
68,0.085
69,0.408
70,0.68
71,0.01
72,0.542
73,0.014
74,0.252
75,0.105
76,0.012
77,0.134
78,0.046
79,0.033
80,0.05
81,0.244
82,0.032
83,0.335
84,0.386
85,0.149
86,0.495
87,0.333
88,0.57
89,0.107
90,0.089
91,0.61
92,0.468
93,0.072
94,0.001
95,0.496
96,0.095
97,0.022
98,0.063
99,0.695
100,0.086
101,0.066
102,0.07
103,0.195
104,0.21
105,0.585
106,0.456
107,0.511
108,0.263
109,0.116
110,0.638
111,0.002
112,0.208
113,0.222
114,0.367
115,0.156
116,0.036
117,0.115
118,0.077
119,0.254
120,0.096
121,0.713
122,0.69
123,0.316
124,0.096
125,0.042
126,0.069
127,0.01
128,0.017
129,0.296
130,0.006
131,0.31
132,0.183
133,0.015
134,0.083
135,0.657
136,0.015
137,0.121
138,0.247
139,0.118
140,0.247
141,0.676
142,0.578
143,0.095
144,0.466
145,0.024
146,0.006
147,0.145
148,0.087
149,0.25
150,0.374
151,0.497
152,0.229
153,0.039
154,0.5
155,0.023
156,0.076
157,0.681
158,0.143
159,0.001
160,0.277
161,0.201
162,0.103
163,0.545
164,0.054
165,0.05
166,0.125
167,0.019
168,0.633
169,0.326
170,0.294
171,0.143
172,0.113
173,0.182
174,0.314
175,0.004
176,0.413
177,0.042
178,0.535
179,0.598
180,0.44
181,0.519
182,0.073
183,0.041
184,0.344
185,0.187
186,0.328
187,0.619
188,0.098
189,0.631
190,0.188
191,0.042
192,0.017
193,0.167
194,0.005
195,0.249
196,0.031
197,0.002
198,0.305
199,0.229
200,0.118
201,0.118
202,0.307
203,0.125
204,0.577
205,0.007
206,0.221
207,0.564
208,0.064
209,0.068
210,0.374
211,0.153
212,0.011
213,0.156
214,0.005
215,0.153
216,0.019
217,0.499
218,0.119
219,0.579
220,0.444
221,0.176
222,0.015
223,0.282
224,0.062
225,0.012
226,0.259
227,0.044
228,0.156
229,0.026
230,0.004
231,0.169
232,0.076
233,0.6125
234,0.184
235,0.665
236,0.054
237,0.043
238,0.537
239,0.191
240,0.425
241,0.041
242,0.215
243,0.299
244,0.482
245,0.11
246,0.1
247,0.001
248,0.025
249,0.25
250,0.702
251,0.307
252,0.027
253,0.116
254,0.402
255,0.027
256,0.179
257,0.279
258,0.016
259,0.01
260,0.586
261,0.638
262,0.11
263,0.673
264,0.232
265,0.032
266,0.027
267,0.163
268,0.053
269,0.327
270,0.561
271,0.125
272,0.153
273,0.142
274,0.021
275,0.134
276,0.227
277,0.127
278,0.172
279,0.022
280,0.2085
281,0.014
282,0.318
283,0.22
284,0.078
285,0.336
286,0.157
287,0.283
288,0.281
289,0.317
290,0.478
291,0.637
292,0.653
293,0.639
294,0.109
295,0.418
296,0.636
297,0.616
298,0.102
299,0.21
300,0.049
301,0.21
302,0.124
303,0.386
304,0.123
305,0.113
306,0.025
307,0.012
308,0.078
309,0.226
310,0.311
311,0.035
312,0.155
313,0.171
314,0.031
315,0.173
316,0.064
317,0.077
318,0.331
319,0.623
320,0.215
321,0.596
322,0.161
323,0.157
324,0.138
325,0.28
326,0.013
327,0.593
328,0.024
329,0.206
330,0.213
331,0.049
332,0.182
333,0.713
334,0.014
335,0.107
336,0.28
337,0.109
338,0.019
339,0.008
340,0.061
341,0.606
342,0.354
343,0.028
344,0.03
345,0.364
346,0.365
347,0.127
348,0.091
349,0.246
350,0.369
351,0.11
352,0.019
353,0.009
354,0.026
355,0.5
356,0.061
357,0.01
358,0.516
359,0.17
360,0.355
361,0.12
362,0.186
363,0.01
364,0.175
365,0.173
366,0.4645
367,0.388
368,0.57
369,0.48
370,0.078
371,0.013
372,0.521
373,0.033
374,0.7
375,0.648
376,0.54
377,0.132
378,0.015
379,0.184
380,0.035
381,0.574
382,0.088
383,0.618
384,0.527
385,0.001
386,0.002
387,0.121
388,0.299
389,0.007
390,0.072
391,0.362
392,0.274
393,0.571
394,0.549
395,0.042
396,0.037
397,0.046
398,0.649
399,0.463
400,0.19
401,0.005
402,0.002
403,0.588
404,0.37
405,0.001
406,0.66
407,0.033
408,0.37
409,0.1595
410,0.066
411,0.039
412,0.452
413,0.387
414,0.369
415,0.143
416,0.574
417,0.284
418,0.468
419,0.013
420,0.03
421,0.033
422,0.251
423,0.544
424,0.209
425,0.134
426,0.253
427,0.398
428,0.359
429,0.23
430,0.145
431,0.021
432,0.015
433,0.014
434,0.057
435,0.041
436,0.318
437,0.045
438,0.173
439,0.036
440,0.026
441,0.041
442,0.114
443,0.014
444,0.199
445,0.076
446,0.183
447,0.081
448,0.274
449,0.016
450,0.36
451,0.321
452,0.118
453,0.377
454,0.032
455,0.186
456,0.038
457,0.005
458,0.202
459,0.046
460,0.046
461,0.2
462,0.013
463,0.56
464,0.188
465,0.674
466,0.032
467,0.21
468,0.636
469,0.253
470,0.009
471,0.53
472,0.256
473,0.059
474,0.049
475,0.018
476,0.06
477,0.532
478,0.566
479,0.389
480,0.482
481,0.101
482,0.229
483,0.059
484,0.036
485,0.049
486,0.059
487,0.091
488,0.18
489,0.224
490,0.562
491,0.05
492,0.422
493,0.12
494,0.468
495,0.013
496,0.254
497,0.647
498,0.639
499,0.018
500,0.313
501,0.109
502,0.011
503,0.013
504,0.147
505,0.013
506,0.006
507,0.305
508,0.435
509,0.465
510,0.16
511,0.014
512,0.143
513,0.072
514,0.042
515,0.261
516,0.023
517,0.105
518,0.035
519,0.008
520,0.028
521,0.116
522,0.082
523,0.025
524,0.084
525,0.016
526,0.252
527,0.255
528,0.424
529,0.084
530,0.022
531,0.007
532,0.04
533,0.036
534,0.548
535,0.119
536,0.583
537,0.012
538,0.616
539,0.07
540,0.02
541,0.221
542,0.056
543,0.266
544,0.64
545,0.051
546,0.287
547,0.045
548,0.29
549,0.345
550,0.006
551,0.018
552,0.057
553,0.036
554,0.124
555,0.288
556,0.343
557,0.429
558,0.344
559,0.102
560,0.134
561,0.034
562,0.653
563,0.007
564,0.111
565,0.32
566,0.213
567,0.178
568,0.4
569,0.324
570,0.025
571,0.473
572,0.627
573,0.019
574,0.205
575,0.288
576,0.222
577,0.031
578,0.397
579,0.638
580,0.375
581,0.481
582,0.413
583,0.005
584,0.022
585,0.065
586,0.197
587,0.445
588,0.41
589,0.633
590,0.04
591,0.386
592,0.387
593,0.579
594,0.28
595,0.436
596,0.013
597,0.007
598,0.349
599,0.038
600,0.222
601,0.124
602,0.012
603,0.139
604,0.441
605,0.079
606,0.493
607,0.1
608,0.025
609,0.085
610,0.198
611,0.043
612,0.251
613,0.062
614,0.006
615,0.329
616,0.409
617,0.611
618,0.151
619,0.031
620,0.019
621,0.097
622,0.185
623,0.016
624,0.378
625,0.199
626,0.12
627,0.024
628,0.331
629,0.727
630,0.09
631,0.311
632,0.099
633,0.572
634,0.162
635,0.037
636,0.62
637,0.599
638,0.024
639,0.042
640,0.07
641,0.081
642,0.35
643,0.426
644,0.071
645,0.078
646,0.357
647,0.234
648,0.105
649,0.643
650,0.131
651,0.211
652,0.213
653,0.474
654,0.259
655,0.009
656,0.598
657,0.493
658,0.111
659,0.051
660,0.547
661,0.143
662,0.633
663,0.114
664,0.385
665,0.155
666,0.285
667,0.124
668,0.042
669,0.209
670,0.545
671,0.003
672,0.31
673,0.279
674,0.007
675,0.473
676,0.036
677,0.354
678,0.011
679,0.702
680,0.135
681,0.334
682,0.331
683,0.462
684,0.458
685,0.129
686,0.194
687,0.585
688,0.412
689,0.122
690,0.138
691,0.036
692,0.095
693,0.68
694,0.192
695,0.123
696,0.623
697,0.057
698,0.08
699,0.134
700,0.652
701,0.614
702,0.294
703,0.565
704,0.342
705,0.385
706,0.054
707,0.231
708,0.208
709,0.013
710,0.356
711,0.081
712,0.303
713,0.023
714,0.069
715,0.505
716,0.408
717,0.652
718,0.279
719,0.458
720,0.681
721,0.068
722,0.632
723,0.415
724,0.564
725,0.342
726,0.082
727,0.116
