,dispersion-pval
0,0.334
1,0.68
2,0.556
3,0.125
4,0.666
5,0.228
6,0.637
7,0.606
8,0.598
9,0.441
10,0.66
11,0.289
12,0.38
13,0.677
14,0.374
15,0.341
16,0.644
17,0.488
18,0.448
19,0.685
20,0.445
21,0.568
22,0.651
23,0.457
24,0.669
25,0.686
26,0.609
27,0.705
28,0.605
29,0.617
30,0.64
31,0.315
32,0.166
33,0.605
34,0.461
35,0.581
36,0.628
37,0.189
38,0.533
39,0.646
40,0.619
41,0.399
42,0.692
43,0.517
44,0.082
45,0.609
46,0.523
47,0.5
48,0.614
49,0.661
50,0.486
51,0.272
52,0.344
53,0.559
54,0.441
55,0.68
56,0.649
57,0.197
58,0.592
59,0.517
60,0.192
61,0.589
62,0.49
63,0.613
64,0.598
65,0.57
66,0.186
67,0.673
68,0.543
69,0.662
70,0.705
71,0.508
72,0.51
73,0.087
74,0.667
75,0.559
76,0.613
77,0.443
78,0.651
79,0.459
80,0.167
81,0.378
82,0.078
83,0.681
84,0.457
85,0.542
86,0.589
87,0.383
88,0.661
89,0.504
90,0.671
91,0.565
92,0.525
93,0.651
94,0.695
95,0.646
96,0.279
97,0.651
98,0.544
99,0.708
100,0.673
101,0.639
102,0.454
103,0.682
104,0.637
105,0.649
106,0.366
107,0.655
108,0.024
109,0.686
110,0.677
111,0.267
112,0.616
113,0.345
114,0.53
115,0.349
116,0.696
117,0.612
118,0.688
119,0.655
120,0.326
121,0.581
122,0.378
123,0.642
124,0.531
125,0.427
126,0.519
127,0.387
128,0.291
129,0.678
130,0.547
131,0.322
132,0.036
133,0.474
134,0.656
135,0.61
136,0.533
137,0.649
138,0.05
139,0.559
140,0.684
141,0.689
142,0.516
143,0.52
144,0.684
145,0.693
146,0.683
147,0.413
148,0.487
149,0.205
150,0.673
151,0.671
152,0.571
153,0.423
154,0.131
155,0.18
156,0.688
157,0.683
158,0.431
159,0.368
160,0.464
161,0.612
162,0.635
163,0.705
164,0.32
165,0.357
166,0.304
167,0.248
168,0.371
169,0.709
170,0.637
171,0.483
172,0.614
173,0.394
174,0.279
175,0.495
176,0.602
177,0.652
178,0.708
179,0.445
180,0.618
181,0.315
182,0.441
183,0.643
184,0.139
185,0.677
186,0.637
187,0.661
188,0.624
189,0.55
190,0.534
191,0.472
192,0.683
193,0.195
194,0.624
195,0.505
196,0.447
197,0.338
198,0.547
199,0.593
200,0.654
201,0.666
202,0.642
203,0.381
204,0.62
205,0.629
206,0.539
207,0.731
208,0.465
209,0.661
210,0.705
211,0.519
212,0.082
213,0.312
214,0.473
215,0.675
216,0.211
217,0.563
218,0.097
219,0.701
220,0.555
221,0.426
222,0.627
223,0.666
224,0.713
225,0.592
226,0.649
227,0.381
228,0.645
229,0.393
230,0.281
231,0.543
232,0.677
233,0.184
234,0.406
235,0.56
236,0.656
237,0.671
238,0.649
239,0.643
240,0.594
241,0.706
242,0.513
243,0.642
244,0.646
245,0.641
246,0.256
247,0.688
248,0.2
249,0.633
250,0.68
251,0.499
252,0.371
253,0.299
254,0.596
255,0.469
256,0.293
257,0.527
258,0.607
259,0.612
260,0.591
261,0.536
262,0.2115
263,0.486
264,0.482
265,0.461
266,0.595
267,0.557
268,0.481
269,0.639
270,0.358
271,0.587
272,0.678
273,0.321
274,0.414
275,0.328
276,0.605
277,0.656
278,0.594
279,0.368
280,0.668
281,0.385
282,0.671
283,0.61
284,0.616
285,0.65
286,0.425
287,0.546
288,0.419
289,0.662
290,0.628
291,0.622
292,0.619
293,0.3
294,0.669
295,0.377
296,0.263
297,0.554
298,0.577
299,0.6
300,0.633
301,0.623
302,0.677
303,0.251
304,0.678
305,0.562
306,0.427
307,0.083
308,0.661
309,0.682
310,0.619
311,0.4
312,0.272
313,0.436
314,0.515
315,0.54
316,0.346
317,0.621
318,0.593
319,0.244
320,0.596
321,0.313
322,0.498
323,0.583
324,0.681
325,0.621
326,0.694
327,0.636
328,0.5
329,0.598
330,0.422
331,0.609
332,0.272
333,0.307
334,0.287
335,0.226
336,0.637
337,0.539
338,0.636
339,0.625
340,0.229
341,0.146
342,0.638
343,0.636
344,0.324
345,0.301
346,0.425
347,0.695
348,0.341
349,0.132
350,0.41
351,0.557
352,0.194
353,0.571
354,0.695
355,0.676
356,0.692
357,0.651
358,0.305
359,0.179
360,0.56
361,0.28
362,0.283
363,0.656
364,0.311
365,0.682
366,0.294
367,0.653
368,0.26
369,0.449
370,0.7
371,0.621
372,0.663
373,0.625
374,0.25
375,0.113
376,0.558
377,0.302
378,0.557
379,0.305
380,0.36
381,0.45
382,0.299
383,0.643
384,0.642
385,0.677
386,0.65
387,0.606
388,0.453
389,0.618
390,0.641
391,0.683
392,0.613
393,0.665
394,0.655
395,0.607
396,0.318
397,0.651
398,0.635
399,0.488
400,0.431
401,0.341
402,0.625
403,0.11
404,0.686
405,0.108
406,0.233
407,0.572
408,0.421
409,0.171
410,0.541
411,0.658
412,0.596
413,0.051
414,0.684
415,0.545
416,0.654
417,0.481
418,0.558
419,0.51
420,0.54
421,0.677
422,0.629
423,0.249
424,0.659
425,0.693
426,0.627
427,0.286
428,0.105
429,0.573
430,0.605
431,0.322
432,0.664
433,0.219
434,0.577
435,0.152
436,0.645
437,0.696
438,0.698
439,0.594
440,0.332
441,0.703
442,0.632
443,0.689
444,0.619
445,0.57
446,0.525
447,0.664
448,0.671
449,0.276
450,0.705
451,0.393
452,0.511
453,0.503
454,0.69
455,0.518
456,0.308
457,0.688
458,0.307
459,0.195
460,0.578
461,0.56
462,0.647
463,0.67
464,0.608
465,0.648
466,0.324
467,0.721
468,0.243
469,0.6
470,0.688
471,0.388
472,0.628
473,0.424
474,0.509
475,0.682
476,0.173
477,0.644
478,0.635
479,0.662
480,0.415
481,0.059
482,0.613
483,0.689
484,0.243
485,0.669
486,0.229
487,0.62
488,0.635
489,0.27
490,0.644
491,0.652
492,0.495
493,0.688
494,0.422
495,0.562
496,0.642
497,0.585
498,0.619
499,0.103
500,0.302
501,0.545
502,0.483
503,0.553
504,0.67
505,0.479
506,0.41
507,0.687
508,0.454
509,0.675
510,0.696
511,0.6
512,0.624
513,0.596
514,0.694
515,0.636
516,0.231
517,0.466
518,0.041
519,0.089
520,0.582
521,0.638
522,0.675
523,0.583
524,0.666
525,0.657
526,0.379
527,0.67
528,0.636
529,0.621
530,0.71
531,0.363
532,0.6315
533,0.653
534,0.652
535,0.602
536,0.388
537,0.678
538,0.588
539,0.241
540,0.564
541,0.203
542,0.674
543,0.62
544,0.694
545,0.424
546,0.611
547,0.661
548,0.65
549,0.65
550,0.702
551,0.658
552,0.637
553,0.53
554,0.536
555,0.538
556,0.448
557,0.684
558,0.703
559,0.383
560,0.523
561,0.101
562,0.647
563,0.293
564,0.162
565,0.344
566,0.434
567,0.551
568,0.448
569,0.653
570,0.449
571,0.301
572,0.67
573,0.709
574,0.5925
575,0.378
576,0.664
577,0.492
578,0.687
579,0.063
580,0.094
581,0.281
582,0.677
583,0.594
584,0.381
585,0.675
586,0.4965
587,0.513
588,0.595
589,0.369
590,0.41
591,0.547
592,0.322
593,0.656
594,0.217
595,0.663
596,0.672
597,0.056
598,0.662
599,0.565
600,0.269
601,0.65
602,0.515
603,0.586
604,0.677
605,0.288
606,0.582
607,0.41
608,0.373
609,0.653
610,0.695
611,0.615
612,0.56
613,0.086
614,0.613
615,0.494
616,0.56
617,0.618
618,0.449
619,0.715
620,0.631
621,0.617
622,0.714
623,0.475
624,0.569
625,0.371
626,0.365
627,0.707
628,0.438
629,0.645
630,0.19
631,0.369
632,0.127
633,0.681
634,0.237
635,0.453
636,0.6605
637,0.649
638,0.59
639,0.551
640,0.397
641,0.401
642,0.4
643,0.662
644,0.586
645,0.366
646,0.554
647,0.096
648,0.592
649,0.655
650,0.527
651,0.508
652,0.552
653,0.666
654,0.08
655,0.663
656,0.108
657,0.671
658,0.353
659,0.589
660,0.369
661,0.553
662,0.486
663,0.675
664,0.634
665,0.316
666,0.668
667,0.656
668,0.547
669,0.094
670,0.246
671,0.463
672,0.528
673,0.324
674,0.202
675,0.676
676,0.675
677,0.324
678,0.331
679,0.622
680,0.531
681,0.632
682,0.681
683,0.633
684,0.621
685,0.706
686,0.435
687,0.29
688,0.201
689,0.406
690,0.67
691,0.655
692,0.655
693,0.598
694,0.689
695,0.656
696,0.671
697,0.116
698,0.504
699,0.251
700,0.634
701,0.256
702,0.499
703,0.567
704,0.674
705,0.655
706,0.4345
707,0.561
708,0.648
709,0.647
710,0.106
711,0.478
712,0.689
