,dispersion-pval
0,0.599
1,0.293
2,0.111
3,0.048
4,0.305
5,0.398
6,0.003
7,0.047
8,0.119
9,0.056
10,0.122
11,0.162
12,0.027
13,0.006
14,0.436
15,0.063
16,0.039
17,0.19
18,0.373
19,0.156
20,0.281
21,0.053
22,0.068
23,0.064
24,0.253
25,0.279
26,0.017
27,0.353
28,0.567
29,0.078
30,0.008
31,0.513
32,0.374
33,0.066
34,0.5735
35,0.026
36,0.06
37,0.171
38,0.041
39,0.101
40,0.106
41,0.043
42,0.529
43,0.356
44,0.298
45,0.047
46,0.026
47,0.095
48,0.383
49,0.065
50,0.002
51,0.151
52,0.043
53,0.259
54,0.04
55,0.151
56,0.094
57,0.542
58,0.139
59,0.075
60,0.004
61,0.044
62,0.012
63,0.24
64,0.174
65,0.017
66,0.059
67,0.076
68,0.038
69,0.019
70,0.219
71,0.483
72,0.385
73,0.573
74,0.267
75,0.039
76,0.396
77,0.369
78,0.34
79,0.057
80,0.022
81,0.073
82,0.156
83,0.371
84,0.2
85,0.023
86,0.568
87,0.01
88,0.095
89,0.415
90,0.054
91,0.201
92,0.033
93,0.3675
94,0.092
95,0.654
96,0.134
97,0.087
98,0.195
99,0.021
100,0.002
101,0.046
102,0.123
103,0.095
104,0.017
105,0.307
106,0.04
107,0.045
108,0.364
109,0.528
110,0.338
111,0.037
112,0.655
113,0.179
114,0.45
115,0.127
116,0.019
117,0.194
118,0.072
119,0.181
120,0.098
121,0.12
122,0.18
123,0.175
124,0.023
125,0.045
126,0.105
127,0.573
128,0.21
129,0.008
130,0.062
131,0.077
132,0.067
133,0.083
134,0.255
135,0.04
136,0.006
137,0.031
138,0.01
139,0.047
140,0.225
141,0.172
142,0.107
143,0.271
144,0.066
145,0.265
146,0.005
147,0.105
148,0.11
149,0.12
150,0.632
151,0.282
152,0.627
153,0.062
154,0.114
155,0.15
156,0.007
157,0.028
158,0.1755
159,0.11
160,0.577
161,0.221
162,0.013
163,0.591
164,0.226
165,0.1205
166,0.138
167,0.004
168,0.025
169,0.018
170,0.263
171,0.006
172,0.113
173,0.109
174,0.416
175,0.081
176,0.054
177,0.016
178,0.167
179,0.265
180,0.009
181,0.004
182,0.161
183,0.024
184,0.011
185,0.019
186,0.144
187,0.247
188,0.1
189,0.002
190,0.275
191,0.203
192,0.119
193,0.097
194,0.379
195,0.021
196,0.242
197,0.162
198,0.097
199,0.152
