,dispersion-pval
0,0.001
1,0.003
2,0.003
3,0.043
4,0.015
5,0.004
6,0.001
7,0.03
8,0.003
9,0.001
10,0.004
11,0.003
12,0.001
13,0.001
14,0.001
15,0.002
16,0.013
17,0.001
18,0.008
19,0.001
20,0.003
21,0.01
22,0.012
23,0.001
24,0.001
25,0.012
26,0.001
27,0.001
28,0.011
29,0.018
30,0.001
31,0.001
32,0.001
33,0.001
34,0.001
35,0.002
36,0.006
37,0.001
38,0.003
39,0.002
40,0.004
41,0.003
42,0.003
43,0.009
44,0.002
45,0.001
46,0.002
47,0.003
48,0.032
49,0.001
50,0.001
51,0.001
52,0.014
53,0.001
54,0.001
55,0.001
56,0.001
57,0.007
58,0.008
59,0.001
60,0.001
61,0.002
62,0.008
63,0.007
64,0.002
65,0.036
66,0.006
67,0.069
68,0.001
69,0.003
70,0.002
71,0.001
72,0.029
73,0.004
74,0.001
75,0.002
76,0.006
77,0.001
78,0.005
79,0.001
80,0.004
81,0.003
82,0.015
83,0.001
84,0.001
85,0.004
86,0.002
87,0.001
88,0.002
89,0.016
90,0.001
91,0.006
92,0.056
93,0.002
94,0.008
95,0.004
96,0.001
97,0.001
98,0.025
99,0.001
100,0.013
101,0.01
102,0.002
103,0.001
104,0.006
105,0.001
106,0.001
107,0.002
108,0.001
109,0.001
110,0.001
111,0.005
112,0.002
113,0.001
114,0.001
115,0.003
116,0.002
117,0.001
118,0.004
119,0.001
120,0.003
121,0.016
122,0.002
123,0.007
124,0.003
125,0.001
126,0.006
127,0.002
128,0.023
129,0.02
130,0.001
131,0.006
132,0.001
133,0.001
134,0.006
135,0.001
136,0.004
137,0.001
138,0.001
139,0.001
140,0.003
141,0.078
142,0.002
143,0.025
144,0.001
145,0.001
146,0.015
147,0.004
148,0.001
149,0.052
150,0.01
151,0.001
152,0.001
153,0.021
154,0.004
155,0.001
156,0.011
157,0.006
158,0.001
159,0.002
160,0.003
161,0.001
162,0.001
163,0.001
164,0.001
165,0.015
166,0.001
167,0.001
168,0.012
169,0.001
170,0.001
171,0.005
172,0.124
173,0.002
174,0.003
175,0.011
176,0.001
177,0.01
178,0.001
179,0.001
180,0.06
181,0.009
182,0.002
183,0.001
184,0.003
185,0.001
186,0.005
187,0.009
188,0.001
189,0.002
190,0.079
191,0.03
192,0.016
193,0.001
194,0.024
195,0.001
196,0.006
197,0.003
198,0.001
199,0.005
200,0.009
201,0.001
202,0.002
203,0.018
204,0.008
205,0.005
206,0.001
207,0.002
208,0.001
209,0.019
210,0.001
211,0.029
212,0.001
213,0.02
214,0.001
215,0.002
216,0.004
217,0.001
218,0.001
219,0.001
220,0.002
221,0.01
222,0.001
223,0.034
224,0.001
225,0.001
226,0.007
227,0.001
228,0.003
229,0.066
230,0.001
231,0.001
232,0.001
233,0.001
234,0.003
235,0.002
236,0.022
237,0.006
238,0.003
239,0.007
240,0.001
241,0.001
242,0.001
243,0.036
244,0.008
245,0.005
246,0.004
247,0.001
248,0.001
249,0.004
250,0.001
251,0.011
252,0.001
253,0.003
254,0.001
255,0.001
256,0.001
257,0.011
258,0.001
259,0.001
260,0.004
261,0.003
262,0.009
263,0.006
264,0.036
265,0.002
266,0.004
267,0.005
268,0.006
269,0.001
270,0.012
271,0.001
272,0.004
273,0.001
274,0.01
275,0.006
276,0.001
277,0.043
278,0.004
279,0.021
280,0.007
281,0.003
282,0.012
283,0.006
284,0.001
285,0.002
286,0.008
287,0.002
288,0.036
289,0.004
290,0.001
291,0.119
292,0.022
293,0.022
294,0.003
295,0.001
296,0.001
297,0.002
298,0.001
299,0.002
300,0.001
301,0.001
302,0.008
303,0.007
304,0.003
305,0.002
306,0.002
307,0.495
308,0.001
309,0.018
310,0.001
311,0.001
312,0.001
313,0.002
314,0.005
315,0.385
316,0.008
317,0.001
318,0.028
319,0.003
320,0.009
321,0.004
322,0.026
323,0.002
324,0.015
325,0.058
326,0.013
327,0.058
328,0.002
329,0.026
330,0.007
331,0.011
332,0.002
333,0.005
334,0.148
335,0.1
336,0.001
337,0.058
338,0.012
339,0.001
340,0.007
341,0.006
342,0.002
343,0.001
344,0.002
345,0.002
346,0.047
347,0.223
348,0.101
349,0.002
350,0.001
351,0.005
352,0.019
353,0.001
354,0.001
355,0.168
356,0.001
357,0.001
358,0.001
359,0.001
360,0.001
361,0.002
362,0.001
363,0.003
364,0.001
365,0.009
366,0.002
367,0.003
368,0.007
369,0.001
370,0.001
371,0.024
372,0.003
373,0.036
374,0.096
375,0.006
376,0.003
377,0.001
378,0.001
379,0.003
380,0.11
381,0.001
382,0.022
383,0.16
384,0.001
385,0.001
386,0.001
387,0.04
388,0.001
389,0.074
390,0.004
391,0.001
392,0.001
393,0.003
394,0.004
395,0.009
396,0.007
397,0.011
398,0.003
399,0.003
400,0.001
401,0.003
402,0.001
403,0.001
404,0.001
405,0.001
406,0.001
407,0.012
408,0.01
409,0.003
410,0.001
411,0.004
412,0.001
413,0.002
414,0.008
415,0.001
416,0.011
417,0.002
418,0.001
419,0.001
420,0.003
421,0.001
422,0.001
423,0.002
424,0.001
425,0.022
426,0.002
427,0.01
428,0.164
429,0.047
430,0.002
431,0.01
432,0.001
433,0.001
434,0.037
435,0.003
436,0.047
437,0.001
438,0.016
439,0.016
440,0.001
441,0.001
442,0.062
443,0.001
444,0.001
445,0.002
446,0.001
447,0.002
448,0.01
449,0.001
450,0.001
451,0.002
452,0.001
453,0.007
454,0.003
455,0.088
456,0.003
457,0.001
458,0.002
459,0.001
460,0.002
461,0.001
462,0.001
463,0.001
464,0.008
465,0.058
466,0.001
467,0.005
468,0.089
469,0.004
470,0.001
471,0.06
472,0.002
473,0.041
474,0.002
475,0.013
476,0.072
477,0.001
478,0.002
479,0.001
480,0.009
481,0.002
482,0.001
483,0.001
484,0.001
485,0.005
486,0.001
487,0.004
488,0.001
489,0.053
490,0.001
491,0.001
492,0.001
493,0.001
494,0.002
495,0.002
496,0.015
497,0.001
498,0.001
499,0.001
500,0.004
501,0.001
502,0.001
503,0.001
504,0.001
505,0.001
506,0.004
507,0.006
508,0.001
509,0.01
510,0.001
511,0.004
512,0.001
513,0.158
514,0.008
515,0.005
516,0.001
517,0.001
518,0.005
519,0.004
520,0.001
521,0.004
522,0.003
523,0.012
524,0.008
525,0.008
526,0.002
527,0.001
528,0.001
529,0.032
530,0.001
531,0.004
532,0.001
533,0.003
534,0.002
535,0.001
536,0.077
537,0.002
538,0.001
539,0.036
540,0.005
541,0.001
542,0.001
543,0.001
544,0.002
545,0.001
546,0.001
547,0.001
548,0.002
549,0.006
550,0.001
551,0.002
552,0.001
553,0.038
554,0.014
555,0.003
556,0.004
557,0.002
558,0.001
559,0.003
560,0.001
561,0.017
562,0.001
563,0.003
564,0.001
565,0.003
566,0.001
567,0.001
568,0.001
569,0.001
570,0.013
571,0.001
572,0.001
573,0.002
574,0.05
