,dispersion-pval
294,0.024
295,0.475
296,0.018
297,0.129
298,0.003
299,0.017
300,0.003
301,0.01
302,0.008
303,0.007
304,0.07
305,0.007
306,0.092
307,0.15
308,0.018
309,0.001
310,0.005
311,0.029
312,0.001
313,0.002
314,0.291
315,0.002
316,0.016
317,0.058
318,0.046
319,0.08
320,0.002
321,0.589
322,0.035
323,0.226
324,0.021
325,0.038
326,0.001
327,0.016
328,0.171
329,0.117
330,0.001
331,0.018
332,0.006
333,0.001
334,0.003
335,0.018
336,0.112
337,0.008
338,0.081
339,0.023
340,0.043
341,0.002
342,0.003
343,0.055
344,0.014
345,0.069
346,0.257
347,0.188
348,0.602
349,0.001
350,0.103
351,0.139
352,0.009
353,0.002
354,0.142
355,0.064
356,0.049
357,0.002
358,0.004
359,0.001
360,0.002
361,0.058
362,0.033
363,0.005
364,0.001
365,0.006
366,0.005
367,0.004
368,0.001
369,0.007
370,0.003
371,0.001
372,0.374
373,0.002
374,0.044
375,0.001
376,0.004
377,0.001
378,0.548
379,0.007
380,0.002
381,0.003
382,0.015
383,0.001
384,0.001
385,0.001
386,0.013
387,0.003
388,0.001
389,0.005
390,0.007
391,0.301
392,0.011
393,0.001
394,0.027
395,0.007
396,0.045
397,0.017
398,0.001
399,0.026
400,0.013
401,0.086
402,0.095
403,0.001
404,0.006
405,0.015
406,0.621
407,0.001
408,0.085
409,0.008
410,0.01
411,0.001
412,0.006
413,0.002
414,0.003
415,0.003
416,0.17
417,0.006
418,0.035
419,0.007
420,0.028
421,0.029
422,0.004
423,0.109
424,0.009
425,0.001
426,0.031
427,0.001
428,0.001
429,0.019
430,0.02
431,0.001
432,0.006
433,0.011
434,0.003
435,0.004
436,0.005
437,0.002
438,0.003
439,0.074
440,0.002
441,0.011
442,0.031
443,0.007
444,0.017
445,0.249
446,0.008
447,0.11
448,0.014
449,0.005
450,0.001
451,0.002
452,0.194
453,0.033
454,0.016
455,0.003
456,0.001
457,0.216
458,0.002
459,0.086
460,0.006
461,0.023
462,0.553
463,0.002
464,0.006
465,0.006
466,0.019
467,0.634
468,0.071
469,0.25
470,0.001
471,0.103
472,0.001
473,0.003
474,0.407
475,0.24
476,0.007
477,0.005
478,0.122
479,0.002
480,0.003
481,0.091
482,0.009
483,0.027
484,0.013
485,0.004
486,0.051
487,0.023
488,0.022
489,0.003
490,0.004
491,0.001
492,0.402
493,0.017
494,0.002
495,0.004
496,0.035
497,0.001
498,0.002
499,0.001
500,0.031
501,0.001
502,0.012
503,0.187
504,0.043
505,0.053
506,0.184
507,0.107
508,0.011
509,0.187
510,0.001
511,0.007
512,0.014
513,0.003
514,0.01
515,0.196
516,0.001
517,0.003
518,0.008
519,0.001
520,0.001
521,0.061
522,0.099
523,0.096
524,0.036
525,0.003
526,0.093
527,0.001
528,0.001
529,0.008
530,0.142
531,0.001
532,0.008
533,0.148
534,0.005
535,0.01
536,0.001
537,0.011
538,0.472
539,0.012
540,0.025
541,0.045
542,0.19
543,0.226
544,0.01
545,0.139
546,0.024
547,0.001
548,0.103
549,0.007
550,0.044
551,0.001
552,0.028
553,0.025
554,0.055
555,0.01
556,0.002
557,0.347
558,0.001
559,0.066
560,0.018
561,0.147
562,0.67
563,0.01
564,0.015
565,0.012
566,0.004
567,0.032
568,0.011
569,0.02
570,0.006
571,0.003
572,0.462
573,0.005
574,0.001
575,0.069
576,0.011
577,0.004
578,0.177
579,0.033
580,0.025
581,0.001
582,0.029
583,0.006
584,0.001
585,0.175
586,0.003
587,0.001
588,0.004
589,0.002
590,0.002
591,0.114
592,0.003
593,0.001
594,0.162
595,0.202
596,0.015
597,0.016
598,0.002
599,0.079
600,0.105
601,0.001
602,0.011
603,0.121
604,0.001
605,0.0075
606,0.017
607,0.046
608,0.007
609,0.177
610,0.2
611,0.149
612,0.017
613,0.029
614,0.001
615,0.054
616,0.003
617,0.128
618,0.026
619,0.11
620,0.087
621,0.178
622,0.003
623,0.002
624,0.215
625,0.181
626,0.065
627,0.009
628,0.017
629,0.005
630,0.185
631,0.001
632,0.006
633,0.005
634,0.047
635,0.096
636,0.012
637,0.017
638,0.042
639,0.04
640,0.001
641,0.092
642,0.192
643,0.001
644,0.002
645,0.002
646,0.009
647,0.097
648,0.013
649,0.128
650,0.078
651,0.236
652,0.025
653,0.177
654,0.01
655,0.003
656,0.019
657,0.002
658,0.039
659,0.001
660,0.011
661,0.014
662,0.031
663,0.002
664,0.151
665,0.137
666,0.005
667,0.008
668,0.231
669,0.016
670,0.122
671,0.023
672,0.017
673,0.267
674,0.175
675,0.001
676,0.005
677,0.008
678,0.002
679,0.014
680,0.001
681,0.021
682,0.093
683,0.001
684,0.072
685,0.031
686,0.001
687,0.001
688,0.014
689,0.014
690,0.007
691,0.01
692,0.002
693,0.002
694,0.007
695,0.001
696,0.266
697,0.001
698,0.002
699,0.026
700,0.103
701,0.001
702,0.129
703,0.13
704,0.004
705,0.002
706,0.001
707,0.067
708,0.038
709,0.006
710,0.638
711,0.017
712,0.006
713,0.009
714,0.002
715,0.001
716,0.015
717,0.004
718,0.621
719,0.05
720,0.136
721,0.008
722,0.027
723,0.041
724,0.002
725,0.107
726,0.007
727,0.044
728,0.05
729,0.001
730,0.019
731,0.003
732,0.021
733,0.002
734,0.038
735,0.1565
736,0.002
737,0.13
738,0.002
739,0.012
740,0.095
741,0.001
742,0.124
743,0.002
744,0.377
745,0.003
746,0.464
747,0.028
748,0.047
749,0.009
750,0.014
751,0.002
752,0.135
753,0.006
754,0.002
755,0.035
756,0.005
757,0.03
758,0.003
759,0.021
760,0.031
761,0.001
762,0.029
763,0.012
764,0.074
765,0.18
766,0.023
767,0.433
768,0.005
769,0.001
770,0.17
771,0.097
772,0.009
773,0.004
774,0.106
775,0.007
776,0.002
777,0.002
778,0.118
779,0.061
780,0.05
781,0.02
782,0.01
783,0.018
784,0.041
785,0.007
786,0.003
787,0.141
788,0.001
789,0.033
790,0.169
791,0.002
792,0.086
793,0.001
794,0.023
795,0.002
796,0.028
797,0.027
798,0.007
799,0.001
800,0.024
801,0.019
802,0.003
803,0.001
804,0.001
805,0.064
806,0.027
807,0.01
808,0.004
809,0.002
810,0.04
811,0.24
812,0.005
813,0.025
814,0.001
815,0.017
816,0.221
817,0.058
818,0.06
819,0.01
820,0.106
821,0.353
822,0.029
823,0.007
824,0.205
825,0.001
826,0.001
827,0.007
828,0.429
829,0.007
830,0.036
831,0.001
832,0.008
833,0.01
834,0.141
835,0.011
836,0.003
837,0.001
838,0.031
839,0.018
840,0.127
841,0.002
842,0.001
843,0.044
844,0.006
845,0.001
846,0.202
847,0.254
848,0.025
849,0.052
850,0.003
851,0.006
852,0.001
853,0.002
854,0.001
855,0.032
856,0.001
857,0.002
858,0.082
859,0.026
860,0.001
861,0.328
862,0.017
863,0.002
864,0.002
865,0.222
866,0.162
867,0.002
868,0.004
869,0.002
870,0.001
871,0.006
872,0.014
873,0.038
874,0.046
875,0.034
876,0.078
877,0.003
878,0.008
879,0.001
880,0.003
881,0.037
882,0.008
883,0.003
884,0.009
885,0.001
886,0.003
887,0.036
888,0.011
889,0.008
890,0.001
891,0.011
892,0.007
893,0.007
894,0.011
895,0.043
896,0.001
897,0.017
898,0.094
899,0.002
900,0.048
901,0.048
902,0.013
903,0.02
904,0.302
905,0.007
906,0.615
907,0.002
908,0.095
909,0.01
910,0.003
911,0.001
912,0.29
913,0.091
914,0.014
915,0.042
916,0.029
917,0.003
918,0.003
919,0.067
920,0.003
921,0.002
922,0.015
923,0.024
924,0.524
925,0.02
926,0.016
927,0.134
928,0.337
929,0.139
930,0.088
931,0.005
932,0.002
933,0.001
934,0.044
935,0.106
936,0.017
937,0.406
938,0.037
939,0.084
940,0.001
941,0.005
942,0.226
943,0.004
944,0.001
945,0.233
946,0.005
947,0.104
948,0.001
949,0.028
950,0.003
951,0.01
952,0.109
953,0.001
954,0.112
955,0.146
956,0.001
957,0.097
958,0.183
959,0.009
960,0.001
961,0.004
962,0.034
963,0.001
964,0.219
965,0.003
966,0.18
967,0.001
968,0.12
969,0.111
970,0.024
971,0.104
972,0.004
973,0.05
974,0.001
975,0.069
976,0.011
977,0.007
978,0.019
979,0.174
980,0.472
981,0.001
982,0.001
983,0.722
984,0.009
985,0.02
986,0.008
987,0.189
988,0.18
989,0.003
990,0.003
991,0.031
992,0.125
993,0.001
994,0.001
995,0.007
996,0.001
997,0.006
998,0.001
999,0.026
