,dispersion-pval
0,0.035
1,0.009
2,0.011
3,0.015
4,0.023
5,0.005
6,0.02
7,0.013
8,0.044
9,0.692
10,0.085
11,0.093
12,0.058
13,0.338
14,0.013
15,0.035
16,0.004
17,0.017
18,0.31
19,0.039
20,0.006
21,0.038
22,0.656
23,0.041
24,0.028
25,0.007
26,0.002
27,0.032
28,0.069
29,0.688
30,0.069
31,0.012
32,0.013
33,0.165
34,0.069
35,0.479
36,0.016
37,0.459
38,0.229
39,0.003
40,0.069
41,0.143
42,0.019
43,0.038
44,0.284
45,0.008
46,0.05
47,0.085
48,0.009
49,0.025
50,0.001
51,0.066
52,0.008
53,0.009
54,0.205
55,0.173
56,0.145
57,0.543
58,0.067
59,0.025
60,0.625
61,0.049
62,0.001
63,0.008
64,0.025
65,0.026
66,0.046
67,0.225
68,0.032
69,0.067
70,0.033
71,0.038
72,0.32
73,0.051
74,0.378
75,0.004
76,0.068
77,0.134
78,0.091
79,0.05
80,0.079
81,0.119
82,0.014
83,0.051
84,0.093
85,0.019
86,0.002
87,0.012
88,0.087
89,0.613
90,0.229
91,0.224
92,0.001
93,0.103
94,0.567
95,0.278
96,0.001
97,0.02
98,0.067
99,0.018
100,0.564
101,0.011
102,0.002
103,0.014
104,0.013
105,0.018
106,0.162
107,0.002
108,0.034
109,0.553
110,0.025
111,0.185
112,0.016
113,0.231
114,0.216
115,0.036
116,0.672
117,0.004
118,0.145
119,0.017
120,0.119
121,0.023
122,0.056
123,0.062
124,0.011
125,0.042
126,0.104
127,0.014
128,0.039
129,0.036
130,0.052
131,0.166
132,0.059
133,0.005
134,0.04
135,0.084
136,0.058
137,0.217
138,0.26
139,0.005
140,0.017
141,0.071
142,0.005
143,0.007
144,0.004
145,0.012
146,0.001
147,0.016
148,0.013
149,0.021
150,0.008
151,0.058
152,0.039
153,0.399
154,0.094
155,0.006
156,0.011
157,0.318
158,0.578
159,0.016
160,0.42
161,0.094
162,0.061
163,0.001
164,0.003
165,0.369
166,0.123
167,0.596
168,0.047
169,0.063
170,0.003
171,0.111
172,0.012
173,0.044
174,0.001
175,0.18
176,0.245
177,0.058
178,0.145
179,0.081
180,0.27
181,0.14
182,0.096
183,0.048
184,0.004
185,0.004
186,0.053
187,0.093
188,0.006
189,0.014
190,0.013
191,0.174
192,0.026
193,0.614
194,0.032
195,0.04
196,0.003
197,0.103
198,0.138
199,0.033
200,0.008
201,0.106
202,0.014
203,0.144
204,0.011
205,0.557
206,0.203
207,0.27
208,0.036
209,0.053
210,0.112
211,0.001
212,0.008
213,0.002
214,0.001
215,0.024
216,0.026
217,0.062
218,0.005
219,0.01
220,0.032
221,0.194
222,0.006
223,0.004
224,0.071
225,0.006
226,0.041
227,0.025
228,0.076
229,0.033
230,0.435
231,0.375
232,0.107
233,0.096
234,0.076
235,0.001
236,0.046
237,0.021
238,0.43
239,0.014
240,0.025
241,0.006
242,0.077
243,0.003
244,0.014
245,0.044
246,0.046
247,0.281
248,0.356
249,0.288
250,0.007
251,0.094
252,0.026
253,0.009
254,0.305
255,0.034
256,0.004
257,0.06
258,0.044
259,0.571
260,0.02
261,0.004
262,0.008
263,0.005
264,0.092
265,0.135
266,0.151
267,0.01
268,0.032
269,0.001
270,0.055
271,0.152
272,0.003
273,0.01
274,0.005
275,0.008
276,0.006
277,0.135
278,0.09
279,0.021
280,0.026
281,0.144
282,0.027
283,0.004
284,0.524
285,0.008
286,0.052
287,0.28
288,0.003
289,0.135
290,0.017
291,0.026
292,0.008
293,0.416
294,0.239
295,0.154
296,0.05
297,0.017
298,0.007
299,0.095
300,0.032
301,0.25
302,0.071
303,0.116
304,0.459
305,0.029
306,0.14
307,0.05
308,0.022
309,0.138
310,0.143
311,0.163
312,0.204
313,0.001
314,0.104
315,0.011
316,0.001
317,0.014
318,0.007
319,0.028
320,0.029
321,0.034
322,0.391
323,0.009
324,0.018
325,0.044
326,0.104
327,0.15
328,0.198
329,0.424
330,0.161
331,0.059
332,0.132
333,0.025
334,0.521
335,0.055
336,0.011
337,0.037
338,0.237
339,0.301
340,0.013
341,0.077
342,0.129
343,0.007
344,0.1115
345,0.129
346,0.614
347,0.147
348,0.038
349,0.046
350,0.012
351,0.031
352,0.003
353,0.013
354,0.007
355,0.002
356,0.133
357,0.003
358,0.008
359,0.019
360,0.231
361,0.005
362,0.069
363,0.089
364,0.017
365,0.032
366,0.003
367,0.004
368,0.024
369,0.07
370,0.06
371,0.014
372,0.04
373,0.174
374,0.001
375,0.284
376,0.053
377,0.032
378,0.056
379,0.02
380,0.117
381,0.361
382,0.15
383,0.12
384,0.002
385,0.187
386,0.013
387,0.02
388,0.001
389,0.046
390,0.014
391,0.038
392,0.121
393,0.02
