,dispersion-pval
0,0.001
1,0.001
2,0.001
3,0.001
4,0.001
5,0.001
6,0.001
7,0.001
8,0.001
9,0.002
10,0.001
11,0.001
12,0.002
13,0.001
14,0.001
15,0.001
16,0.001
17,0.001
18,0.001
19,0.002
20,0.001
21,0.002
22,0.006
23,0.002
24,0.001
25,0.005
26,0.001
27,0.001
28,0.002
29,0.004
30,0.003
31,0.011
32,0.001
33,0.003
34,0.001
35,0.004
36,0.004
37,0.009
38,0.012
39,0.001
40,0.002
41,0.001
42,0.001
43,0.007
44,0.001
45,0.004
46,0.001
47,0.007
48,0.008
49,0.001
50,0.006
51,0.001
52,0.001
53,0.002
54,0.006
55,0.002
56,0.001
57,0.001
58,0.051
59,0.052
60,0.001
61,0.001
62,0.001
63,0.01
64,0.002
65,0.022
66,0.005
67,0.001
68,0.001
69,0.015
70,0.001
71,0.001
72,0.014
73,0.001
74,0.001
75,0.001
76,0.001
77,0.001
78,0.061
79,0.002
80,0.001
81,0.003
82,0.001
83,0.001
84,0.001
85,0.001
86,0.001
87,0.009
88,0.003
89,0.001
90,0.005
91,0.001
92,0.001
93,0.004
94,0.007
95,0.001
96,0.001
97,0.002
98,0.006
99,0.004
100,0.002
101,0.001
102,0.002
103,0.001
104,0.001
105,0.001
106,0.001
107,0.012
108,0.005
109,0.022
110,0.001
111,0.001
112,0.001
113,0.001
114,0.001
115,0.009
116,0.001
117,0.005
118,0.004
119,0.01
120,0.001
121,0.001
122,0.001
123,0.001
124,0.002
125,0.001
126,0.002
127,0.001
128,0.001
129,0.007
130,0.002
131,0.001
132,0.001
133,0.004
134,0.002
135,0.002
136,0.001
137,0.001
138,0.001
139,0.003
140,0.001
141,0.006
142,0.004
143,0.001
144,0.011
145,0.001
146,0.001
147,0.001
148,0.001
149,0.001
150,0.001
151,0.001
152,0.001
153,0.001
154,0.005
155,0.001
156,0.001
157,0.001
158,0.001
159,0.02
160,0.002
161,0.001
162,0.001
163,0.003
164,0.005
165,0.001
166,0.001
167,0.001
168,0.007
169,0.003
170,0.001
171,0.022
172,0.004
173,0.001
174,0.001
175,0.001
176,0.001
177,0.002
178,0.001
179,0.001
180,0.005
181,0.001
182,0.001
183,0.012
184,0.001
185,0.001
186,0.002
187,0.001
188,0.001
189,0.003
190,0.001
191,0.001
192,0.004
193,0.001
194,0.009
195,0.019
196,0.001
197,0.001
198,0.001
199,0.003
200,0.001
201,0.001
202,0.001
203,0.001
204,0.138
205,0.008
206,0.001
207,0.001
208,0.002
209,0.001
210,0.001
211,0.001
212,0.001
213,0.001
214,0.001
215,0.001
216,0.001
217,0.001
218,0.002
219,0.001
220,0.001
221,0.005
222,0.004
223,0.002
224,0.065
225,0.002
226,0.001
227,0.001
228,0.001
229,0.008
230,0.009
231,0.001
232,0.002
233,0.001
234,0.006
235,0.001
236,0.001
237,0.005
238,0.001
239,0.013
240,0.002
241,0.001
242,0.001
243,0.001
244,0.001
245,0.001
246,0.012
247,0.008
248,0.001
249,0.012
250,0.01
251,0.001
252,0.002
253,0.029
254,0.001
255,0.001
256,0.002
257,0.002
258,0.004
259,0.007
260,0.003
261,0.001
262,0.001
263,0.001
264,0.001
265,0.001
266,0.001
267,0.02
268,0.002
269,0.04
270,0.004
271,0.001
272,0.001
273,0.001
274,0.003
275,0.018
276,0.001
277,0.001
278,0.001
279,0.002
280,0.001
281,0.057
282,0.03
283,0.001
284,0.001
285,0.001
286,0.003
287,0.001
288,0.001
289,0.001
290,0.001
291,0.001
292,0.001
293,0.001
294,0.008
295,0.001
296,0.001
297,0.001
298,0.005
299,0.001
300,0.008
301,0.043
302,0.001
303,0.002
304,0.002
305,0.024
306,0.005
307,0.001
308,0.006
309,0.001
310,0.001
311,0.003
312,0.001
313,0.013
314,0.001
315,0.001
316,0.001
317,0.006
318,0.024
319,0.003
320,0.001
321,0.001
322,0.001
323,0.001
324,0.001
325,0.005
326,0.001
327,0.001
328,0.001
329,0.001
330,0.003
331,0.011
332,0.001
333,0.001
334,0.001
335,0.001
336,0.001
337,0.001
338,0.001
339,0.014
340,0.003
341,0.001
342,0.001
343,0.001
344,0.001
345,0.001
346,0.001
347,0.001
348,0.001
349,0.001
350,0.004
351,0.001
352,0.001
353,0.001
