,dispersion-pval
0,0.004
1,0.325
2,0.184
3,0.2
4,0.081
5,0.052
6,0.738
7,0.058
8,0.195
9,0.044
10,0.133
11,0.446
12,0.5925
13,0.008
14,0.586
15,0.11
16,0.191
17,0.721
18,0.303
19,0.092
20,0.02
21,0.703
22,0.281
23,0.013
24,0.014
25,0.403
26,0.58
27,0.2895
28,0.005
29,0.112
30,0.418
31,0.249
32,0.295
33,0.486
34,0.016
35,0.094
36,0.242
37,0.264
38,0.392
39,0.72
40,0.094
41,0.026
42,0.173
43,0.321
44,0.004
45,0.005
46,0.115
47,0.24
48,0.042
49,0.045
50,0.589
51,0.021
52,0.005
53,0.004
54,0.003
55,0.035
56,0.084
57,0.518
58,0.007
59,0.13
60,0.577
61,0.03
62,0.366
63,0.556
64,0.173
65,0.069
66,0.523
67,0.57
68,0.031
69,0.241
70,0.163
71,0.135
72,0.416
73,0.692
74,0.102
75,0.467
76,0.399
77,0.012
78,0.021
79,0.003
80,0.271
81,0.146
82,0.456
83,0.041
84,0.242
85,0.131
86,0.031
87,0.157
88,0.445
89,0.006
90,0.037
91,0.031
92,0.134
93,0.106
94,0.158
95,0.733
96,0.023
97,0.065
98,0.406
99,0.002
100,0.1
101,0.164
102,0.091
103,0.042
104,0.039
105,0.062
106,0.612
107,0.055
108,0.118
109,0.02
110,0.492
111,0.563
112,0.718
113,0.032
114,0.204
115,0.406
116,0.101
117,0.719
118,0.389
119,0.012
120,0.314
121,0.073
122,0.636
123,0.009
124,0.448
125,0.19
126,0.212
127,0.382
128,0.52
129,0.027
130,0.055
131,0.357
132,0.102
133,0.219
134,0.007
135,0.001
136,0.644
137,0.654
138,0.055
139,0.696
140,0.671
141,0.009
142,0.074
143,0.353
144,0.352
145,0.113
146,0.005
147,0.05
148,0.484
149,0.114
150,0.031
151,0.045
152,0.064
153,0.047
154,0.006
155,0.398
156,0.097
157,0.722
158,0.353
159,0.678
160,0.194
161,0.006
162,0.005
163,0.393
164,0.003
165,0.548
166,0.047
167,0.015
168,0.044
169,0.361
170,0.708
171,0.304
172,0.55
173,0.708
174,0.063
175,0.561
176,0.281
177,0.248
178,0.339
179,0.176
180,0.439
181,0.244
182,0.058
183,0.021
184,0.174
185,0.008
186,0.327
187,0.053
188,0.036
189,0.722
190,0.017
191,0.248
192,0.009
193,0.238
194,0.204
195,0.473
196,0.263
197,0.17
198,0.494
199,0.115
200,0.333
201,0.157
202,0.148
203,0.03
204,0.198
205,0.002
206,0.339
207,0.266
208,0.289
209,0.039
210,0.026
211,0.549
212,0.586
213,0.615
214,0.557
215,0.023
216,0.405
217,0.075
218,0.019
219,0.038
220,0.025
221,0.004
222,0.038
223,0.231
224,0.406
225,0.044
226,0.441
227,0.038
228,0.057
229,0.412
230,0.316
231,0.047
232,0.103
233,0.432
234,0.097
235,0.135
236,0.452
237,0.282
238,0.295
239,0.061
240,0.045
241,0.002
242,0.02
243,0.586
244,0.118
245,0.139
246,0.668
247,0.003
248,0.283
249,0.043
250,0.429
251,0.576
252,0.597
253,0.019
254,0.266
255,0.182
256,0.039
257,0.047
258,0.008
259,0.058
260,0.083
261,0.164
262,0.207
263,0.473
264,0.673
265,0.227
266,0.2
267,0.096
268,0.462
269,0.365
270,0.019
271,0.651
272,0.041
273,0.036
274,0.002
275,0.001
276,0.403
277,0.029
278,0.119
279,0.217
280,0.052
281,0.089
282,0.46
283,0.009
284,0.178
285,0.083
286,0.199
287,0.237
288,0.006
289,0.117
290,0.018
291,0.126
292,0.111
293,0.034
294,0.17
295,0.62
296,0.005
297,0.085
298,0.006
299,0.109
300,0.384
301,0.652
302,0.024
303,0.055
304,0.043
305,0.032
306,0.034
307,0.661
308,0.024
309,0.66
310,0.273
311,0.532
312,0.187
313,0.561
314,0.307
315,0.136
316,0.235
317,0.02
318,0.268
319,0.008
320,0.411
321,0.04
322,0.337
323,0.0655
324,0.205
325,0.236
326,0.036
327,0.681
328,0.299
329,0.083
330,0.411
331,0.67
332,0.018
333,0.15
334,0.685
335,0.542
336,0.014
337,0.088
338,0.053
339,0.23
340,0.022
341,0.109
342,0.182
343,0.381
344,0.066
345,0.398
346,0.009
347,0.271
348,0.15
349,0.226
350,0.712
351,0.704
352,0.366
353,0.272
354,0.036
355,0.154
356,0.712
357,0.168
358,0.192
359,0.002
360,0.151
361,0.187
362,0.362
363,0.642
364,0.048
365,0.527
366,0.059
367,0.05
368,0.061
369,0.048
370,0.015
371,0.226
372,0.025
373,0.225
374,0.109
375,0.003
376,0.149
377,0.145
378,0.635
379,0.662
380,0.226
381,0.6
382,0.191
383,0.002
384,0.12
385,0.219
386,0.017
387,0.606
388,0.007
389,0.163
390,0.023
391,0.225
392,0.026
393,0.494
394,0.086
395,0.476
396,0.376
397,0.001
398,0.687
399,0.393
400,0.674
401,0.029
402,0.021
403,0.501
404,0.159
405,0.122
406,0.027
407,0.006
408,0.035
409,0.149
410,0.165
411,0.09
412,0.232
413,0.051
414,0.023
415,0.124
416,0.024
417,0.065
418,0.627
419,0.41
420,0.426
421,0.007
422,0.746
423,0.351
424,0.499
425,0.165
426,0.276
427,0.697
428,0.707
429,0.729
430,0.269
431,0.024
432,0.657
433,0.06
434,0.188
435,0.541
436,0.702
437,0.02
438,0.144
439,0.336
440,0.538
441,0.42
442,0.108
443,0.353
444,0.123
445,0.027
446,0.018
447,0.068
448,0.11
449,0.488
450,0.3735
451,0.156
452,0.471
453,0.018
454,0.002
455,0.316
456,0.142
457,0.525
458,0.186
459,0.028
460,0.137
461,0.121
462,0.392
463,0.367
464,0.04
465,0.014
