,dispersion-pval
0,0.001
1,0.002
2,0.001
3,0.001
4,0.001
5,0.001
6,0.014
7,0.001
8,0.001
9,0.004
10,0.055
11,0.004
12,0.001
13,0.002
14,0.001
15,0.001
16,0.001
17,0.001
18,0.023
19,0.001
20,0.018
21,0.001
22,0.001
23,0.001
24,0.002
25,0.001
26,0.001
27,0.001
28,0.001
29,0.001
30,0.004
31,0.001
32,0.001
33,0.002
34,0.001
35,0.001
36,0.001
37,0.001
38,0.001
39,0.001
40,0.001
41,0.001
42,0.001
43,0.001
44,0.003
45,0.001
46,0.001
47,0.001
48,0.001
49,0.001
50,0.003
51,0.001
52,0.001
53,0.006
54,0.001
55,0.001
56,0.001
57,0.001
58,0.001
59,0.004
60,0.001
61,0.001
62,0.001
63,0.001
64,0.003
65,0.001
66,0.001
67,0.001
68,0.001
69,0.001
70,0.001
71,0.002
72,0.001
73,0.001
74,0.001
75,0.001
76,0.001
77,0.001
78,0.002
79,0.013
80,0.001
81,0.002
82,0.003
83,0.001
84,0.001
85,0.001
86,0.001
87,0.006
88,0.001
89,0.003
90,0.001
91,0.001
92,0.001
93,0.001
94,0.001
95,0.001
96,0.001
97,0.001
98,0.011
99,0.001
100,0.001
101,0.034
102,0.002
103,0.001
104,0.001
105,0.001
106,0.001
107,0.001
108,0.001
109,0.001
110,0.012
111,0.001
112,0.001
113,0.002
114,0.011
115,0.002
116,0.004
117,0.005
118,0.001
119,0.001
120,0.002
121,0.001
122,0.001
123,0.005
124,0.002
125,0.001
126,0.004
127,0.001
128,0.001
129,0.013
130,0.001
131,0.013
132,0.004
133,0.001
134,0.001
135,0.001
136,0.001
137,0.001
138,0.001
139,0.003
140,0.003
141,0.006
142,0.001
143,0.001
144,0.001
145,0.001
146,0.001
147,0.001
148,0.001
149,0.001
150,0.001
151,0.001
152,0.001
153,0.001
154,0.001
155,0.007
156,0.001
157,0.001
158,0.001
159,0.003
160,0.006
161,0.001
162,0.017
163,0.001
164,0.001
165,0.004
166,0.001
167,0.001
168,0.001
169,0.001
170,0.001
171,0.001
172,0.001
173,0.049
174,0.004
175,0.001
176,0.001
177,0.038
178,0.006
179,0.001
180,0.001
181,0.002
182,0.024
183,0.001
184,0.001
185,0.001
186,0.001
187,0.001
188,0.001
189,0.001
190,0.001
191,0.001
192,0.001
193,0.001
194,0.001
195,0.004
196,0.001
197,0.016
198,0.008
199,0.003
200,0.001
201,0.001
202,0.013
203,0.001
204,0.001
205,0.001
206,0.001
207,0.049
208,0.001
209,0.001
210,0.001
211,0.001
212,0.001
213,0.011
214,0.001
215,0.003
216,0.001
217,0.001
218,0.019
219,0.003
220,0.005
221,0.006
222,0.001
223,0.001
224,0.002
225,0.004
226,0.001
227,0.021
228,0.002
229,0.002
230,0.001
231,0.001
232,0.005
233,0.001
234,0.003
235,0.001
236,0.001
237,0.001
238,0.003
239,0.081
240,0.002
241,0.003
242,0.009
243,0.004
244,0.001
245,0.016
246,0.002
247,0.001
248,0.001
249,0.001
250,0.005
251,0.001
252,0.001
253,0.001
254,0.001
255,0.018
256,0.001
257,0.001
258,0.002
259,0.001
260,0.001
261,0.001
262,0.006
263,0.072
264,0.001
265,0.002
266,0.001
267,0.002
268,0.03
269,0.005
270,0.002
271,0.023
272,0.001
273,0.001
274,0.001
275,0.001
276,0.001
277,0.001
278,0.001
279,0.018
280,0.001
281,0.001
282,0.001
283,0.001
284,0.004
285,0.002
286,0.001
287,0.001
288,0.001
289,0.001
290,0.001
291,0.001
292,0.006
293,0.015
294,0.003
295,0.001
296,0.001
297,0.001
298,0.001
299,0.002
300,0.005
301,0.001
302,0.001
303,0.001
304,0.002
305,0.001
306,0.008
307,0.037
308,0.002
309,0.001
310,0.003
311,0.001
312,0.001
313,0.002
314,0.001
315,0.011
316,0.002
317,0.001
318,0.002
319,0.001
320,0.001
321,0.001
322,0.048
323,0.001
324,0.004
325,0.001
326,0.001
327,0.002
328,0.001
329,0.005
330,0.002
331,0.001
332,0.001
333,0.001
334,0.001
335,0.001
336,0.001
337,0.009
338,0.001
339,0.008
340,0.003
341,0.001
342,0.001
343,0.001
344,0.001
345,0.001
346,0.001
347,0.002
348,0.002
349,0.012
350,0.001
351,0.001
352,0.001
353,0.001
354,0.002
355,0.001
356,0.001
357,0.001
358,0.001
359,0.004
360,0.001
361,0.001
362,0.001
363,0.001
364,0.001
365,0.001
366,0.001
367,0.002
368,0.007
369,0.002
370,0.001
371,0.001
372,0.003
373,0.001
374,0.001
375,0.001
376,0.001
377,0.003
378,0.001
379,0.001
380,0.002
381,0.001
382,0.002
383,0.001
384,0.001
385,0.003
386,0.002
387,0.017
388,0.001
389,0.001
390,0.001
391,0.001
392,0.018
393,0.001
394,0.001
395,0.001
396,0.001
397,0.001
398,0.001
399,0.001
400,0.001
401,0.001
402,0.001
403,0.004
404,0.014
405,0.001
406,0.004
407,0.001
408,0.001
409,0.001
410,0.001
