,dispersion-pval
226,0.004
227,0.018
228,0.006
229,0.083
230,0.024
231,0.171
232,0.107
233,0.566
234,0.266
235,0.253
236,0.007
237,0.228
238,0.06
239,0.209
240,0.041
241,0.133
242,0.193
243,0.061
244,0.202
245,0.017
246,0.269
247,0.032
248,0.238
249,0.149
250,0.161
251,0.694
252,0.16
253,0.05
254,0.537
255,0.011
256,0.27
257,0.074
258,0.457
259,0.009
260,0.737
261,0.038
262,0.02
263,0.299
264,0.127
265,0.428
266,0.068
267,0.514
268,0.027
269,0.238
270,0.057
271,0.465
272,0.092
273,0.298
274,0.001
275,0.58
276,0.292
277,0.244
278,0.05
279,0.007
280,0.014
281,0.47
282,0.279
283,0.243
284,0.494
285,0.622
286,0.625
287,0.009
288,0.036
289,0.265
290,0.737
291,0.021
292,0.108
293,0.09
294,0.599
295,0.494
296,0.032
297,0.101
298,0.173
299,0.065
300,0.73
301,0.141
302,0.408
303,0.352
304,0.168
305,0.023
306,0.071
307,0.094
308,0.01
309,0.011
310,0.001
311,0.147
312,0.7
313,0.005
314,0.019
315,0.005
316,0.009
317,0.121
318,0.586
319,0.203
320,0.001
321,0.066
322,0.279
323,0.139
324,0.562
325,0.094
326,0.143
327,0.004
328,0.392
329,0.045
330,0.264
331,0.264
332,0.225
333,0.081
334,0.051
335,0.302
336,0.134
337,0.489
338,0.289
339,0.059
340,0.044
341,0.524
342,0.004
343,0.186
344,0.02
345,0.007
346,0.215
347,0.003
348,0.026
349,0.097
350,0.012
351,0.117
352,0.029
353,0.139
354,0.021
355,0.004
356,0.253
357,0.245
358,0.715
359,0.402
360,0.503
361,0.49
362,0.164
363,0.224
364,0.006
365,0.686
366,0.011
367,0.042
368,0.064
369,0.268
370,0.722
371,0.084
372,0.003
373,0.137
374,0.243
375,0.156
376,0.047
377,0.18
378,0.001
379,0.014
380,0.32
381,0.214
382,0.761
383,0.027
384,0.419
385,0.073
386,0.182
387,0.317
388,0.016
389,0.271
390,0.006
391,0.103
392,0.325
393,0.397
394,0.075
395,0.121
396,0.509
397,0.014
398,0.187
399,0.312
400,0.009
401,0.481
402,0.007
403,0.189
404,0.001
405,0.004
406,0.491
407,0.204
408,0.65
409,0.005
410,0.042
411,0.145
412,0.058
413,0.08
414,0.002
415,0.001
416,0.615
417,0.003
418,0.049
419,0.109
420,0.399
421,0.011
422,0.279
423,0.18
424,0.019
425,0.052
426,0.23
427,0.328
428,0.022
429,0.19
430,0.713
431,0.4
432,0.06
433,0.127
434,0.007
435,0.3015
436,0.682
437,0.461
438,0.01
439,0.02
440,0.372
441,0.002
442,0.071
443,0.724
444,0.72
445,0.071
446,0.108
447,0.293
448,0.702
449,0.177
450,0.012
451,0.016
452,0.004
453,0.141
454,0.04
455,0.01
456,0.749
457,0.223
458,0.679
459,0.212
460,0.002
461,0.265
462,0.011
463,0.043
464,0.003
465,0.108
466,0.007
467,0.015
468,0.412
469,0.315
470,0.036
471,0.008
472,0.013
473,0.608
474,0.015
475,0.169
476,0.127
477,0.002
478,0.36
479,0.135
480,0.127
481,0.383
482,0.302
483,0.044
484,0.045
485,0.345
486,0.201
487,0.1525
488,0.136
489,0.016
490,0.018
491,0.055
492,0.02
493,0.115
494,0.377
495,0.046
496,0.133
497,0.026
498,0.201
499,0.007
500,0.095
501,0.057
502,0.087
503,0.079
504,0.001
505,0.036
506,0.083
507,0.097
508,0.05
509,0.002
510,0.001
511,0.604
512,0.226
513,0.08
514,0.078
515,0.14
516,0.345
517,0.009
518,0.215
519,0.385
520,0.047
521,0.165
522,0.097
523,0.167
524,0.011
525,0.05
526,0.001
527,0.135
528,0.33
529,0.044
530,0.006
531,0.01
532,0.015
533,0.008
534,0.361
535,0.612
536,0.014
537,0.056
538,0.017
539,0.254
540,0.017
541,0.024
542,0.068
543,0.081
544,0.084
545,0.74
546,0.022
547,0.086
548,0.046
549,0.034
550,0.009
551,0.045
552,0.019
553,0.03
554,0.176
555,0.04
556,0.001
557,0.001
558,0.001
559,0.051
560,0.618
561,0.275
562,0.011
563,0.241
564,0.083
565,0.427
566,0.109
567,0.162
568,0.005
569,0.004
570,0.077
571,0.699
572,0.116
573,0.002
574,0.016
575,0.034
576,0.055
577,0.043
578,0.111
579,0.314
580,0.003
581,0.028
582,0.057
583,0.02
584,0.014
585,0.002
586,0.002
587,0.04
588,0.593
589,0.194
590,0.004
591,0.072
592,0.381
593,0.688
594,0.014
595,0.001
596,0.065
597,0.003
598,0.144
599,0.002
600,0.037
601,0.037
602,0.013
603,0.282
604,0.188
605,0.717
606,0.024
607,0.109
608,0.034
609,0.004
610,0.514
611,0.004
612,0.001
613,0.044
614,0.209
615,0.051
616,0.393
617,0.697
618,0.006
619,0.517
620,0.064
621,0.043
622,0.685
623,0.048
624,0.009
625,0.733
626,0.033
627,0.103
628,0.73
629,0.001
630,0.027
631,0.031
632,0.633
633,0.065
634,0.494
635,0.074
636,0.136
637,0.041
638,0.64
639,0.037
640,0.025
641,0.051
642,0.004
643,0.673
644,0.116
645,0.262
646,0.025
647,0.006
648,0.662
649,0.337
650,0.21
651,0.611
652,0.001
653,0.083
654,0.05
655,0.509
656,0.143
657,0.13
658,0.216
659,0.001
660,0.726
661,0.024
662,0.146
663,0.007
664,0.069
665,0.142
666,0.439
667,0.042
668,0.099
669,0.019
670,0.06
671,0.129
672,0.412
673,0.037
674,0.639
675,0.382
676,0.151
677,0.183
678,0.07
679,0.037
680,0.002
681,0.013
682,0.019
683,0.518
684,0.016
685,0.419
686,0.171
687,0.214
688,0.543
689,0.03
690,0.014
691,0.053
692,0.112
693,0.006
694,0.218
695,0.112
696,0.093
697,0.043
698,0.132
699,0.04
700,0.104
701,0.001
702,0.03
703,0.3
704,0.021
705,0.119
706,0.156
707,0.039
708,0.023
709,0.074
710,0.063
711,0.108
712,0.151
713,0.154
714,0.017
715,0.225
716,0.459
717,0.414
718,0.083
719,0.002
720,0.064
721,0.011
722,0.02
723,0.595
724,0.267
725,0.227
726,0.129
727,0.211
728,0.024
729,0.072
730,0.481
731,0.023
732,0.372
733,0.179
734,0.019
735,0.214
736,0.396
737,0.004
738,0.062
739,0.043
740,0.003
741,0.07
742,0.187
743,0.382
744,0.001
745,0.475
746,0.461
747,0.302
748,0.008
749,0.08
750,0.117
751,0.096
752,0.265
753,0.345
754,0.726
755,0.081
756,0.701
757,0.213
758,0.297
759,0.021
760,0.265
761,0.291
762,0.116
763,0.001
764,0.044
765,0.564
766,0.095
767,0.216
768,0.198
769,0.008
770,0.12
771,0.006
772,0.225
773,0.001
774,0.009
775,0.17
776,0.056
777,0.178
778,0.12
779,0.009
780,0.008
781,0.664
782,0.084
783,0.457
784,0.024
785,0.052
786,0.724
787,0.604
788,0.274
789,0.43
790,0.685
791,0.012
792,0.267
793,0.001
794,0.695
795,0.49
796,0.106
797,0.251
798,0.514
799,0.611
800,0.214
801,0.254
802,0.003
803,0.043
804,0.017
805,0.339
806,0.192
807,0.023
808,0.019
809,0.0235
810,0.255
811,0.144
812,0.555
813,0.136
814,0.005
815,0.028
816,0.005
817,0.012
818,0.093
819,0.105
820,0.002
821,0.195
822,0.063
823,0.32
824,0.009
825,0.024
826,0.072
827,0.023
828,0.006
829,0.065
830,0.326
831,0.205
832,0.398
833,0.073
834,0.353
835,0.197
836,0.423
837,0.019
838,0.176
839,0.065
840,0.003
841,0.241
842,0.129
843,0.534
844,0.08
845,0.729
846,0.097
847,0.484
848,0.363
849,0.079
850,0.021
851,0.151
852,0.085
853,0.103
854,0.484
855,0.556
856,0.084
857,0.262
858,0.309
859,0.315
860,0.03
861,0.412
862,0.526
863,0.021
864,0.718
865,0.519
866,0.093
867,0.596
868,0.013
869,0.322
870,0.004
871,0.012
872,0.011
873,0.015
874,0.055
875,0.44
876,0.061
877,0.283
878,0.151
879,0.498
880,0.199
881,0.176
882,0.009
883,0.307
884,0.019
885,0.07
886,0.277
887,0.134
888,0.004
889,0.041
890,0.275
891,0.748
892,0.011
893,0.035
894,0.136
895,0.014
896,0.21
897,0.055
898,0.575
899,0.146
900,0.315
901,0.027
902,0.725
903,0.062
904,0.12
905,0.135
906,0.17
907,0.615
908,0.078
909,0.514
910,0.018
911,0.227
912,0.174
913,0.176
914,0.001
915,0.019
916,0.093
917,0.007
918,0.017
919,0.006
920,0.323
921,0.597
922,0.437
923,0.75
924,0.068
925,0.031
926,0.115
927,0.224
928,0.087
929,0.018
930,0.007
931,0.262
932,0.677
933,0.02
934,0.21
935,0.006
936,0.514
937,0.107
938,0.008
939,0.071
940,0.179
941,0.171
942,0.121
943,0.087
944,0.12
945,0.311
946,0.043
947,0.044
948,0.56
949,0.383
950,0.011
951,0.657
952,0.243
953,0.473
954,0.034
955,0.3
956,0.017
957,0.304
958,0.008
959,0.065
960,0.039
961,0.124
962,0.048
963,0.021
964,0.741
965,0.633
966,0.001
967,0.081
968,0.02
969,0.426
970,0.276
971,0.025
972,0.671
973,0.259
974,0.459
975,0.745
976,0.046
977,0.002
978,0.211
979,0.067
980,0.026
981,0.034
982,0.07
983,0.036
984,0.011
985,0.397
986,0.041
987,0.019
988,0.583
989,0.723
990,0.114
991,0.009
992,0.002
993,0.633
994,0.05
995,0.734
996,0.089
997,0.032
998,0.064
999,0.06
