,dispersion-pval
0,0.593
1,0.5815
2,0.089
3,0.175
4,0.006
5,0.658
6,0.101
7,0.011
8,0.261
9,0.069
10,0.012
11,0.039
12,0.052
13,0.055
14,0.08
15,0.555
16,0.421
17,0.051
18,0.253
19,0.421
20,0.43
21,0.191
22,0.146
23,0.026
24,0.073
25,0.04
26,0.354
27,0.426
28,0.112
29,0.006
30,0.003
31,0.047
32,0.5
33,0.456
34,0.06
35,0.001
36,0.003
37,0.096
38,0.095
39,0.021
40,0.136
41,0.143
42,0.19
43,0.089
44,0.581
45,0.088
46,0.106
47,0.071
48,0.012
49,0.013
50,0.084
51,0.359
52,0.024
53,0.007
54,0.616
55,0.662
56,0.111
57,0.069
58,0.009
59,0.047
60,0.026
61,0.527
62,0.17
63,0.012
64,0.028
65,0.353
66,0.107
67,0.173
68,0.025
69,0.192
70,0.618
71,0.479
72,0.278
73,0.008
74,0.437
75,0.051
76,0.354
77,0.612
78,0.046
79,0.016
80,0.027
81,0.162
82,0.01
83,0.003
84,0.043
85,0.136
86,0.128
87,0.059
88,0.402
89,0.013
90,0.003
91,0.025
92,0.001
93,0.023
94,0.009
95,0.079
96,0.353
97,0.004
98,0.135
99,0.302
100,0.013
101,0.016
102,0.33
103,0.166
104,0.087
105,0.043
106,0.041
107,0.138
108,0.011
109,0.144
110,0.108
111,0.015
112,0.08
113,0.695
114,0.001
115,0.058
116,0.069
117,0.08
118,0.007
119,0.185
120,0.168
121,0.025
122,0.038
123,0.274
124,0.037
125,0.305
126,0.02
127,0.265
128,0.029
129,0.374
130,0.073
131,0.32
132,0.098
133,0.064
134,0.021
135,0.023
136,0.306
137,0.036
138,0.035
139,0.042
140,0.675
141,0.138
142,0.02
143,0.15
144,0.117
145,0.003
146,0.011
147,0.033
148,0.112
149,0.002
150,0.251
151,0.047
152,0.011
153,0.433
154,0.04
155,0.076
156,0.605
157,0.037
158,0.596
159,0.034
160,0.122
161,0.136
162,0.095
163,0.115
164,0.078
165,0.618
166,0.294
167,0.523
168,0.329
169,0.089
170,0.261
171,0.254
172,0.007
173,0.661
174,0.395
175,0.197
176,0.034
177,0.245
178,0.015
179,0.162
180,0.228
181,0.002
182,0.216
183,0.408
184,0.406
185,0.11
186,0.059
187,0.38
188,0.033
189,0.188
190,0.485
191,0.41
192,0.058
193,0.499
194,0.076
195,0.015
196,0.035
197,0.405
198,0.007
199,0.08
200,0.089
201,0.343
202,0.013
203,0.07
204,0.033
205,0.004
206,0.058
207,0.625
208,0.141
209,0.585
210,0.032
211,0.015
212,0.187
213,0.269
214,0.227
215,0.14
216,0.117
217,0.064
218,0.231
219,0.008
220,0.184
221,0.256
222,0.578
223,0.279
224,0.021
225,0.027
226,0.026
227,0.317
228,0.141
229,0.022
230,0.272
231,0.008
232,0.108
233,0.035
234,0.2
235,0.101
236,0.537
237,0.658
238,0.004
239,0.074
240,0.171
241,0.007
242,0.006
243,0.083
244,0.038
245,0.429
246,0.041
247,0.137
248,0.088
249,0.087
250,0.109
251,0.387
252,0.214
253,0.23
254,0.093
255,0.126
256,0.059
257,0.008
258,0.18
259,0.089
260,0.17
261,0.431
262,0.041
263,0.103
264,0.189
265,0.219
266,0.102
267,0.083
268,0.067
269,0.129
270,0.126
271,0.001
272,0.028
273,0.025
274,0.013
275,0.006
276,0.009
277,0.005
278,0.092
279,0.052
280,0.397
281,0.699
282,0.054
283,0.485
284,0.616
285,0.125
286,0.024
287,0.05
288,0.004
289,0.02
290,0.256
291,0.273
292,0.175
293,0.383
294,0.015
295,0.353
296,0.038
297,0.133
298,0.098
299,0.007
300,0.16
301,0.041
302,0.404
303,0.001
304,0.001
305,0.027
306,0.048
307,0.014
308,0.018
309,0.121
310,0.036
311,0.461
312,0.228
313,0.009
314,0.312
315,0.182
316,0.032
317,0.008
318,0.006
319,0.32
320,0.012
321,0.02
322,0.322
323,0.253
324,0.001
325,0.392
326,0.376
327,0.372
328,0.057
329,0.008
330,0.155
331,0.117
332,0.601
333,0.017
334,0.001
335,0.026
336,0.113
337,0.005
338,0.058
339,0.211
340,0.01
341,0.11
342,0.045
343,0.189
344,0.009
345,0.064
346,0.276
347,0.009
348,0.036
349,0.009
350,0.092
351,0.168
352,0.045
353,0.152
354,0.675
355,0.168
356,0.342
357,0.067
358,0.026
359,0.061
360,0.079
361,0.525
362,0.25
363,0.112
364,0.047
365,0.268
366,0.183
367,0.171
368,0.042
369,0.02
370,0.043
371,0.014
372,0.198
373,0.017
374,0.006
375,0.251
376,0.18
377,0.006
378,0.261
379,0.526
380,0.001
381,0.044
382,0.422
383,0.092
384,0.002
385,0.584
386,0.203
387,0.091
388,0.003
389,0.314
390,0.637
391,0.278
392,0.075
393,0.012
394,0.195
395,0.127
396,0.354
397,0.2
398,0.019
399,0.01
400,0.229
401,0.007
402,0.062
403,0.489
404,0.079
405,0.196
406,0.349
407,0.443
408,0.241
409,0.232
410,0.071
411,0.129
412,0.018
413,0.572
414,0.329
415,0.013
416,0.165
417,0.318
418,0.031
419,0.048
420,0.01
421,0.013
422,0.436
423,0.006
424,0.079
425,0.008
426,0.069
427,0.655
428,0.377
429,0.438
430,0.016
431,0.061
432,0.458
433,0.029
434,0.464
435,0.4295
436,0.37
437,0.6445
438,0.036
439,0.045
440,0.008
441,0.228
442,0.119
443,0.058
444,0.001
445,0.647
446,0.097
447,0.044
448,0.455
449,0.619
450,0.106
451,0.026
452,0.087
453,0.02
454,0.494
455,0.047
456,0.085
457,0.147
458,0.036
459,0.006
460,0.184
461,0.005
462,0.016
463,0.211
464,0.151
465,0.091
466,0.069
467,0.09
468,0.655
469,0.054
470,0.005
471,0.013
472,0.513
473,0.165
474,0.021
475,0.012
476,0.656
477,0.137
478,0.023
479,0.02
480,0.133
481,0.011
482,0.012
483,0.238
484,0.033
485,0.082
486,0.637
487,0.025
488,0.328
489,0.379
490,0.106
491,0.012
492,0.15
493,0.183
494,0.061
495,0.124
496,0.087
497,0.054
498,0.22
499,0.074
500,0.175
501,0.068
502,0.024
503,0.09
504,0.166
505,0.196
506,0.062
507,0.018
508,0.617
509,0.001
510,0.029
511,0.118
512,0.023
513,0.694
514,0.129
515,0.146
516,0.013
517,0.044
518,0.236
519,0.286
520,0.151
521,0.042
522,0.133
523,0.11
524,0.001
525,0.057
526,0.254
527,0.177
528,0.29
529,0.388
530,0.261
531,0.029
532,0.002
533,0.086
534,0.056
535,0.096
536,0.269
537,0.114
538,0.018
539,0.581
540,0.392
541,0.582
542,0.004
543,0.291
544,0.0575
545,0.099
546,0.021
547,0.184
548,0.508
549,0.393
550,0.019
551,0.058
552,0.589
553,0.128
554,0.331
555,0.038
556,0.218
557,0.001
558,0.041
559,0.034
560,0.021
561,0.038
562,0.371
563,0.379
564,0.075
565,0.023
566,0.52
567,0.037
568,0.085
569,0.129
570,0.007
571,0.045
572,0.487
573,0.049
574,0.011
575,0.133
576,0.034
577,0.152
578,0.023
579,0.119
580,0.152
581,0.014
582,0.093
583,0.207
584,0.009
585,0.03
586,0.445
587,0.345
588,0.027
589,0.193
590,0.024
591,0.144
592,0.009
593,0.029
594,0.075
595,0.342
596,0.27
597,0.113
598,0.037
599,0.03
600,0.249
601,0.177
602,0.048
603,0.043
604,0.009
605,0.061
606,0.103
607,0.026
608,0.163
609,0.034
610,0.037
611,0.063
612,0.004
613,0.673
614,0.045
615,0.032
616,0.032
617,0.009
618,0.142
619,0.001
620,0.011
621,0.642
622,0.288
623,0.1685
624,0.105
625,0.043
626,0.389
627,0.007
628,0.169
629,0.343
630,0.035
631,0.026
632,0.124
633,0.131
634,0.149
635,0.202
636,0.082
637,0.083
638,0.255
639,0.457
640,0.1
641,0.071
642,0.043
643,0.012
644,0.073
645,0.07
646,0.024
647,0.02
648,0.175
649,0.374
650,0.14
651,0.008
652,0.048
653,0.075
654,0.048
655,0.079
656,0.127
657,0.211
658,0.011
659,0.46
660,0.026
661,0.194
662,0.193
663,0.244
664,0.104
665,0.4
666,0.286
667,0.005
668,0.113
669,0.273
670,0.005
671,0.04
672,0.088
673,0.074
674,0.033
675,0.005
676,0.318
677,0.014
678,0.055
679,0.003
680,0.56
681,0.403
682,0.031
683,0.09
684,0.2
685,0.04
686,0.15
687,0.02
688,0.022
689,0.045
690,0.054
691,0.459
692,0.013
693,0.131
694,0.005
695,0.043
696,0.114
697,0.114
698,0.004
699,0.068
700,0.054
701,0.009
702,0.148
703,0.014
704,0.681
705,0.005
706,0.244
707,0.128
708,0.044
709,0.145
710,0.006
711,0.124
712,0.027
713,0.029
714,0.259
715,0.009
716,0.127
717,0.105
718,0.259
719,0.031
720,0.278
721,0.007
722,0.143
723,0.426
724,0.067
725,0.015
726,0.011
727,0.068
728,0.04
729,0.003
730,0.171
731,0.065
732,0.004
733,0.049
734,0.047
735,0.174
736,0.166
737,0.134
738,0.188
739,0.016
740,0.461
741,0.659
742,0.004
743,0.241
744,0.198
745,0.026
746,0.005
747,0.395
748,0.329
749,0.022
750,0.169
751,0.005
752,0.017
753,0.054
754,0.09
755,0.567
756,0.02
757,0.059
758,0.082
759,0.095
760,0.038
761,0.11
762,0.443
763,0.272
764,0.178
765,0.047
766,0.027
767,0.022
768,0.121
769,0.035
770,0.118
771,0.001
772,0.143
773,0.646
774,0.602
775,0.266
776,0.547
777,0.536
778,0.525
779,0.314
780,0.618
781,0.085
782,0.015
783,0.103
784,0.153
785,0.348
786,0.203
787,0.216
788,0.431
789,0.156
790,0.199
791,0.171
792,0.002
793,0.017
794,0.087
795,0.042
796,0.004
797,0.012
798,0.025
799,0.08
800,0.441
801,0.019
802,0.142
803,0.415
804,0.42
805,0.039
806,0.154
807,0.2
808,0.127
809,0.005
810,0.022
811,0.022
812,0.143
813,0.019
814,0.215
815,0.185
816,0.023
817,0.424
818,0.014
819,0.108
820,0.025
821,0.061
822,0.002
823,0.063
824,0.017
825,0.211
826,0.01
827,0.051
828,0.272
829,0.013
830,0.007
831,0.02
832,0.006
833,0.006
834,0.004
835,0.052
836,0.311
837,0.004
838,0.153
839,0.445
