,dispersion-pval
0,0.687
1,0.69
2,0.548
3,0.5
4,0.13
5,0.632
6,0.424
7,0.705
8,0.536
9,0.451
10,0.528
11,0.569
12,0.419
13,0.338
14,0.196
15,0.347
16,0.576
17,0.726
18,0.451
19,0.692
20,0.646
21,0.656
22,0.276
23,0.686
24,0.244
25,0.296
26,0.336
27,0.653
28,0.439
29,0.591
30,0.558
31,0.524
32,0.642
33,0.326
34,0.703
35,0.54
36,0.393
37,0.715
38,0.497
39,0.435
40,0.396
41,0.549
42,0.137
43,0.479
44,0.687
45,0.568
46,0.709
47,0.612
48,0.575
49,0.3
50,0.726
51,0.696
52,0.708
53,0.646
54,0.139
55,0.612
56,0.457
57,0.672
58,0.084
59,0.32
60,0.232
61,0.515
62,0.531
63,0.683
64,0.139
65,0.709
66,0.623
67,0.719
68,0.063
69,0.589
70,0.343
71,0.68
72,0.718
73,0.594
74,0.489
75,0.424
76,0.204
77,0.214
78,0.065
79,0.347
80,0.254
81,0.441
82,0.527
83,0.469
84,0.473
85,0.458
86,0.659
87,0.397
88,0.642
89,0.719
90,0.647
91,0.234
92,0.524
93,0.345
94,0.577
95,0.206
96,0.679
97,0.694
98,0.129
99,0.751
100,0.529
101,0.379
102,0.551
103,0.506
104,0.597
105,0.577
106,0.569
107,0.703
108,0.514
109,0.716
110,0.472
111,0.707
112,0.249
113,0.688
114,0.275
115,0.425
116,0.721
117,0.675
118,0.679
119,0.33
120,0.62
121,0.401
122,0.673
123,0.27
124,0.723
125,0.701
126,0.554
127,0.48
128,0.491
129,0.517
130,0.285
131,0.31
132,0.203
133,0.706
134,0.05
135,0.541
136,0.7
137,0.552
138,0.423
139,0.726
140,0.577
141,0.318
142,0.708
143,0.245
144,0.48
145,0.696
146,0.089
147,0.745
148,0.066
149,0.374
150,0.516
151,0.514
152,0.596
153,0.645
154,0.606
155,0.405
156,0.171
157,0.649
158,0.204
159,0.655
160,0.375
161,0.718
162,0.625
163,0.558
164,0.692
165,0.528
166,0.634
167,0.693
168,0.257
169,0.698
170,0.368
171,0.6
172,0.554
173,0.644
174,0.546
175,0.132
176,0.65
177,0.713
178,0.577
179,0.201
180,0.671
181,0.708
182,0.389
183,0.383
184,0.546
185,0.379
186,0.726
187,0.454
188,0.172
189,0.696
190,0.703
191,0.088
192,0.691
193,0.307
194,0.448
195,0.521
196,0.68
197,0.575
198,0.561
199,0.566
200,0.589
201,0.632
202,0.419
203,0.572
204,0.644
205,0.579
206,0.688
207,0.333
208,0.705
209,0.692
210,0.368
211,0.636
212,0.389
213,0.646
214,0.724
215,0.702
216,0.127
217,0.425
218,0.371
219,0.509
220,0.524
221,0.73
222,0.107
223,0.109
224,0.358
225,0.454
226,0.657
227,0.422
228,0.601
229,0.703
230,0.557
231,0.323
232,0.561
233,0.615
234,0.519
235,0.667
236,0.615
237,0.323
238,0.671
239,0.701
240,0.362
241,0.33
242,0.672
243,0.206
244,0.615
245,0.277
246,0.705
247,0.499
248,0.546
249,0.239
250,0.206
251,0.466
252,0.668
253,0.465
254,0.657
255,0.453
256,0.243
257,0.129
258,0.538
259,0.312
