,dispersion-pval
0,0.003
1,0.181
2,0.001
3,0.012
4,0.001
5,0.001
6,0.002
7,0.177
8,0.016
9,0.011
10,0.008
11,0.078
12,0.257
13,0.001
14,0.052
15,0.002
16,0.013
17,0.015
18,0.17
19,0.001
20,0.001
21,0.015
22,0.001
23,0.008
24,0.013
25,0.017
26,0.013
27,0.041
28,0.003
29,0.042
30,0.002
31,0.009
32,0.004
33,0.016
34,0.005
35,0.001
36,0.037
37,0.003
38,0.017
39,0.008
40,0.004
41,0.018
42,0.006
43,0.002
44,0.263
45,0.032
46,0.001
47,0.001
48,0.029
49,0.001
50,0.001
51,0.006
52,0.002
53,0.001
54,0.132
55,0.099
56,0.001
57,0.008
58,0.002
59,0.071
60,0.011
61,0.014
62,0.022
63,0.016
64,0.009
65,0.001
66,0.003
67,0.01
68,0.012
69,0.006
70,0.004
71,0.008
72,0.016
73,0.002
74,0.015
75,0.001
76,0.001
77,0.243
78,0.026
79,0.001
80,0.001
81,0.028
82,0.017
83,0.053
84,0.001
85,0.004
86,0.051
87,0.001
88,0.001
89,0.012
90,0.001
91,0.002
92,0.006
93,0.002
94,0.002
95,0.033
96,0.064
97,0.014
98,0.003
99,0.001
100,0.003
101,0.175
102,0.025
103,0.022
104,0.079
105,0.002
106,0.116
107,0.046
108,0.001
109,0.002
110,0.026
111,0.014
112,0.002
113,0.001
114,0.001
115,0.005
116,0.006
117,0.003
118,0.001
119,0.048
120,0.04
121,0.002
122,0.003
123,0.049
124,0.004
125,0.01
126,0.004
127,0.004
128,0.003
129,0.056
130,0.001
131,0.009
132,0.038
133,0.019
134,0.006
135,0.024
136,0.005
137,0.001
138,0.001
139,0.032
140,0.025
141,0.102
142,0.022
143,0.001
144,0.021
145,0.003
146,0.001
147,0.002
148,0.011
149,0.026
150,0.01
151,0.013
152,0.003
153,0.002
154,0.002
155,0.027
156,0.006
157,0.573
158,0.019
159,0.016
160,0.001
161,0.006
162,0.004
163,0.017
164,0.059
165,0.042
166,0.037
167,0.002
168,0.004
169,0.041
170,0.003
171,0.034
172,0.002
173,0.051
174,0.003
175,0.006
176,0.001
177,0.002
178,0.003
179,0.009
180,0.153
181,0.023
182,0.019
183,0.023
184,0.016
185,0.002
186,0.012
187,0.001
188,0.108
189,0.002
190,0.016
191,0.007
192,0.001
193,0.045
194,0.027
195,0.002
196,0.005
197,0.001
198,0.011
199,0.002
200,0.05
201,0.002
202,0.004
203,0.01
204,0.004
205,0.133
206,0.003
207,0.003
208,0.005
209,0.03
210,0.001
211,0.001
212,0.052
213,0.001
214,0.01
215,0.092
216,0.007
217,0.011
218,0.012
219,0.008
220,0.097
221,0.005
222,0.001
223,0.004
224,0.002
225,0.008
226,0.041
227,0.001
228,0.01
229,0.001
230,0.008
231,0.001
232,0.005
233,0.044
234,0.295
235,0.002
236,0.01
237,0.002
238,0.003
239,0.006
240,0.004
241,0.001
242,0.052
243,0.013
244,0.003
245,0.002
246,0.005
247,0.055
248,0.03
249,0.142
250,0.022
251,0.001
252,0.003
253,0.006
254,0.004
255,0.003
256,0.001
257,0.002
258,0.092
259,0.01
260,0.05
261,0.001
262,0.001
263,0.009
264,0.398
265,0.003
266,0.001
267,0.225
268,0.01
269,0.013
270,0.002
271,0.001
272,0.068
273,0.003
274,0.011
275,0.007
276,0.081
277,0.145
278,0.007
279,0.001
280,0.014
281,0.027
282,0.079
283,0.005
284,0.008
285,0.06
286,0.071
287,0.029
288,0.002
289,0.005
290,0.018
291,0.23
292,0.001
293,0.001
294,0.012
295,0.149
296,0.001
297,0.078
298,0.002
299,0.036
300,0.005
301,0.005
302,0.002
303,0.002
304,0.313
305,0.526
306,0.003
307,0.007
308,0.0495
309,0.282
310,0.001
311,0.001
312,0.001
313,0.108
314,0.038
315,0.001
316,0.025
317,0.145
318,0.082
319,0.006
320,0.002
321,0.002
322,0.009
323,0.032
324,0.103
325,0.131
326,0.004
327,0.001
328,0.002
329,0.006
330,0.005
331,0.02
332,0.002
333,0.003
334,0.03
335,0.058
336,0.346
337,0.002
338,0.004
339,0.006
340,0.093
341,0.014
342,0.007
343,0.039
344,0.001
345,0.003
346,0.024
347,0.015
348,0.032
349,0.003
350,0.007
351,0.005
352,0.001
353,0.024
354,0.004
355,0.001
356,0.001
357,0.003
358,0.109
359,0.084
360,0.002
361,0.021
362,0.029
363,0.002
364,0.005
365,0.016
366,0.045
367,0.001
368,0.013
369,0.227
370,0.002
371,0.001
372,0.097
373,0.134
374,0.004
375,0.016
376,0.017
377,0.011
378,0.014
379,0.002
380,0.027
381,0.002
382,0.009
383,0.001
384,0.016
385,0.002
386,0.002
387,0.035
388,0.001
389,0.008
390,0.004
391,0.01
392,0.025
393,0.51
394,0.014
395,0.007
396,0.008
397,0.001
398,0.006
399,0.028
400,0.001
401,0.034
402,0.004
403,0.005
404,0.007
405,0.001
406,0.157
407,0.005
408,0.006
409,0.001
410,0.01
411,0.023
412,0.113
413,0.148
414,0.002
415,0.007
416,0.267
417,0.023
418,0.011
419,0.002
420,0.006
421,0.006
422,0.067
423,0.038
424,0.003
425,0.032
426,0.134
427,0.026
428,0.001
429,0.001
430,0.004
431,0.003
432,0.006
433,0.063
434,0.001
435,0.001
436,0.001
437,0.032
438,0.002
439,0.043
440,0.002
441,0.01
442,0.037
443,0.001
444,0.011
445,0.029
446,0.008
447,0.001
448,0.004
449,0.026
450,0.03
451,0.002
452,0.001
453,0.075
454,0.005
455,0.077
456,0.001
457,0.006
458,0.126
459,0.045
460,0.105
461,0.001
462,0.016
463,0.004
464,0.007
465,0.005
466,0.067
467,0.01
468,0.013
469,0.086
470,0.354
471,0.005
472,0.12
473,0.018
474,0.026
475,0.002
476,0.24
477,0.004
478,0.015
479,0.09
480,0.003
481,0.005
482,0.014
483,0.004
484,0.001
485,0.01
486,0.002
487,0.009
488,0.002
489,0.001
490,0.003
491,0.001
492,0.001
493,0.103
494,0.002
495,0.002
496,0.002
497,0.006
498,0.001
499,0.002
500,0.001
501,0.024
502,0.002
503,0.001
504,0.024
505,0.02
506,0.001
507,0.006
508,0.011
509,0.152
510,0.032
511,0.08
512,0.006
513,0.019
514,0.002
515,0.002
516,0.003
517,0.005
518,0.007
519,0.01
520,0.05
521,0.048
522,0.002
523,0.005
524,0.314
525,0.002
526,0.004
527,0.041
528,0.016
529,0.033
530,0.001
531,0.002
532,0.091
533,0.012
534,0.008
535,0.061
536,0.065
537,0.001
538,0.008
539,0.01
540,0.002
541,0.001
542,0.082
543,0.002
544,0.077
545,0.364
546,0.003
547,0.001
548,0.002
549,0.013
550,0.013
551,0.056
552,0.001
553,0.001
554,0.002
555,0.024
556,0.023
557,0.001
558,0.008
559,0.177
560,0.001
561,0.008
562,0.01
563,0.002
564,0.011
565,0.006
566,0.008
567,0.003
568,0.126
569,0.001
570,0.001
571,0.047
572,0.011
573,0.001
574,0.012
575,0.022
576,0.074
577,0.011
578,0.005
579,0.001
580,0.001
581,0.1
582,0.004
583,0.325
584,0.063
585,0.239
586,0.008
587,0.139
588,0.098
589,0.015
590,0.013
591,0.006
592,0.002
593,0.01
594,0.002
595,0.023
596,0.041
597,0.001
598,0.093
599,0.002
600,0.039
601,0.019
602,0.017
603,0.012
604,0.166
605,0.001
606,0.004
607,0.027
608,0.483
609,0.024
610,0.028
611,0.017
612,0.006
613,0.003
614,0.001
615,0.009
616,0.08
617,0.002
618,0.007
619,0.154
620,0.029
621,0.006
622,0.002
623,0.012
624,0.002
625,0.009
626,0.014
627,0.005
628,0.011
629,0.04
630,0.001
631,0.005
632,0.002
633,0.004
634,0.001
635,0.001
636,0.113
637,0.001
638,0.078
639,0.009
640,0.005
641,0.001
642,0.133
643,0.015
644,0.008
645,0.001
646,0.001
647,0.117
648,0.008
649,0.001
650,0.065
651,0.002
652,0.042
653,0.008
654,0.137
655,0.008
656,0.002
657,0.021
658,0.001
659,0.017
660,0.001
661,0.006
662,0.007
663,0.003
664,0.007
665,0.007
666,0.003
667,0.001
668,0.012
669,0.053
670,0.019
671,0.016
672,0.001
673,0.025
674,0.057
675,0.038
676,0.002
677,0.006
678,0.044
679,0.008
680,0.29
