,dispersion-pval
681,0.001
682,0.005
683,0.084
684,0.16
685,0.002
686,0.006
687,0.077
688,0.023
689,0.006
690,0.001
691,0.018
692,0.019
693,0.001
694,0.027
695,0.01
696,0.002
697,0.001
698,0.001
699,0.002
700,0.105
701,0.003
702,0.024
703,0.002
704,0.006
705,0.001
706,0.001
707,0.008
708,0.001
709,0.008
710,0.107
711,0.015
712,0.001
713,0.013
714,0.014
715,0.053
716,0.009
717,0.006
718,0.006
719,0.001
720,0.015
721,0.004
722,0.018
723,0.005
724,0.005
725,0.037
726,0.096
727,0.031
728,0.002
729,0.005
730,0.081
731,0.01
732,0.001
733,0.112
734,0.009
735,0.174
736,0.003
737,0.006
738,0.006
739,0.262
740,0.001
741,0.335
742,0.028
743,0.102
744,0.001
745,0.002
746,0.004
747,0.021
748,0.003
749,0.001
750,0.002
751,0.012
752,0.011
753,0.006
754,0.001
755,0.151
756,0.271
757,0.003
758,0.003
759,0.012
760,0.001
761,0.362
762,0.009
763,0.001
764,0.002
765,0.046
766,0.008
767,0.001
768,0.001
769,0.001
770,0.001
771,0.077
772,0.056
773,0.001
774,0.002
775,0.009
776,0.01
777,0.011
778,0.001
779,0.001
780,0.015
781,0.001
782,0.007
783,0.085
784,0.003
785,0.015
786,0.001
787,0.284
788,0.002
789,0.002
790,0.028
791,0.002
792,0.009
793,0.015
794,0.115
795,0.082
796,0.073
797,0.006
798,0.008
799,0.003
800,0.03
801,0.001
802,0.005
803,0.038
804,0.056
805,0.197
806,0.001
807,0.002
808,0.009
809,0.009
810,0.059
811,0.003
812,0.002
813,0.001
814,0.402
815,0.01
816,0.003
817,0.008
818,0.003
819,0.015
820,0.013
821,0.001
822,0.002
823,0.02
824,0.037
825,0.001
826,0.001
827,0.007
828,0.001
829,0.028
830,0.015
831,0.002
832,0.01
833,0.044
834,0.004
835,0.003
836,0.149
837,0.095
838,0.008
839,0.001
840,0.038
841,0.38
842,0.044
843,0.003
844,0.01
845,0.091
846,0.005
847,0.07
848,0.007
849,0.036
850,0.048
851,0.01
852,0.007
853,0.001
854,0.007
855,0.005
856,0.004
857,0.001
858,0.003
859,0.002
860,0.031
861,0.003
862,0.013
863,0.009
864,0.003
865,0.011
866,0.002
867,0.014
868,0.031
869,0.008
870,0.003
871,0.103
872,0.003
873,0.077
874,0.219
875,0.017
876,0.048
877,0.429
878,0.073
879,0.011
880,0.012
881,0.005
882,0.01
883,0.013
884,0.033
885,0.061
886,0.003
887,0.251
888,0.001
889,0.012
890,0.002
891,0.016
892,0.001
893,0.002
894,0.031
895,0.001
896,0.001
897,0.03
898,0.001
899,0.001
900,0.001
901,0.004
902,0.003
903,0.028
904,0.066
905,0.002
906,0.001
907,0.003
908,0.02
909,0.02
910,0.003
911,0.001
912,0.009
913,0.009
914,0.001
915,0.004
916,0.006
917,0.113
918,0.001
919,0.002
920,0.016
921,0.001
922,0.004
923,0.001
924,0.002
925,0.017
926,0.303
927,0.001
928,0.002
929,0.011
930,0.007
931,0.012
932,0.005
933,0.001
934,0.006
935,0.033
936,0.003
937,0.431
938,0.044
939,0.001
940,0.001
941,0.001
942,0.161
943,0.007
944,0.003
945,0.005
946,0.038
947,0.134
948,0.001
949,0.001
950,0.001
951,0.001
952,0.002
953,0.079
954,0.055
955,0.016
956,0.004
957,0.011
958,0.004
959,0.056
960,0.002
961,0.181
962,0.009
963,0.086
964,0.147
965,0.04
966,0.008
967,0.001
968,0.003
969,0.034
970,0.001
971,0.094
972,0.001
973,0.016
974,0.012
975,0.002
976,0.034
977,0.011
978,0.006
979,0.001
980,0.009
981,0.001
982,0.031
983,0.002
984,0.001
985,0.114
986,0.005
987,0.008
988,0.066
989,0.024
990,0.002
991,0.009
992,0.048
993,0.147
994,0.038
995,0.003
996,0.025
997,0.016
998,0.002
999,0.137
