,dispersion-pval
0,0.121
1,0.498
2,0.504
3,0.607
4,0.657
5,0.732
6,0.059
7,0.425
8,0.411
9,0.755
10,0.56
11,0.756
12,0.255
13,0.765
14,0.686
15,0.693
16,0.069
17,0.395
18,0.123
19,0.146
20,0.721
21,0.76
22,0.755
23,0.131
24,0.788
25,0.728
26,0.461
27,0.342
28,0.102
29,0.309
30,0.636
31,0.437
32,0.179
33,0.472
34,0.623
35,0.68
36,0.458
37,0.442
38,0.369
39,0.663
40,0.392
41,0.145
42,0.538
43,0.539
44,0.68
45,0.586
46,0.749
47,0.728
48,0.761
49,0.652
50,0.703
51,0.345
52,0.205
53,0.432
54,0.694
55,0.462
56,0.733
57,0.547
58,0.498
59,0.042
60,0.585
61,0.735
62,0.195
63,0.673
64,0.194
65,0.728
66,0.7
67,0.735
68,0.521
69,0.264
70,0.628
71,0.477
72,0.729
73,0.691
74,0.718
75,0.731
76,0.255
77,0.056
78,0.358
79,0.729
80,0.681
81,0.319
82,0.747
83,0.724
84,0.257
85,0.702
86,0.662
87,0.742
88,0.7
89,0.725
90,0.417
91,0.607
92,0.743
93,0.706
94,0.224
95,0.518
96,0.449
97,0.566
98,0.501
99,0.617
100,0.214
101,0.77
102,0.767
103,0.582
104,0.222
105,0.587
106,0.443
107,0.771
108,0.606
109,0.691
110,0.582
111,0.262
112,0.716
113,0.757
114,0.133
115,0.06
116,0.63
117,0.272
118,0.006
119,0.753
120,0.578
121,0.421
122,0.691
123,0.749
124,0.188
125,0.653
126,0.758
127,0.2
128,0.731
129,0.297
130,0.701
131,0.374
132,0.469
133,0.784
134,0.656
135,0.629
136,0.005
137,0.286
138,0.491
139,0.598
140,0.714
141,0.3655
142,0.463
143,0.698
144,0.75
145,0.741
146,0.421
147,0.196
148,0.527
149,0.64
150,0.406
151,0.322
152,0.417
153,0.392
154,0.738
155,0.332
156,0.273
157,0.76
158,0.706
159,0.448
160,0.496
161,0.511
162,0.744
163,0.496
164,0.742
165,0.751
166,0.738
167,0.445
168,0.445
169,0.136
170,0.473
171,0.235
172,0.406
173,0.728
174,0.342
175,0.708
176,0.775
177,0.706
178,0.576
179,0.678
180,0.633
181,0.675
182,0.452
183,0.764
184,0.321
185,0.62
186,0.29
187,0.557
188,0.146
189,0.374
190,0.457
191,0.297
192,0.584
193,0.493
194,0.664
195,0.221
196,0.747
197,0.714
198,0.714
199,0.327
200,0.717
201,0.75
202,0.202
203,0.658
204,0.475
205,0.331
206,0.195
207,0.364
208,0.708
209,0.727
210,0.052
211,0.628
212,0.388
213,0.504
214,0.227
215,0.738
216,0.507
217,0.759
218,0.758
219,0.636
220,0.355
221,0.716
222,0.249
223,0.571
224,0.752
225,0.745
226,0.162
227,0.682
228,0.575
229,0.341
230,0.08
231,0.462
232,0.262
233,0.323
234,0.321
235,0.734
236,0.775
237,0.661
238,0.76
239,0.429
240,0.368
241,0.385
242,0.522
243,0.249
244,0.551
245,0.699
246,0.763
247,0.123
248,0.533
249,0.214
250,0.196
251,0.759
252,0.293
253,0.746
254,0.759
255,0.18
256,0.086
257,0.537
258,0.308
259,0.056
260,0.154
261,0.725
262,0.498
263,0.446
264,0.219
265,0.721
266,0.593
267,0.738
268,0.754
269,0.734
270,0.671
271,0.748
272,0.72
273,0.24
274,0.775
275,0.577
276,0.424
277,0.147
278,0.578
279,0.733
280,0.195
281,0.318
282,0.585
283,0.032
284,0.674
285,0.519
286,0.673
287,0.666
288,0.195
289,0.401
290,0.749
291,0.695
292,0.261
293,0.085
294,0.736
295,0.691
296,0.202
297,0.539
298,0.544
299,0.527
300,0.578
301,0.651
302,0.73
303,0.746
304,0.151
305,0.736
306,0.041
307,0.778
308,0.788
309,0.461
310,0.14
311,0.58
312,0.686
313,0.742
314,0.551
315,0.74
316,0.723
317,0.519
318,0.465
319,0.178
320,0.039
321,0.165
322,0.502
323,0.602
324,0.731
325,0.378
326,0.501
327,0.037
328,0.733
329,0.71
330,0.547
331,0.586
332,0.702
333,0.705
334,0.729
335,0.193
336,0.198
337,0.689
338,0.703
339,0.182
340,0.514
341,0.795
342,0.733
343,0.414
344,0.697
345,0.033
346,0.697
347,0.523
348,0.438
349,0.234
350,0.548
351,0.675
352,0.391
353,0.668
354,0.748
355,0.023
356,0.716
357,0.176
358,0.735
359,0.586
360,0.46
361,0.733
362,0.522
363,0.597
364,0.127
365,0.365
366,0.082
367,0.762
368,0.631
369,0.524
370,0.74
371,0.361
372,0.635
373,0.745
374,0.244
375,0.61
376,0.416
377,0.314
378,0.274
379,0.08
380,0.346
381,0.728
382,0.595
383,0.573
384,0.755
385,0.747
386,0.61
387,0.459
388,0.438
389,0.513
390,0.688
391,0.149
392,0.052
393,0.084
394,0.41
395,0.16
396,0.49
397,0.714
398,0.324
399,0.44
400,0.199
401,0.705
402,0.304
403,0.394
404,0.649
405,0.419
406,0.095
407,0.5
408,0.513
409,0.262
410,0.628
411,0.633
412,0.323
413,0.619
414,0.566
415,0.72
416,0.646
417,0.622
418,0.546
419,0.718
420,0.657
421,0.275
422,0.612
423,0.333
424,0.726
425,0.731
426,0.684
427,0.346
428,0.553
429,0.222
430,0.276
431,0.498
432,0.307
433,0.211
434,0.375
435,0.127
436,0.5
437,0.508
438,0.147
439,0.599
440,0.749
441,0.486
442,0.333
443,0.663
444,0.427
445,0.701
446,0.291
447,0.748
448,0.476
449,0.6675
450,0.698
451,0.537
452,0.746
453,0.706
454,0.098
455,0.573
456,0.312
457,0.554
458,0.756
459,0.727
460,0.217
461,0.613
462,0.772
463,0.143
464,0.74
465,0.758
466,0.367
467,0.469
468,0.745
469,0.327
470,0.744
471,0.737
472,0.32
473,0.72
474,0.659
475,0.543
476,0.723
477,0.283
478,0.169
479,0.06
480,0.141
481,0.554
482,0.556
483,0.343
484,0.668
485,0.118
486,0.276
487,0.419
488,0.738
489,0.305
490,0.342
491,0.475
492,0.501
493,0.366
494,0.08
495,0.725
496,0.705
497,0.691
498,0.168
499,0.773
500,0.683
501,0.762
502,0.059
503,0.625
504,0.448
505,0.079
506,0.572
507,0.198
508,0.426
509,0.605
510,0.761
511,0.768
512,0.375
513,0.522
514,0.251
515,0.308
516,0.195
517,0.763
518,0.717
519,0.675
520,0.282
521,0.729
522,0.483
523,0.732
524,0.651
525,0.589
526,0.474
527,0.344
528,0.06
529,0.249
530,0.596
531,0.032
532,0.499
533,0.671
534,0.367
535,0.416
536,0.629
537,0.553
538,0.76
539,0.471
540,0.731
541,0.284
542,0.659
543,0.211
544,0.208
545,0.246
546,0.597
547,0.701
548,0.205
549,0.659
550,0.415
551,0.72
552,0.77
553,0.755
554,0.106
555,0.745
556,0.326
557,0.379
558,0.259
559,0.765
560,0.656
561,0.752
562,0.613
563,0.607
564,0.525
565,0.755
566,0.653
567,0.153
568,0.742
569,0.751
570,0.575
571,0.72
572,0.4
573,0.328
574,0.548
575,0.737
576,0.374
577,0.246
578,0.287
579,0.59
580,0.728
581,0.595
582,0.057
583,0.593
584,0.628
585,0.636
586,0.473
587,0.577
588,0.372
589,0.796
590,0.753
591,0.471
592,0.642
593,0.752
594,0.688
595,0.567
596,0.516
597,0.491
598,0.365
599,0.684
600,0.195
601,0.378
602,0.546
603,0.339
604,0.564
605,0.695
606,0.648
607,0.745
608,0.759
609,0.057
610,0.57
611,0.167
612,0.718
613,0.666
614,0.609
615,0.019
616,0.718
617,0.303
618,0.346
619,0.634
620,0.74
621,0.686
622,0.431
623,0.298
624,0.762
625,0.749
626,0.491
627,0.219
628,0.031
629,0.194
630,0.142
631,0.544
632,0.743
633,0.798
634,0.763
635,0.344
636,0.141
637,0.227
638,0.321
639,0.155
640,0.121
641,0.679
642,0.01
643,0.697
644,0.511
645,0.311
646,0.667
647,0.476
648,0.617
649,0.077
650,0.775
651,0.754
652,0.727
653,0.239
654,0.751
655,0.112
656,0.296
657,0.737
658,0.315
659,0.172
660,0.747
661,0.725
662,0.117
663,0.678
664,0.678
665,0.136
666,0.329
667,0.346
668,0.198
669,0.515
670,0.262
671,0.469
672,0.636
673,0.06
674,0.25
675,0.47
676,0.042
677,0.754
678,0.452
679,0.671
680,0.726
681,0.713
682,0.323
683,0.659
684,0.739
685,0.738
686,0.671
687,0.385
688,0.284
689,0.447
690,0.719
691,0.774
692,0.409
693,0.612
694,0.554
695,0.629
696,0.707
697,0.672
698,0.581
699,0.122
700,0.133
